cycle,time,phi1,Ex1,Ey1
5660,2.83e-08,7.347316e-01,7.458283e-01,-9.327022e-02
5680,2.84e-08,6.680922e-01,8.068904e-01,-5.059061e-02
5700,2.85e-08,5.983709e-01,6.780298e-01,-5.935168e-03
5720,2.86e-08,5.336254e-01,7.005593e-01,6.506287e-03
5740,2.87e-08,4.894575e-01,6.995544e-01,-7.252091e-02
5760,2.88e-08,4.636854e-01,5.879536e-01,-1.413480e-01
5780,2.89e-08,4.471737e-01,5.660771e-01,-1.568636e-01
5800,2.9e-08,4.284968e-01,4.657417e-01,-7.376683e-02
5820,2.91e-08,4.179903e-01,6.477441e-01,-1.587726e-01
5840,2.92e-08,4.170542e-01,7.328662e-01,-8.121933e-02
5860,2.93e-08,4.253345e-01,5.226264e-01,-3.700313e-02
5880,2.94e-08,4.356251e-01,6.305908e-01,-2.063172e-01
5900,2.95e-08,4.370890e-01,6.310583e-01,-8.147058e-02
5920,2.96e-08,4.312799e-01,8.168424e-01,-2.609916e-01
5940,2.97e-08,4.419425e-01,6.275820e-01,-1.991306e-02
5960,2.98e-08,4.781019e-01,6.372758e-01,-2.672212e-01
5980,2.99e-08,5.279819e-01,6.525482e-01,-1.275375e-01
6000,3e-08,5.700327e-01,7.262790e-01,-6.656329e-02
6020,3.01e-08,6.062898e-01,6.735218e-01,-1.024305e-01
6040,3.02e-08,6.631631e-01,7.532119e-01,-2.912507e-02
6060,3.03e-08,7.459584e-01,7.904273e-01,-2.868846e-02
6080,3.04e-08,8.221771e-01,7.490375e-01,-1.714240e-01
6100,3.05e-08,8.588061e-01,7.232388e-01,5.114251e-02
6120,3.06e-08,8.658387e-01,8.313249e-01,8.067915e-02
6140,3.07e-08,8.889560e-01,7.262081e-01,-1.706233e-01
6160,3.08e-08,9.118597e-01,7.194787e-01,-1.823934e-02
6180,3.09e-08,8.918587e-01,6.751960e-01,1.102846e-02
6200,3.1e-08,8.240029e-01,6.793118e-01,-9.388960e-02
6220,3.11e-08,7.515686e-01,6.563803e-01,-1.464995e-01
6240,3.12e-08,7.000022e-01,7.152824e-01,-1.266450e-01
6260,3.13e-08,6.597469e-01,6.273314e-01,-7.854054e-02
6280,3.14e-08,5.942415e-01,6.450621e-01,-1.686830e-01
6300,3.15e-08,5.213178e-01,4.806661e-01,-1.109568e-01
6320,3.16e-08,4.741119e-01,5.067250e-01,7.040503e-02
6340,3.17e-08,4.641242e-01,5.345165e-01,-1.045466e-01
6360,3.18e-08,4.601192e-01,5.913861e-01,-1.238369e-01
6380,3.19e-08,4.368198e-01,6.394756e-01,-1.037420e-01
6400,3.2e-08,4.185575e-01,6.026595e-01,-1.282288e-01
6420,3.21e-08,4.249629e-01,5.565588e-01,-4.345448e-02
6440,3.22e-08,4.397493e-01,6.413081e-01,-8.530280e-02
6460,3.23e-08,4.426708e-01,5.458373e-01,3.251120e-02
6480,3.24e-08,4.367507e-01,6.561238e-01,-8.388899e-03
6500,3.25e-08,4.446898e-01,5.956625e-01,-1.097930e-01
6520,3.26e-08,4.636770e-01,6.191429e-01,1.996525e-02
6540,3.27e-08,4.921818e-01,5.689445e-01,-6.929183e-02
6560,3.28e-08,5.267956e-01,6.305002e-01,1.417453e-01
6580,3.29e-08,5.731798e-01,6.620024e-01,-7.080903e-02
6600,3.3e-08,6.273721e-01,7.160490e-01,-1.786020e-01
6620,3.31e-08,6.853672e-01,8.439835e-01,-7.404491e-02
6640,3.32e-08,7.497725e-01,7.719285e-01,-9.214827e-03
6660,3.33e-08,8.087470e-01,8.862023e-01,-2.928401e-02
6680,3.34e-08,8.484776e-01,6.463405e-01,2.925454e-02
6700,3.35e-08,8.633259e-01,6.338431e-01,-1.349435e-01
6720,3.36e-08,8.703107e-01,7.913067e-01,6.827351e-02
6740,3.37e-08,8.719947e-01,8.703333e-01,-4.158295e-02
6760,3.38e-08,8.512611e-01,5.916417e-01,-6.983626e-03
6780,3.39e-08,7.971023e-01,5.643880e-01,-1.744695e-01
6800,3.4e-08,7.276220e-01,6.623544e-01,-9.900586e-02
6820,3.41e-08,6.702635e-01,6.708097e-01,-7.075251e-02
6840,3.42e-08,6.273259e-01,5.311717e-01,-9.660011e-02
6860,3.43e-08,5.767326e-01,5.523056e-01,-2.772324e-02
6880,3.44e-08,5.149621e-01,5.546102e-01,-1.262748e-01
6900,3.45e-08,4.694705e-01,5.546865e-01,-1.028042e-01
6920,3.46e-08,4.590141e-01,4.659285e-01,-3.493732e-02
6940,3.47e-08,4.641154e-01,4.590287e-01,-3.375861e-03
6960,3.48e-08,4.485640e-01,5.457417e-01,-9.936727e-02
6980,3.49e-08,4.330306e-01,6.174732e-01,-6.948198e-02
7000,3.5e-08,4.280784e-01,7.055200e-01,-1.029561e-01
7020,3.51e-08,4.381091e-01,5.069567e-01,-1.717498e-01
7040,3.52e-08,4.570542e-01,6.189190e-01,-3.661374e-02
7060,3.53e-08,4.614455e-01,6.306606e-01,-6.869471e-02
7080,3.54e-08,4.604524e-01,4.457506e-01,5.902331e-02
7100,3.55e-08,4.672727e-01,6.877177e-01,-7.152738e-02
7120,3.56e-08,4.999142e-01,7.158386e-01,-6.078437e-02
7140,3.57e-08,5.494133e-01,7.402253e-01,1.626475e-02
7160,3.58e-08,5.933792e-01,6.727360e-01,-1.639648e-02
7180,3.59e-08,6.354700e-01,7.671283e-01,-1.398934e-01
7200,3.6e-08,6.869030e-01,7.122776e-01,2.241272e-02
7220,3.61e-08,7.512465e-01,9.222363e-01,-2.650696e-02
7240,3.62e-08,8.059450e-01,7.311914e-01,-4.505226e-02
7260,3.63e-08,8.370025e-01,6.852843e-01,5.001156e-03
7280,3.64e-08,8.444747e-01,7.604648e-01,-2.327149e-02
7300,3.65e-08,8.482835e-01,7.318743e-01,-1.117994e-01
7320,3.66e-08,8.437946e-01,5.833378e-01,-1.604519e-02
7340,3.67e-08,8.147848e-01,5.544376e-01,-7.431104e-02
7360,3.68e-08,7.620850e-01,6.153033e-01,-2.315015e-02
7380,3.69e-08,7.011592e-01,6.704974e-01,-1.511821e-01
7400,3.7e-08,6.491079e-01,5.778016e-01,-6.126979e-02
7420,3.71e-08,6.063327e-01,6.260589e-01,-1.455550e-01
7440,3.72e-08,5.595812e-01,5.070295e-01,-9.014704e-02
7460,3.73e-08,5.075153e-01,3.803554e-01,5.531444e-02
7480,3.74e-08,4.714794e-01,4.757726e-01,-1.088131e-01
7500,3.75e-08,4.605058e-01,6.771623e-01,1.160640e-02
7520,3.76e-08,4.601838e-01,7.049140e-01,-6.780800e-02
7540,3.77e-08,4.580754e-01,5.732760e-01,-5.866853e-02
7560,3.78e-08,4.462508e-01,5.866995e-01,-5.040328e-02
7580,3.79e-08,4.415160e-01,5.455716e-01,-5.279149e-02
7600,3.8e-08,4.474423e-01,5.267831e-01,1.476340e-01
7620,3.81e-08,4.612366e-01,5.533837e-01,8.853809e-03
7640,3.82e-08,4.759871e-01,6.246202e-01,-5.344183e-02
7660,3.83e-08,4.733835e-01,6.779689e-01,5.162363e-02
7680,3.84e-08,4.830522e-01,6.470520e-01,-1.199019e-02
7700,3.85e-08,5.167542e-01,7.034288e-01,-7.540610e-02
