cycle,time,phi,Ex,Ey
110240,5.512e-07,5.726352e-01,-9.911470e-02,-6.465690e-01
110260,5.513e-07,5.653666e-01,2.679351e-01,-8.638837e-01
110280,5.514e-07,5.724129e-01,-6.143245e-02,-6.260656e-01
110300,5.515e-07,5.775958e-01,1.196906e-01,-6.911202e-01
110320,5.516e-07,5.711524e-01,1.581988e-01,-7.025971e-01
110340,5.517e-07,5.748395e-01,9.909796e-02,-8.456361e-01
110360,5.518e-07,5.734397e-01,-1.671241e-01,-6.725841e-01
110380,5.519e-07,5.724036e-01,1.699963e-01,-7.811813e-01
110400,5.52e-07,5.815986e-01,2.189820e-01,-7.056246e-01
110420,5.521e-07,5.721300e-01,2.498257e-01,-8.305883e-01
110440,5.522e-07,5.681131e-01,3.397978e-01,-6.785840e-01
110460,5.523e-07,5.804073e-01,4.304751e-01,-8.690312e-01
110480,5.524e-07,5.725690e-01,1.561630e-01,-8.009403e-01
110500,5.525e-07,5.784624e-01,-5.952384e-03,-6.533495e-01
110520,5.526e-07,5.783275e-01,1.989673e-01,-6.001893e-01
110540,5.527e-07,5.728068e-01,4.185842e-01,-6.638543e-01
110560,5.528e-07,5.746177e-01,2.462673e-01,-4.075369e-01
110580,5.529e-07,5.779224e-01,2.608027e-01,-4.025659e-01
110600,5.53e-07,5.728873e-01,2.455087e-01,-6.872809e-01
110620,5.531e-07,5.763454e-01,-4.384502e-02,-6.567696e-01
110640,5.532e-07,5.805182e-01,4.022828e-01,-8.345868e-01
110660,5.533e-07,5.723485e-01,2.200741e-01,-6.057832e-01
110680,5.534e-07,5.751483e-01,-8.914582e-02,-6.569868e-01
110700,5.535e-07,5.758283e-01,3.953654e-02,-7.221156e-01
110720,5.536e-07,5.770345e-01,2.653682e-01,-5.950454e-01
110740,5.537e-07,5.773422e-01,2.519335e-01,-6.407341e-01
110760,5.538e-07,5.721727e-01,1.871758e-01,-7.967756e-01
110780,5.539e-07,5.759491e-01,1.174017e-01,-6.581957e-01
110800,5.54e-07,5.815231e-01,-7.000326e-03,-7.082489e-01
110820,5.541e-07,5.792207e-01,1.502672e-01,-7.043862e-01
110840,5.542e-07,5.835353e-01,6.870352e-02,-7.161340e-01
110860,5.543e-07,5.802670e-01,1.752879e-01,-8.467858e-01
110880,5.544e-07,5.832936e-01,2.551420e-01,-7.001078e-01
110900,5.545e-07,5.819591e-01,2.179459e-01,-7.887137e-01
110920,5.546e-07,5.784933e-01,7.062154e-02,-9.380348e-01
110940,5.547e-07,5.786223e-01,-9.312214e-02,-7.673823e-01
110960,5.548e-07,5.759484e-01,5.393612e-02,-6.626263e-01
110980,5.549e-07,5.796407e-01,1.777345e-01,-9.172472e-01
111000,5.55e-07,5.784531e-01,1.215472e-01,-9.173028e-01
111020,5.551e-07,5.755227e-01,2.527114e-01,-7.660540e-01
111040,5.552e-07,5.826888e-01,1.148728e-01,-7.126402e-01
111060,5.553e-07,5.798220e-01,9.169800e-02,-8.692144e-01
111080,5.554e-07,5.755521e-01,1.089284e-01,-7.797922e-01
111100,5.555e-07,5.830030e-01,1.579398e-01,-8.650113e-01
111120,5.556e-07,5.799838e-01,-3.207869e-02,-7.537968e-01
111140,5.557e-07,5.812109e-01,1.829479e-01,-6.571546e-01
111160,5.558e-07,5.786328e-01,4.158279e-01,-6.223833e-01
111180,5.559e-07,5.777292e-01,1.796600e-02,-8.193658e-01
111200,5.56e-07,5.779957e-01,1.685671e-01,-5.875657e-01
111220,5.561e-07,5.824345e-01,-7.503969e-02,-8.691188e-01
111240,5.562e-07,5.821044e-01,-2.914383e-02,-6.445028e-01
111260,5.563e-07,5.868294e-01,1.099827e-01,-1.002247e+00
111280,5.564e-07,5.816888e-01,4.270145e-01,-8.137553e-01
111300,5.565e-07,5.793681e-01,2.078416e-01,-5.624163e-01
111320,5.566e-07,5.881267e-01,-6.741097e-02,-7.104151e-01
111340,5.567e-07,5.746880e-01,1.737169e-01,-6.704091e-01
111360,5.568e-07,5.814080e-01,3.762270e-01,-8.887332e-01
111380,5.569e-07,5.836426e-01,2.370224e-01,-7.039269e-01
111400,5.57e-07,5.803260e-01,2.283530e-01,-6.879928e-01
111420,5.571e-07,5.804919e-01,1.668798e-02,-5.464855e-01
111440,5.572e-07,5.877181e-01,1.764186e-01,-4.937276e-01
111460,5.573e-07,5.830972e-01,-3.649323e-02,-5.909517e-01
111480,5.574e-07,5.783192e-01,1.858183e-01,-7.205566e-01
111500,5.575e-07,5.865874e-01,-1.495285e-02,-6.526095e-01
111520,5.576e-07,5.819344e-01,1.516012e-01,-8.048105e-01
111540,5.577e-07,5.840454e-01,1.205885e-02,-9.864412e-01
111560,5.578e-07,5.820601e-01,-4.353139e-02,-6.603720e-01
111580,5.579e-07,5.821729e-01,-2.180882e-01,-8.031133e-01
111600,5.58e-07,5.821838e-01,-1.421835e-01,-7.728344e-01
111620,5.581e-07,5.812843e-01,-1.385082e-02,-9.164149e-01
111640,5.582e-07,5.892637e-01,7.758442e-02,-7.449914e-01
111660,5.583e-07,5.796095e-01,2.447328e-01,-6.620928e-01
111680,5.584e-07,5.824444e-01,2.846075e-02,-6.863011e-01
111700,5.585e-07,5.856192e-01,5.889163e-02,-8.012007e-01
111720,5.586e-07,5.878739e-01,2.010271e-01,-6.042358e-01
111740,5.587e-07,5.872479e-01,-1.524932e-01,-5.501541e-01
111760,5.588e-07,5.887846e-01,1.118056e-01,-6.044474e-01
111780,5.589e-07,5.820151e-01,5.932190e-02,-6.025652e-01
111800,5.59e-07,5.799025e-01,6.222072e-02,-6.530816e-01
111820,5.591e-07,5.811451e-01,4.230530e-02,-6.917041e-01
111840,5.592e-07,5.927633e-01,3.811422e-03,-5.681305e-01
111860,5.593e-07,5.932135e-01,5.977721e-03,-4.821557e-01
111880,5.594e-07,5.869464e-01,1.458734e-01,-8.613222e-01
111900,5.595e-07,5.876511e-01,1.349264e-01,-7.240617e-01
111920,5.596e-07,5.841098e-01,1.934435e-01,-5.417423e-01
111940,5.597e-07,5.829722e-01,-1.871667e-03,-4.411168e-01
111960,5.598e-07,5.861685e-01,1.676057e-02,-7.268746e-01
111980,5.599e-07,5.857178e-01,-6.388661e-03,-6.859789e-01
112000,5.6e-07,5.867104e-01,7.740079e-03,-8.741301e-01
112020,5.601e-07,5.854679e-01,-7.290657e-03,-8.911700e-01
112040,5.602e-07,5.882207e-01,1.807044e-01,-7.070985e-01
112060,5.603e-07,5.859658e-01,-1.308513e-01,-9.432196e-01
112080,5.604e-07,5.811725e-01,1.719705e-01,-5.494895e-01
112100,5.605e-07,5.843022e-01,4.766985e-02,-6.938456e-01
112120,5.606e-07,5.886835e-01,2.798275e-02,-4.789653e-01
112140,5.607e-07,5.907997e-01,8.102632e-03,-5.789092e-01
112160,5.608e-07,5.904003e-01,3.086194e-01,-8.019370e-01
112180,5.609e-07,5.871138e-01,1.772873e-02,-5.596227e-01
112200,5.61e-07,5.854759e-01,3.767313e-01,-8.645419e-01
112220,5.611e-07,5.831540e-01,1.317279e-01,-8.969245e-01
112240,5.612e-07,5.938822e-01,9.625561e-02,-6.742133e-01
112260,5.613e-07,5.851949e-01,8.338045e-02,-7.400107e-01
112280,5.614e-07,5.820762e-01,3.785433e-01,-7.700322e-01
112300,5.615e-07,5.920654e-01,2.132930e-01,-5.543665e-01
112320,5.616e-07,5.893961e-01,1.800252e-01,-8.009191e-01
112340,5.617e-07,5.855739e-01,2.925828e-01,-6.337339e-01
112360,5.618e-07,5.895658e-01,6.500765e-02,-4.224199e-01
112380,5.619e-07,5.927907e-01,1.864955e-01,-7.097965e-01
112400,5.62e-07,5.907069e-01,2.696349e-01,-7.939537e-01
112420,5.621e-07,5.914452e-01,1.467973e-01,-6.527412e-01
112440,5.622e-07,5.953318e-01,3.906340e-01,-9.269286e-01
112460,5.623e-07,5.854001e-01,3.958479e-01,-5.892947e-01
112480,5.624e-07,5.899590e-01,2.646576e-01,-5.905465e-01
112500,5.625e-07,5.861763e-01,2.753581e-01,-5.337898e-01
112520,5.626e-07,5.813466e-01,1.268444e-01,-6.838927e-01
112540,5.627e-07,5.924721e-01,2.889609e-01,-8.209311e-01
112560,5.628e-07,5.929745e-01,3.782821e-01,-6.457395e-01
112580,5.629e-07,5.900730e-01,2.169909e-01,-8.268864e-01
112600,5.63e-07,5.830714e-01,2.199718e-02,-6.619884e-01
112620,5.631e-07,5.960599e-01,1.970691e-01,-6.188833e-01
112640,5.632e-07,5.932630e-01,2.149650e-01,-6.690402e-01
112660,5.633e-07,5.809917e-01,3.241702e-01,-5.992398e-01
112680,5.634e-07,5.968444e-01,5.177703e-01,-6.510360e-01
112700,5.635e-07,5.960003e-01,2.272459e-01,-4.798725e-01
112720,5.636e-07,5.840676e-01,3.071858e-01,-6.784350e-01
112740,5.637e-07,5.882418e-01,3.124669e-01,-7.402822e-01
112760,5.638e-07,5.932975e-01,2.084888e-01,-6.565235e-01
112780,5.639e-07,5.871581e-01,1.556426e-01,-6.937581e-01
112800,5.64e-07,5.845910e-01,4.202379e-01,-6.205676e-01
112820,5.641e-07,5.915391e-01,4.880633e-01,-5.945212e-01
112840,5.642e-07,5.900285e-01,1.879271e-01,-5.254899e-01
112860,5.643e-07,5.916440e-01,2.103776e-01,-5.270333e-01
112880,5.644e-07,5.940130e-01,2.406575e-01,-6.216239e-01
112900,5.645e-07,5.953191e-01,2.972148e-01,-6.474282e-01
112920,5.646e-07,5.895292e-01,5.298545e-01,-5.569513e-01
112940,5.647e-07,5.847393e-01,3.158625e-01,-4.689329e-01
112960,5.648e-07,5.910879e-01,8.168878e-01,-4.758039e-01
112980,5.649e-07,5.973214e-01,4.285463e-01,-4.142905e-01
113000,5.65e-07,5.932151e-01,4.046685e-01,-5.615217e-01
113020,5.651e-07,5.933026e-01,1.997056e-01,-6.329066e-01
113040,5.652e-07,5.874971e-01,4.077785e-01,-4.478366e-01
113060,5.653e-07,5.881661e-01,3.804080e-01,-6.034467e-01
113080,5.654e-07,5.968543e-01,9.309331e-02,-3.352181e-01
113100,5.655e-07,5.948954e-01,3.895092e-01,-7.331707e-01
113120,5.656e-07,5.886800e-01,4.657021e-01,-4.855624e-01
113140,5.657e-07,5.911946e-01,4.044496e-01,-5.567240e-01
113160,5.658e-07,5.890508e-01,1.249990e-01,-3.773803e-01
113180,5.659e-07,5.960461e-01,1.450972e-01,-5.987356e-01
113200,5.66e-07,5.985773e-01,3.684740e-01,-6.901258e-01
113220,5.661e-07,5.945133e-01,3.151423e-01,-4.638443e-01
113240,5.662e-07,5.955752e-01,4.293091e-01,-6.470215e-01
113260,5.663e-07,5.969254e-01,4.776320e-01,-4.680261e-01
113280,5.664e-07,5.874406e-01,4.919143e-01,-2.406303e-01
113300,5.665e-07,5.981076e-01,2.798953e-01,-6.276668e-01
113320,5.666e-07,6.012955e-01,5.649579e-01,-5.251247e-01
113340,5.667e-07,5.918887e-01,3.108185e-01,-2.846787e-01
113360,5.668e-07,5.908246e-01,5.255757e-01,-5.680555e-01
113380,5.669e-07,5.927914e-01,4.120724e-01,-5.180793e-01
113400,5.67e-07,5.939999e-01,4.736914e-01,-4.879601e-01
113420,5.671e-07,5.911480e-01,4.257428e-01,-4.272596e-01
113440,5.672e-07,5.899201e-01,2.799890e-01,-5.166505e-01
113460,5.673e-07,5.959798e-01,4.329335e-01,-5.219752e-01
113480,5.674e-07,6.001263e-01,2.493758e-01,-2.653486e-01
113500,5.675e-07,5.988413e-01,3.996301e-01,-4.986899e-01
113520,5.676e-07,5.982173e-01,3.005136e-01,-3.267570e-01
113540,5.677e-07,5.977886e-01,2.038567e-01,-4.784470e-01
113560,5.678e-07,5.917178e-01,3.207624e-01,-4.861363e-01
113580,5.679e-07,6.025383e-01,3.412847e-02,-2.524423e-01
113600,5.68e-07,5.926707e-01,5.598011e-01,-2.668368e-01
113620,5.681e-07,5.913511e-01,3.962418e-01,-4.577821e-01
113640,5.682e-07,5.957437e-01,1.780733e-01,-4.536819e-01
113660,5.683e-07,5.990040e-01,4.781520e-01,-5.948933e-01
113680,5.684e-07,5.939355e-01,2.401842e-01,-3.353547e-01
113700,5.685e-07,5.957305e-01,4.593993e-01,-3.060354e-01
113720,5.686e-07,5.999378e-01,5.938240e-01,-1.595622e-01
113740,5.687e-07,5.913803e-01,3.598441e-01,-3.539204e-01
113760,5.688e-07,5.971810e-01,3.755651e-01,-2.586065e-01
113780,5.689e-07,5.981011e-01,2.380759e-01,-2.576962e-01
113800,5.69e-07,6.037335e-01,3.728788e-01,-3.975434e-01
113820,5.691e-07,5.927051e-01,2.236868e-01,-4.601586e-01
113840,5.692e-07,5.926512e-01,2.834395e-01,-2.888250e-01
113860,5.693e-07,5.953166e-01,5.160147e-01,-1.843567e-01
113880,5.694e-07,6.015322e-01,5.416610e-01,-4.692788e-01
113900,5.695e-07,5.894034e-01,4.587967e-01,-1.123702e-01
113920,5.696e-07,5.975772e-01,3.596481e-01,-4.126106e-01
113940,5.697e-07,5.971806e-01,6.027805e-01,-1.921397e-01
113960,5.698e-07,5.983934e-01,5.216936e-01,-3.365763e-01
113980,5.699e-07,5.940334e-01,4.038218e-01,-5.308358e-02
114000,5.7e-07,5.920240e-01,4.134168e-01,-3.157576e-01
114020,5.701e-07,5.953282e-01,5.414189e-01,-8.643768e-03
114040,5.702e-07,6.003702e-01,5.892705e-01,-1.638916e-01
114060,5.703e-07,6.021510e-01,4.529626e-01,-4.784552e-01
114080,5.704e-07,5.977167e-01,6.172940e-01,-9.311354e-02
114100,5.705e-07,5.965207e-01,4.346532e-01,-1.923287e-01
114120,5.706e-07,5.991256e-01,4.570237e-01,-1.773532e-01
114140,5.707e-07,5.995013e-01,5.123489e-01,2.328266e-02
114160,5.708e-07,5.987908e-01,5.933526e-01,-3.222256e-01
114180,5.709e-07,6.038869e-01,3.916191e-01,-1.416164e-01
114200,5.71e-07,5.926727e-01,2.357229e-01,-2.721327e-01
114220,5.711e-07,5.943168e-01,5.426161e-01,-2.165029e-01
114240,5.712e-07,6.056147e-01,4.536498e-01,-2.087669e-01
114260,5.713e-07,5.956489e-01,2.753676e-01,-2.825962e-01
114280,5.714e-07,6.008182e-01,5.379392e-01,-1.736563e-01
114300,5.715e-07,6.057520e-01,7.201197e-01,-2.010315e-01
114320,5.716e-07,5.946262e-01,6.354089e-01,-8.326375e-02
114340,5.717e-07,5.965663e-01,4.273303e-01,-2.151827e-01
114360,5.718e-07,6.034288e-01,4.805085e-01,-1.659862e-01
114380,5.719e-07,5.998715e-01,3.638856e-01,-1.576494e-01
114400,5.72e-07,6.035325e-01,4.330708e-01,-1.515702e-01
114420,5.721e-07,5.990201e-01,4.468475e-01,-3.860364e-02
114440,5.722e-07,5.989946e-01,5.205992e-01,-1.712226e-01
114460,5.723e-07,5.965936e-01,6.473673e-01,-1.047592e-02
114480,5.724e-07,6.027425e-01,7.137574e-01,-1.323888e-01
114500,5.725e-07,6.004417e-01,7.179645e-01,2.011742e-02
114520,5.726e-07,5.994355e-01,5.136402e-01,-1.751335e-01
114540,5.727e-07,5.955648e-01,5.371680e-01,-9.422953e-02
114560,5.728e-07,5.910650e-01,4.396906e-01,-1.519348e-01
114580,5.729e-07,5.941038e-01,5.556026e-01,-1.764166e-01
114600,5.73e-07,6.070037e-01,6.007572e-01,-2.672670e-01
114620,5.731e-07,6.016948e-01,6.854581e-01,-2.463851e-01
114640,5.732e-07,6.010380e-01,6.993953e-01,2.269918e-02
114660,5.733e-07,5.949916e-01,5.210211e-01,4.990374e-02
114680,5.734e-07,5.985121e-01,8.062759e-01,-7.053606e-02
114700,5.735e-07,6.033435e-01,4.925779e-01,-2.692728e-02
114720,5.736e-07,6.000472e-01,6.408241e-01,1.839107e-02
114740,5.737e-07,6.015583e-01,6.660402e-01,5.876514e-02
114760,5.738e-07,5.989954e-01,2.568789e-01,-2.380141e-03
114780,5.739e-07,5.940694e-01,7.313900e-01,2.926234e-01
114800,5.74e-07,5.983381e-01,8.539730e-01,4.864943e-02
114820,5.741e-07,6.000644e-01,6.441367e-01,-1.336848e-02
114840,5.742e-07,6.060989e-01,6.047288e-01,-3.345353e-02
114860,5.743e-07,6.060550e-01,8.775253e-01,-3.949395e-02
114880,5.744e-07,6.019905e-01,5.451996e-01,1.928270e-01
114900,5.745e-07,6.017428e-01,9.021505e-01,-3.026498e-02
114920,5.746e-07,5.944620e-01,7.328979e-01,9.276978e-02
114940,5.747e-07,5.993497e-01,7.036681e-01,-7.351509e-02
114960,5.748e-07,6.097154e-01,6.376723e-01,4.635547e-02
114980,5.749e-07,6.084072e-01,6.472502e-01,8.796320e-02
115000,5.75e-07,5.947135e-01,5.291598e-01,7.046026e-02
115020,5.751e-07,5.994903e-01,6.438118e-01,1.266810e-01
115040,5.752e-07,5.994956e-01,8.196809e-01,1.903129e-01
115060,5.753e-07,6.077628e-01,8.835750e-01,2.094243e-01
115080,5.754e-07,5.960086e-01,8.030961e-01,2.015289e-01
115100,5.755e-07,6.040320e-01,4.246289e-01,1.376290e-01
115120,5.756e-07,6.033343e-01,7.395676e-01,1.670012e-01
115140,5.757e-07,5.977334e-01,9.912719e-01,4.389172e-02
115160,5.758e-07,5.928776e-01,7.302273e-01,-2.424072e-02
115180,5.759e-07,6.020971e-01,8.483752e-01,2.657381e-01
115200,5.76e-07,6.012424e-01,7.423254e-01,-1.875173e-02
115220,5.761e-07,6.050777e-01,7.508033e-01,1.125761e-01
115240,5.762e-07,6.017901e-01,7.735577e-01,1.243338e-01
115260,5.763e-07,6.012951e-01,6.886503e-01,2.875096e-01
115280,5.764e-07,6.007468e-01,8.440434e-01,2.442778e-01
115300,5.765e-07,6.041889e-01,6.984718e-01,-1.030739e-01
115320,5.766e-07,6.051141e-01,6.270462e-01,2.678483e-01
115340,5.767e-07,6.028259e-01,7.580333e-01,1.497469e-01
115360,5.768e-07,5.975677e-01,7.367740e-01,3.729562e-02
115380,5.769e-07,5.987597e-01,9.026369e-01,2.942116e-01
115400,5.77e-07,6.054975e-01,7.330860e-01,9.493775e-02
115420,5.771e-07,6.048921e-01,6.929896e-01,2.000513e-01
115440,5.772e-07,6.113001e-01,6.277081e-01,2.360157e-01
115460,5.773e-07,6.083415e-01,8.330727e-01,1.576821e-01
115480,5.774e-07,5.954232e-01,7.520030e-01,3.427282e-01
115500,5.775e-07,5.993522e-01,9.296667e-01,7.167894e-02
115520,5.776e-07,6.079000e-01,7.298300e-01,1.487388e-01
115540,5.777e-07,5.970443e-01,9.414479e-01,3.901251e-01
115560,5.778e-07,6.034362e-01,4.394947e-01,4.751477e-01
115580,5.779e-07,5.986177e-01,5.699820e-01,3.965949e-01
115600,5.78e-07,5.991362e-01,7.364150e-01,4.370300e-01
115620,5.781e-07,6.039925e-01,8.575757e-01,1.849048e-01
115640,5.782e-07,6.024314e-01,9.780744e-01,3.372986e-01
115660,5.783e-07,5.942291e-01,6.973068e-01,1.825205e-01
115680,5.784e-07,6.059085e-01,9.857478e-01,2.430863e-01
115700,5.785e-07,6.117757e-01,8.215582e-01,2.527927e-01
115720,5.786e-07,5.965246e-01,8.012460e-01,3.701839e-01
115740,5.787e-07,6.046906e-01,1.033511e+00,2.479700e-01
115760,5.788e-07,6.052526e-01,6.410268e-01,2.867264e-01
115780,5.789e-07,6.013208e-01,6.422229e-01,2.383400e-01
115800,5.79e-07,6.093144e-01,9.609011e-01,3.191305e-01
115820,5.791e-07,6.037240e-01,4.477675e-01,4.627583e-01
115840,5.792e-07,6.052511e-01,7.805880e-01,3.151625e-01
115860,5.793e-07,6.070601e-01,6.823825e-01,4.176224e-01
115880,5.794e-07,6.060809e-01,7.371883e-01,1.409691e-01
115900,5.795e-07,5.980692e-01,5.663297e-01,6.160504e-01
115920,5.796e-07,6.008268e-01,7.930007e-01,2.535681e-01
115940,5.797e-07,6.082014e-01,9.427430e-01,4.881214e-01
115960,5.798e-07,5.988407e-01,7.611755e-01,3.299307e-01
115980,5.799e-07,6.016600e-01,8.437090e-01,5.137029e-01
116000,5.8e-07,6.000901e-01,8.333507e-01,4.439472e-01
116020,5.801e-07,5.997969e-01,7.241754e-01,2.224890e-01
116040,5.802e-07,6.033247e-01,1.064884e+00,4.440374e-01
116060,5.803e-07,6.028077e-01,8.417994e-01,5.121206e-01
116080,5.804e-07,6.034229e-01,8.073747e-01,4.507870e-01
116100,5.805e-07,6.074934e-01,5.443719e-01,5.903481e-01
116120,5.806e-07,5.993412e-01,8.152762e-01,3.901433e-01
116140,5.807e-07,6.097760e-01,7.416945e-01,5.256326e-01
116160,5.808e-07,6.113630e-01,5.980279e-01,3.814661e-01
116180,5.809e-07,5.957875e-01,6.699457e-01,4.378294e-01
116200,5.81e-07,6.094478e-01,6.767502e-01,2.589869e-01
116220,5.811e-07,6.069461e-01,6.535264e-01,5.278906e-01
116240,5.812e-07,6.001774e-01,6.369740e-01,6.059850e-01
116260,5.813e-07,6.036511e-01,7.060217e-01,4.941905e-01
116280,5.814e-07,6.066901e-01,6.952266e-01,5.264613e-01
116300,5.815e-07,6.021271e-01,6.692623e-01,3.504848e-01
116320,5.816e-07,6.107243e-01,6.967669e-01,7.009568e-01
116340,5.817e-07,6.061579e-01,6.643120e-01,6.016917e-01
116360,5.818e-07,6.028509e-01,9.007781e-01,5.007284e-01
116380,5.819e-07,6.003265e-01,6.594422e-01,8.716058e-01
116400,5.82e-07,6.074740e-01,6.191663e-01,6.366896e-01
116420,5.821e-07,6.011252e-01,8.577629e-01,6.235910e-01
116440,5.822e-07,6.011623e-01,6.573748e-01,6.013733e-01
116460,5.823e-07,5.986309e-01,6.279972e-01,5.566196e-01
116480,5.824e-07,6.011009e-01,6.674858e-01,5.511183e-01
116500,5.825e-07,6.059154e-01,4.820187e-01,4.257156e-01
116520,5.826e-07,6.030179e-01,7.760136e-01,3.598836e-01
116540,5.827e-07,6.028488e-01,5.220124e-01,4.620998e-01
116560,5.828e-07,6.081823e-01,6.472788e-01,7.546972e-01
116580,5.829e-07,6.088859e-01,6.722259e-01,5.548488e-01
116600,5.83e-07,6.072785e-01,8.294687e-01,5.427808e-01
116620,5.831e-07,6.071846e-01,7.538896e-01,5.208830e-01
116640,5.832e-07,6.079094e-01,5.889950e-01,4.583202e-01
116660,5.833e-07,6.036733e-01,4.930750e-01,6.568468e-01
116680,5.834e-07,6.081898e-01,7.023790e-01,4.962659e-01
116700,5.835e-07,6.074701e-01,8.169249e-01,4.761611e-01
116720,5.836e-07,6.048235e-01,6.651660e-01,6.862335e-01
116740,5.837e-07,6.037627e-01,8.418989e-01,7.226899e-01
116760,5.838e-07,6.070490e-01,9.224346e-01,5.101578e-01
116780,5.839e-07,5.993491e-01,5.990266e-01,3.916135e-01
116800,5.84e-07,5.969647e-01,6.874917e-01,5.937634e-01
116820,5.841e-07,6.114517e-01,5.593386e-01,7.099463e-01
116840,5.842e-07,6.084747e-01,5.826831e-01,5.430257e-01
116860,5.843e-07,6.095729e-01,5.923181e-01,5.234106e-01
116880,5.844e-07,6.061742e-01,5.849831e-01,6.308719e-01
116900,5.845e-07,6.040882e-01,8.732027e-01,6.324307e-01
116920,5.846e-07,6.032441e-01,6.236829e-01,6.992905e-01
116940,5.847e-07,6.065972e-01,6.903787e-01,8.472847e-01
116960,5.848e-07,6.087437e-01,8.783115e-01,6.633224e-01
116980,5.849e-07,6.067018e-01,7.619392e-01,6.632406e-01
117000,5.85e-07,6.058776e-01,8.916710e-01,5.084552e-01
117020,5.851e-07,6.036848e-01,6.485865e-01,6.030925e-01
117040,5.852e-07,6.021336e-01,8.296229e-01,6.654871e-01
117060,5.853e-07,6.106491e-01,6.099378e-01,6.489645e-01
117080,5.854e-07,6.002039e-01,6.436691e-01,6.053724e-01
117100,5.855e-07,6.033590e-01,8.036771e-01,5.426600e-01
117120,5.856e-07,6.025629e-01,6.394137e-01,6.692011e-01
117140,5.857e-07,6.030582e-01,7.526571e-01,8.606185e-01
117160,5.858e-07,6.059330e-01,1.000417e+00,7.088534e-01
117180,5.859e-07,6.073740e-01,6.578974e-01,6.133054e-01
117200,5.86e-07,6.025999e-01,7.199455e-01,6.171390e-01
117220,5.861e-07,6.036221e-01,8.348318e-01,6.512182e-01
117240,5.862e-07,6.086699e-01,7.293959e-01,5.624239e-01
117260,5.863e-07,6.041371e-01,1.002424e+00,4.674946e-01
117280,5.864e-07,6.104371e-01,5.892439e-01,6.581216e-01
117300,5.865e-07,6.062298e-01,8.437939e-01,8.170058e-01
117320,5.866e-07,6.032906e-01,9.056488e-01,6.633133e-01
117340,5.867e-07,6.059720e-01,8.660372e-01,8.326648e-01
117360,5.868e-07,6.020395e-01,8.874622e-01,7.245640e-01
117380,5.869e-07,6.063163e-01,6.722049e-01,7.358722e-01
117400,5.87e-07,6.083200e-01,9.126788e-01,6.899796e-01
117420,5.871e-07,6.055967e-01,8.611038e-01,6.364095e-01
117440,5.872e-07,5.984867e-01,7.943860e-01,4.797867e-01
117460,5.873e-07,6.077916e-01,8.207155e-01,6.994267e-01
117480,5.874e-07,6.093787e-01,6.689098e-01,5.644343e-01
117500,5.875e-07,6.022639e-01,1.031408e+00,5.910128e-01
117520,5.876e-07,6.071959e-01,9.724612e-01,6.627480e-01
117540,5.877e-07,6.117015e-01,7.827147e-01,7.815869e-01
117560,5.878e-07,6.060313e-01,9.429280e-01,7.056305e-01
117580,5.879e-07,6.088492e-01,7.422834e-01,7.728392e-01
117600,5.88e-07,6.097482e-01,7.675187e-01,1.018692e+00
117620,5.881e-07,5.996237e-01,9.789307e-01,6.867077e-01
117640,5.882e-07,6.109190e-01,7.105994e-01,7.145730e-01
117660,5.883e-07,6.027423e-01,9.883068e-01,7.921392e-01
117680,5.884e-07,6.031914e-01,8.761976e-01,9.067923e-01
117700,5.885e-07,6.078232e-01,1.094800e+00,7.041657e-01
117720,5.886e-07,5.996400e-01,8.611059e-01,7.913359e-01
117740,5.887e-07,6.047381e-01,1.038499e+00,5.648313e-01
117760,5.888e-07,6.008863e-01,1.103123e+00,5.979283e-01
117780,5.889e-07,6.036399e-01,9.314325e-01,9.280783e-01
117800,5.89e-07,6.080267e-01,1.039104e+00,7.676485e-01
117820,5.891e-07,6.086920e-01,7.935554e-01,8.883898e-01
117840,5.892e-07,6.047912e-01,9.787291e-01,7.456006e-01
117860,5.893e-07,6.054778e-01,9.096178e-01,7.708150e-01
117880,5.894e-07,6.067345e-01,9.603521e-01,7.294072e-01
117900,5.895e-07,6.014571e-01,9.845697e-01,7.239998e-01
117920,5.896e-07,6.057209e-01,7.632746e-01,6.253033e-01
117940,5.897e-07,6.086729e-01,9.308383e-01,9.036142e-01
117960,5.898e-07,6.053190e-01,1.286845e+00,7.153086e-01
117980,5.899e-07,6.067587e-01,8.018604e-01,7.657433e-01
118000,5.9e-07,6.053748e-01,1.028024e+00,6.725262e-01
118020,5.901e-07,6.109406e-01,9.956126e-01,6.306782e-01
118040,5.902e-07,6.093789e-01,9.337063e-01,8.238254e-01
118060,5.903e-07,6.057951e-01,9.327652e-01,7.150947e-01
118080,5.904e-07,6.061796e-01,8.968046e-01,7.970429e-01
118100,5.905e-07,6.046297e-01,1.089653e+00,7.983184e-01
118120,5.906e-07,6.068155e-01,8.701088e-01,7.591739e-01
118140,5.907e-07,6.128339e-01,1.036470e+00,6.798286e-01
118160,5.908e-07,6.134775e-01,8.760146e-01,6.830373e-01
118180,5.909e-07,6.072348e-01,1.093121e+00,8.314803e-01
118200,5.91e-07,6.035423e-01,7.737393e-01,7.359700e-01
118220,5.911e-07,6.039822e-01,9.730885e-01,7.884570e-01
118240,5.912e-07,6.013358e-01,9.639335e-01,8.208759e-01
118260,5.913e-07,6.086146e-01,9.614167e-01,8.473823e-01
118280,5.914e-07,6.116547e-01,9.552131e-01,8.671895e-01
