cycle,time,phi,Ex,Ey
20,1e-10,4.964744e-01,3.401489e-01,-7.012663e-02
40,2e-10,5.117991e-01,4.154553e-01,-1.203681e-01
60,3e-10,5.257939e-01,4.318038e-01,-7.057579e-02
80,4e-10,5.211540e-01,3.663646e-01,-7.974051e-03
100,5e-10,4.981244e-01,4.657994e-01,4.371629e-02
120,6e-10,4.737554e-01,4.602330e-01,-4.902261e-02
140,7e-10,4.685434e-01,4.305988e-01,4.874731e-03
160,8e-10,4.818773e-01,4.518319e-01,2.846414e-02
180,9e-10,4.875800e-01,4.644215e-01,9.464853e-03
200,1e-09,4.652281e-01,5.331491e-01,-5.677076e-02
220,1.1e-09,4.272600e-01,6.691552e-01,4.824130e-02
240,1.2e-09,4.113409e-01,6.135752e-01,3.712018e-02
260,1.3e-09,4.218190e-01,6.486260e-01,3.098235e-02
280,1.4e-09,4.335030e-01,7.399211e-01,1.297019e-01
300,1.5e-09,4.106549e-01,7.287983e-01,8.801638e-02
320,1.6e-09,3.698263e-01,9.105043e-01,2.198073e-02
340,1.7e-09,3.498593e-01,8.800847e-01,6.369214e-02
360,1.8e-09,3.640100e-01,7.049909e-01,7.385005e-02
380,1.9e-09,3.795009e-01,8.481675e-01,8.364975e-02
400,2e-09,3.628525e-01,9.399899e-01,9.574284e-02
420,2.1e-09,3.225515e-01,9.432795e-01,5.899359e-02
440,2.2e-09,3.046309e-01,1.033392e+00,2.644136e-01
460,2.3e-09,3.276571e-01,8.581825e-01,8.925395e-02
480,2.4e-09,3.524551e-01,8.900908e-01,5.633482e-02
500,2.5e-09,3.393698e-01,9.955236e-01,1.083343e-01
520,2.6e-09,3.083468e-01,1.105237e+00,1.134403e-01
540,2.7e-09,3.057080e-01,9.728378e-01,1.160107e-01
560,2.8e-09,3.416938e-01,9.880243e-01,5.287529e-02
580,2.9e-09,3.784622e-01,9.416319e-01,1.096555e-01
600,3e-09,3.816758e-01,1.071322e+00,9.153277e-02
620,3.1e-09,3.812793e-01,1.018904e+00,2.977154e-03
640,3.2e-09,4.171579e-01,1.018247e+00,1.395174e-01
660,3.3e-09,4.969066e-01,1.086318e+00,-1.305852e-01
680,3.4e-09,5.836905e-01,9.971260e-01,-1.274774e-02
700,3.5e-09,6.474844e-01,1.034892e+00,2.989029e-02
720,3.6e-09,7.155036e-01,1.049506e+00,9.433857e-02
740,3.7e-09,8.114790e-01,1.093113e+00,3.079407e-03
760,3.8e-09,9.254053e-01,1.023074e+00,1.659141e-02
780,3.9e-09,1.019375e+00,1.041089e+00,-8.156713e-02
800,4e-09,1.067000e+00,1.213663e+00,6.870686e-02
820,4.1e-09,1.078681e+00,1.232344e+00,8.943239e-02
840,4.2e-09,1.080258e+00,1.177882e+00,-1.573961e-03
860,4.3e-09,1.066557e+00,1.028229e+00,1.221789e-01
880,4.4e-09,1.015447e+00,1.115451e+00,8.284618e-02
900,4.5e-09,9.238098e-01,1.069948e+00,3.577844e-02
920,4.6e-09,8.126757e-01,1.081107e+00,-4.920004e-03
940,4.7e-09,7.118459e-01,1.002512e+00,3.942756e-02
960,4.8e-09,6.442603e-01,7.901011e-01,2.902046e-03
980,4.9e-09,5.780642e-01,8.574845e-01,4.998533e-02
1000,5e-09,4.935542e-01,9.762456e-01,3.268070e-02
1020,5.1e-09,4.137321e-01,1.051344e+00,1.101657e-01
1040,5.2e-09,3.790835e-01,9.203727e-01,1.773892e-01
1060,5.3e-09,3.862188e-01,7.517052e-01,9.700099e-02
1080,5.4e-09,3.793153e-01,9.158151e-01,1.159835e-01
1100,5.5e-09,3.475794e-01,1.104005e+00,1.538552e-01
1120,5.6e-09,3.159263e-01,1.072440e+00,1.486418e-01
1140,5.7e-09,3.247864e-01,9.485739e-01,1.229638e-01
1160,5.8e-09,3.626976e-01,9.274397e-01,7.324971e-02
1180,5.9e-09,3.829016e-01,1.029795e+00,1.038127e-01
1200,6e-09,3.743582e-01,8.967090e-01,7.156139e-02
1220,6.1e-09,3.719128e-01,1.014632e+00,2.159351e-02
1240,6.2e-09,4.111485e-01,9.715363e-01,1.848488e-02
1260,6.3e-09,4.863038e-01,8.641500e-01,1.810899e-02
1280,6.4e-09,5.522977e-01,9.835000e-01,8.522218e-03
1300,6.5e-09,6.056364e-01,1.079327e+00,-5.968499e-02
1320,6.6e-09,6.672987e-01,9.745120e-01,9.983118e-03
1340,6.7e-09,7.642986e-01,1.067919e+00,-1.900001e-02
1360,6.8e-09,8.769317e-01,1.117106e+00,2.618381e-01
1380,6.9e-09,9.653226e-01,1.259433e+00,3.137950e-03
1400,7e-09,1.016462e+00,1.196755e+00,9.203242e-02
1420,7.1e-09,1.042752e+00,1.083488e+00,1.508098e-01
1440,7.2e-09,1.061043e+00,1.136044e+00,3.788973e-02
1460,7.3e-09,1.061924e+00,9.992442e-01,1.263896e-01
1480,7.4e-09,1.019712e+00,1.089571e+00,1.383611e-01
1500,7.5e-09,9.326872e-01,9.873956e-01,5.453424e-02
1520,7.6e-09,8.346876e-01,8.883911e-01,-8.741367e-02
1540,7.7e-09,7.524306e-01,9.521914e-01,1.376352e-01
1560,7.8e-09,6.813171e-01,8.577892e-01,-1.816789e-02
1580,7.9e-09,6.029823e-01,9.116273e-01,-9.742757e-02
1600,8e-09,5.165217e-01,9.539997e-01,9.238875e-03
1620,8.1e-09,4.491177e-01,1.000381e+00,1.033236e-01
1640,8.2e-09,4.186863e-01,8.964929e-01,1.072451e-01
1660,8.3e-09,4.098359e-01,1.005978e+00,1.161964e-01
1680,8.4e-09,3.946321e-01,8.194605e-01,1.805277e-01
1700,8.5e-09,3.603200e-01,8.850398e-01,1.432542e-01
1720,8.6e-09,3.411007e-01,9.269947e-01,9.368372e-02
1740,8.7e-09,3.516064e-01,1.036234e+00,2.343519e-01
1760,8.8e-09,3.755926e-01,1.020143e+00,1.385365e-01
1780,8.9e-09,3.860398e-01,9.037004e-01,1.350632e-01
1800,9e-09,3.835796e-01,9.194187e-01,4.111456e-02
1820,9.1e-09,3.953758e-01,1.097607e+00,1.033449e-01
1840,9.2e-09,4.347056e-01,1.024559e+00,5.649997e-02
1860,9.3e-09,4.898803e-01,9.037328e-01,-5.750812e-02
1880,9.4e-09,5.492782e-01,9.481764e-01,5.344583e-02
1900,9.5e-09,6.091071e-01,1.043165e+00,9.118018e-02
1920,9.6e-09,6.829276e-01,9.212532e-01,2.557082e-03
1940,9.7e-09,7.723042e-01,1.127804e+00,1.062102e-01
1960,9.8e-09,8.704870e-01,1.068115e+00,1.642231e-01
1980,9.9e-09,9.560755e-01,1.200848e+00,2.457056e-02
2000,1e-08,1.015063e+00,1.109935e+00,1.743811e-01
2020,1.01e-08,1.044429e+00,1.030842e+00,1.757496e-01
2040,1.02e-08,1.057406e+00,1.113300e+00,1.024845e-01
2060,1.03e-08,1.050904e+00,1.017501e+00,-1.149823e-02
2080,1.04e-08,1.013024e+00,1.129603e+00,1.129079e-01
2100,1.05e-08,9.372622e-01,1.158236e+00,1.754813e-02
2120,1.06e-08,8.406782e-01,1.026438e+00,-9.468842e-02
2140,1.07e-08,7.479874e-01,8.511620e-01,-6.335054e-02
2160,1.08e-08,6.698492e-01,9.550004e-01,1.933822e-02
2180,1.09e-08,6.039425e-01,8.235122e-01,-2.417853e-02
2200,1.1e-08,5.300390e-01,9.505464e-01,1.187108e-01
2220,1.11e-08,4.577310e-01,7.942780e-01,2.040172e-02
2240,1.12e-08,4.129422e-01,9.369888e-01,1.715280e-01
2260,1.13e-08,4.057738e-01,8.708544e-01,2.192546e-01
2280,1.14e-08,4.063164e-01,6.839761e-01,3.761706e-02
2300,1.15e-08,3.851027e-01,9.560543e-01,1.414623e-01
2320,1.16e-08,3.567813e-01,9.466351e-01,5.101763e-02
2340,1.17e-08,3.538163e-01,9.577570e-01,8.251392e-02
2360,1.18e-08,3.759770e-01,9.562960e-01,1.046129e-01
2380,1.19e-08,4.023869e-01,8.262531e-01,8.495700e-02
2400,1.2e-08,4.070240e-01,7.310094e-01,6.137602e-02
2420,1.21e-08,4.026363e-01,8.466575e-01,1.092315e-01
2440,1.22e-08,4.299222e-01,9.023769e-01,5.881803e-02
2460,1.23e-08,4.932182e-01,9.187394e-01,6.698018e-02
2480,1.24e-08,5.648724e-01,9.051389e-01,2.084912e-02
2500,1.25e-08,6.268042e-01,9.594725e-01,1.693792e-01
2520,1.26e-08,6.850298e-01,8.382401e-01,1.122783e-01
2540,1.27e-08,7.686315e-01,9.501782e-01,1.267345e-01
2560,1.28e-08,8.688287e-01,9.545386e-01,1.417692e-01
2580,1.29e-08,9.549479e-01,9.367989e-01,1.176864e-01
2600,1.3e-08,1.005661e+00,1.145220e+00,5.623666e-02
2620,1.31e-08,1.024520e+00,1.123996e+00,9.950566e-02
2640,1.32e-08,1.028537e+00,9.953087e-01,-4.673319e-02
2660,1.33e-08,1.014210e+00,9.284298e-01,-8.138347e-02
2680,1.34e-08,9.793760e-01,6.755854e-01,-1.937499e-01
2700,1.35e-08,9.049534e-01,9.348519e-01,4.931566e-02
2720,1.36e-08,8.056369e-01,8.094580e-01,2.416554e-02
2740,1.37e-08,7.126486e-01,1.033619e+00,1.652665e-01
2760,1.38e-08,6.486018e-01,9.004881e-01,-3.970719e-03
2780,1.39e-08,5.864013e-01,8.323460e-01,1.308320e-01
2800,1.4e-08,5.154046e-01,8.149598e-01,4.249665e-02
2820,1.41e-08,4.472450e-01,8.905907e-01,1.055851e-01
2840,1.42e-08,4.081500e-01,8.167261e-01,1.059240e-01
2860,1.43e-08,4.023502e-01,8.021980e-01,1.644575e-01
2880,1.44e-08,4.060862e-01,8.564084e-01,5.269552e-02
2900,1.45e-08,3.936820e-01,8.222317e-01,1.583536e-01
2920,1.46e-08,3.639136e-01,8.646855e-01,1.094014e-01
2940,1.47e-08,3.562190e-01,8.511887e-01,-3.016772e-02
2960,1.48e-08,3.824201e-01,8.305308e-01,-1.178312e-01
2980,1.49e-08,4.115765e-01,7.717173e-01,1.715900e-01
3000,1.5e-08,4.188037e-01,7.546173e-01,2.413504e-02
3020,1.51e-08,4.167565e-01,1.012466e+00,7.527379e-02
3040,1.52e-08,4.423023e-01,7.872185e-01,1.216319e-01
3060,1.53e-08,5.004137e-01,8.103180e-01,3.711495e-02
3080,1.54e-08,5.731428e-01,8.830635e-01,1.841086e-01
3100,1.55e-08,6.431812e-01,9.470485e-01,-1.750921e-02
3120,1.56e-08,7.044590e-01,9.437521e-01,4.944892e-02
3140,1.57e-08,7.725148e-01,1.042261e+00,-2.925343e-02
3160,1.58e-08,8.611378e-01,9.648844e-01,2.161536e-03
3180,1.59e-08,9.458237e-01,8.335928e-01,1.053650e-01
3200,1.6e-08,9.947916e-01,1.176049e+00,-2.919575e-02
3220,1.61e-08,1.011116e+00,1.046466e+00,6.112572e-02
3240,1.62e-08,9.993969e-01,9.015065e-01,1.238144e-01
3260,1.63e-08,9.756719e-01,9.524843e-01,6.946751e-02
3280,1.64e-08,9.345283e-01,9.497184e-01,2.940668e-02
3300,1.65e-08,8.664877e-01,9.567908e-01,1.895118e-01
3320,1.66e-08,7.783731e-01,9.201684e-01,1.689356e-01
3340,1.67e-08,6.880608e-01,7.214698e-01,1.560714e-01
3360,1.68e-08,6.118405e-01,8.511730e-01,8.925293e-02
3380,1.69e-08,5.552156e-01,7.761068e-01,1.101309e-01
3400,1.7e-08,5.061080e-01,7.742707e-01,6.038485e-02
3420,1.71e-08,4.552917e-01,7.939976e-01,-1.664498e-02
3440,1.72e-08,4.100292e-01,7.785785e-01,1.146832e-01
3460,1.73e-08,3.860776e-01,8.638173e-01,1.167109e-02
3480,1.74e-08,3.919128e-01,8.071935e-01,9.067887e-03
3500,1.75e-08,4.042811e-01,5.729743e-01,2.951033e-02
3520,1.76e-08,3.994668e-01,7.342044e-01,-6.760793e-02
3540,1.77e-08,3.805838e-01,7.894852e-01,-1.828939e-02
3560,1.78e-08,3.708510e-01,9.707353e-01,8.212377e-03
3580,1.79e-08,3.996854e-01,8.255706e-01,-6.530441e-02
3600,1.8e-08,4.389891e-01,7.253190e-01,9.083772e-02
3620,1.81e-08,4.589525e-01,8.125176e-01,5.231569e-03
3640,1.82e-08,4.699899e-01,8.620470e-01,-3.953179e-02
3660,1.83e-08,5.028703e-01,8.529250e-01,-5.841781e-02
3680,1.84e-08,5.803189e-01,9.483676e-01,-3.855144e-02
3700,1.85e-08,6.776029e-01,7.906278e-01,2.071626e-03
3720,1.86e-08,7.501029e-01,8.825511e-01,-5.136363e-02
3740,1.87e-08,7.978318e-01,9.945126e-01,4.577027e-02
3760,1.88e-08,8.579260e-01,9.073706e-01,-3.640715e-02
3780,1.89e-08,9.385362e-01,8.604656e-01,-1.009888e-02
3800,1.9e-08,1.003182e+00,6.841361e-01,-5.344141e-02
3820,1.91e-08,1.004973e+00,8.964461e-01,-1.177183e-02
3840,1.92e-08,9.609354e-01,1.095348e+00,-3.904378e-02
3860,1.93e-08,9.171247e-01,9.086570e-01,1.105319e-02
3880,1.94e-08,8.903559e-01,7.239509e-01,5.630622e-02
3900,1.95e-08,8.402205e-01,8.728899e-01,3.024423e-02
3920,1.96e-08,7.404081e-01,8.747410e-01,-7.759018e-02
3940,1.97e-08,6.322616e-01,8.617991e-01,-7.050672e-02
3960,1.98e-08,5.654029e-01,6.552790e-01,-4.390720e-02
3980,1.99e-08,5.339928e-01,7.483163e-01,-5.236619e-02
4000,2e-08,4.962417e-01,8.188530e-01,2.803438e-02
4020,2.01e-08,4.395564e-01,7.456979e-01,4.995497e-02
4040,2.02e-08,4.007561e-01,6.358913e-01,5.266055e-02
4060,2.03e-08,3.969448e-01,5.477402e-01,1.133951e-01
4080,2.04e-08,4.099271e-01,7.076790e-01,-5.051928e-02
4100,2.05e-08,4.051235e-01,8.690727e-01,2.894486e-02
4120,2.06e-08,3.920467e-01,6.615027e-01,-2.535628e-02
4140,2.07e-08,3.911956e-01,6.450737e-01,-2.243846e-02
4160,2.08e-08,4.126241e-01,6.825163e-01,-3.932474e-02
4180,2.09e-08,4.305992e-01,6.725373e-01,3.112561e-02
4200,2.1e-08,4.380497e-01,7.812846e-01,-6.177522e-02
4220,2.11e-08,4.572811e-01,8.553551e-01,-6.819636e-02
4240,2.12e-08,5.075395e-01,6.748835e-01,-1.426846e-01
4260,2.13e-08,5.755647e-01,7.969702e-01,-1.654085e-01
4280,2.14e-08,6.365069e-01,8.332384e-01,-1.232320e-01
4300,2.15e-08,6.901067e-01,8.070074e-01,2.964493e-02
4320,2.16e-08,7.627630e-01,7.441988e-01,-1.033193e-01
4340,2.17e-08,8.528065e-01,9.566157e-01,-3.144372e-02
4360,2.18e-08,9.156675e-01,7.303286e-01,-8.676161e-02
4380,2.19e-08,9.486128e-01,8.490751e-01,-1.599858e-01
4400,2.2e-08,9.575946e-01,7.182559e-01,-8.782897e-02
4420,2.21e-08,9.622054e-01,6.250619e-01,-1.097163e-01
4440,2.22e-08,9.466091e-01,7.312580e-01,-4.772770e-02
4460,2.23e-08,8.946438e-01,7.505105e-01,-1.245735e-01
4480,2.24e-08,8.151245e-01,7.640954e-01,-8.129488e-02
4500,2.25e-08,7.355021e-01,7.212505e-01,5.260995e-02
4520,2.26e-08,6.721736e-01,4.884739e-01,-1.173486e-01
4540,2.27e-08,6.076944e-01,6.777097e-01,-7.129741e-02
4560,2.28e-08,5.345518e-01,7.366785e-01,-1.092661e-01
4580,2.29e-08,4.771191e-01,6.247055e-01,-1.856764e-01
4600,2.3e-08,4.499194e-01,6.445934e-01,-8.357215e-02
4620,2.31e-08,4.371094e-01,5.680379e-01,-9.265307e-02
4640,2.32e-08,4.202742e-01,7.274991e-01,-9.855501e-02
4660,2.33e-08,4.021593e-01,7.000965e-01,2.216539e-02
4680,2.34e-08,4.007766e-01,6.092821e-01,5.999937e-02
4700,2.35e-08,4.072308e-01,6.322110e-01,6.083198e-02
4720,2.36e-08,4.134006e-01,5.853083e-01,-2.470367e-01
4740,2.37e-08,4.123919e-01,8.845936e-01,2.636916e-02
4760,2.38e-08,4.183934e-01,7.257617e-01,-7.430484e-02
4780,2.39e-08,4.416633e-01,6.997032e-01,5.123377e-03
4800,2.4e-08,4.745778e-01,7.949213e-01,3.435121e-04
4820,2.41e-08,5.054091e-01,7.791800e-01,-6.542617e-03
4840,2.42e-08,5.457263e-01,8.196854e-01,-2.018121e-01
4860,2.43e-08,6.102558e-01,6.824843e-01,-8.633789e-02
4880,2.44e-08,6.908379e-01,7.402553e-01,-1.112056e-01
4900,2.45e-08,7.642932e-01,7.223036e-01,5.151560e-02
4920,2.46e-08,8.135868e-01,7.438810e-01,-7.708448e-03
4940,2.47e-08,8.628601e-01,8.028570e-01,-1.106350e-02
4960,2.48e-08,9.186285e-01,7.649718e-01,-1.367685e-02
4980,2.49e-08,9.576207e-01,6.522689e-01,-3.082375e-02
5000,2.5e-08,9.511440e-01,8.710183e-01,6.324547e-02
5020,2.51e-08,9.101693e-01,7.281322e-01,-1.092499e-01
5040,2.52e-08,8.591243e-01,7.300288e-01,-1.464543e-01
5060,2.53e-08,8.142813e-01,7.254609e-01,-1.178880e-01
5080,2.54e-08,7.520592e-01,7.607033e-01,-5.679446e-02
5100,2.55e-08,6.747230e-01,6.815029e-01,-8.794872e-02
5120,2.56e-08,5.922222e-01,6.416746e-01,-2.137432e-03
5140,2.57e-08,5.325551e-01,6.445991e-01,-1.822203e-01
5160,2.58e-08,4.939182e-01,7.190087e-01,-6.882465e-02
5180,2.59e-08,4.666300e-01,6.480819e-01,-7.918093e-02
5200,2.6e-08,4.393830e-01,4.978948e-01,-8.214581e-02
5220,2.61e-08,4.196936e-01,6.540866e-01,-1.383517e-01
5240,2.62e-08,4.128130e-01,7.961984e-01,-2.310321e-02
5260,2.63e-08,4.137830e-01,5.057514e-01,-8.260766e-02
5280,2.64e-08,4.177107e-01,5.635450e-01,-9.004229e-02
5300,2.65e-08,4.159869e-01,6.543239e-01,-2.811186e-02
5320,2.66e-08,4.248174e-01,7.376468e-01,-5.441387e-02
5340,2.67e-08,4.334939e-01,8.243656e-01,-7.187739e-03
5360,2.68e-08,4.481828e-01,6.228206e-01,-3.571873e-02
5380,2.69e-08,4.669495e-01,6.338661e-01,1.682025e-01
5400,2.7e-08,4.987904e-01,6.542594e-01,-1.604642e-01
5420,2.71e-08,5.504856e-01,8.304942e-01,-4.126050e-02
5440,2.72e-08,6.092109e-01,7.620541e-01,-7.649433e-03
5460,2.73e-08,6.696983e-01,7.868631e-01,8.875561e-02
5480,2.74e-08,7.379602e-01,8.210844e-01,2.172897e-02
5500,2.75e-08,8.035118e-01,8.677839e-01,-2.684730e-02
5520,2.76e-08,8.553020e-01,8.341323e-01,-9.338738e-03
5540,2.77e-08,8.964271e-01,7.309734e-01,4.240244e-02
5560,2.78e-08,9.216342e-01,6.439158e-01,-2.710935e-02
5580,2.79e-08,9.212273e-01,6.198795e-01,8.961159e-02
5600,2.8e-08,8.991453e-01,7.497348e-01,-4.296475e-02
5620,2.81e-08,8.559685e-01,8.222357e-01,-5.536278e-02
5640,2.82e-08,7.929555e-01,6.277421e-01,-9.806295e-02
5660,2.83e-08,7.298155e-01,7.016745e-01,-1.905609e-01
5680,2.84e-08,6.640283e-01,6.362698e-01,-1.467779e-01
5700,2.85e-08,5.983411e-01,4.777266e-01,7.933766e-02
5720,2.86e-08,5.408437e-01,6.344286e-01,-6.772275e-02
5740,2.87e-08,4.922296e-01,6.767089e-01,-2.371822e-02
5760,2.88e-08,4.634493e-01,7.311516e-01,-1.337008e-01
5780,2.89e-08,4.440964e-01,6.616876e-01,-1.119093e-01
5800,2.9e-08,4.293833e-01,5.289537e-01,-1.267517e-01
5820,2.91e-08,4.166844e-01,6.211703e-01,-9.687185e-02
5840,2.92e-08,4.176544e-01,6.942554e-01,-6.012862e-02
5860,2.93e-08,4.253784e-01,7.003822e-01,-2.267494e-01
5880,2.94e-08,4.332898e-01,5.894145e-01,-1.000826e-01
5900,2.95e-08,4.344361e-01,5.800832e-01,-4.636386e-02
5920,2.96e-08,4.317770e-01,6.776959e-01,-6.966292e-02
5940,2.97e-08,4.436477e-01,5.697809e-01,-2.114451e-01
5960,2.98e-08,4.772018e-01,6.844367e-01,-1.331813e-01
5980,2.99e-08,5.251612e-01,6.095773e-01,-1.434713e-02
6000,3e-08,5.677118e-01,8.206366e-01,-1.071521e-01
6020,3.01e-08,6.064515e-01,6.812379e-01,-9.844028e-02
6040,3.02e-08,6.598197e-01,7.309861e-01,-6.431243e-02
6060,3.03e-08,7.435403e-01,8.258972e-01,-8.787286e-02
6080,3.04e-08,8.177575e-01,7.946507e-01,-4.622758e-02
6100,3.05e-08,8.502354e-01,7.031797e-01,-2.929408e-02
6120,3.06e-08,8.633572e-01,7.595472e-01,-3.431777e-02
6140,3.07e-08,8.872892e-01,7.910424e-01,-1.272942e-02
6160,3.08e-08,9.074677e-01,8.326389e-01,9.336109e-02
6180,3.09e-08,8.887385e-01,8.272645e-01,-1.515455e-01
6200,3.1e-08,8.213656e-01,6.588823e-01,-1.969395e-01
6220,3.11e-08,7.483116e-01,6.785069e-01,-6.403861e-02
6240,3.12e-08,7.013818e-01,6.307389e-01,-1.119044e-01
6260,3.13e-08,6.636506e-01,6.798059e-01,-1.049180e-01
6280,3.14e-08,5.956671e-01,6.265904e-01,-4.293835e-02
6300,3.15e-08,5.168888e-01,6.632823e-01,-1.340889e-01
6320,3.16e-08,4.713011e-01,6.787840e-01,-5.370906e-02
6340,3.17e-08,4.632657e-01,5.662301e-01,-2.363690e-01
6360,3.18e-08,4.611373e-01,5.304745e-01,5.066865e-03
6380,3.19e-08,4.375674e-01,5.279268e-01,-1.260804e-02
6400,3.2e-08,4.216586e-01,5.358356e-01,-1.236079e-01
6420,3.21e-08,4.243979e-01,7.393821e-01,-9.201346e-02
6440,3.22e-08,4.402161e-01,6.548504e-01,-9.494297e-02
6460,3.23e-08,4.435515e-01,5.628507e-01,-8.283228e-02
6480,3.24e-08,4.388476e-01,5.961540e-01,2.767481e-02
6500,3.25e-08,4.427606e-01,7.856061e-01,5.409167e-02
6520,3.26e-08,4.666612e-01,7.386391e-01,-2.199775e-01
6540,3.27e-08,4.939964e-01,8.940043e-01,-5.805114e-02
6560,3.28e-08,5.279110e-01,7.296736e-01,-1.058152e-01
6580,3.29e-08,5.717562e-01,6.508493e-01,-1.167006e-02
6600,3.3e-08,6.259296e-01,7.300810e-01,-7.341807e-02
6620,3.31e-08,6.822461e-01,6.894565e-01,6.613304e-03
6640,3.32e-08,7.445160e-01,7.233147e-01,-2.449056e-02
6660,3.33e-08,8.015415e-01,6.342733e-01,-6.359060e-02
6680,3.34e-08,8.423442e-01,7.213044e-01,-4.003123e-02
6700,3.35e-08,8.601037e-01,8.090025e-01,-7.249206e-02
6720,3.36e-08,8.660228e-01,5.860825e-01,-1.897394e-01
6740,3.37e-08,8.664228e-01,7.552505e-01,1.015928e-02
6760,3.38e-08,8.520480e-01,6.815056e-01,-1.391566e-01
6780,3.39e-08,7.968787e-01,6.511389e-01,-1.258099e-01
6800,3.4e-08,7.265897e-01,6.237462e-01,-2.387545e-01
6820,3.41e-08,6.698958e-01,6.919089e-01,-8.510818e-02
6840,3.42e-08,6.302151e-01,5.215601e-01,-7.973388e-02
6860,3.43e-08,5.833473e-01,4.606229e-01,-1.256903e-01
6880,3.44e-08,5.164217e-01,5.894692e-01,-5.084752e-02
6900,3.45e-08,4.675684e-01,6.303002e-01,-2.243920e-02
6920,3.46e-08,4.598497e-01,5.149353e-01,-1.647211e-01
6940,3.47e-08,4.639598e-01,5.004645e-01,-1.567356e-01
6960,3.48e-08,4.535057e-01,6.199579e-01,-1.521165e-01
6980,3.49e-08,4.325081e-01,5.449077e-01,-9.321929e-02
7000,3.5e-08,4.245155e-01,3.216771e-01,-5.015613e-02
7020,3.51e-08,4.384210e-01,4.737968e-01,-6.582835e-02
7040,3.52e-08,4.579110e-01,6.473665e-01,-1.279767e-01
7060,3.53e-08,4.600542e-01,7.495193e-01,3.000062e-02
7080,3.54e-08,4.554316e-01,6.247461e-01,-3.644525e-02
7100,3.55e-08,4.700325e-01,6.644915e-01,-5.123664e-02
7120,3.56e-08,4.999584e-01,7.006618e-01,3.353563e-02
7140,3.57e-08,5.482655e-01,7.301669e-01,8.813301e-02
7160,3.58e-08,5.922128e-01,5.016567e-01,-1.585098e-01
7180,3.59e-08,6.332911e-01,8.220838e-01,-7.926730e-02
7200,3.6e-08,6.820611e-01,7.735054e-01,9.265365e-03
7220,3.61e-08,7.433751e-01,8.653173e-01,1.393154e-01
7240,3.62e-08,8.008728e-01,7.054344e-01,-1.183396e-01
7260,3.63e-08,8.313453e-01,5.920021e-01,-9.950224e-02
7280,3.64e-08,8.382040e-01,9.212679e-01,-6.343423e-03
7300,3.65e-08,8.430902e-01,5.729201e-01,-8.014431e-02
7320,3.66e-08,8.404031e-01,5.285333e-01,-2.954576e-02
7340,3.67e-08,8.134505e-01,6.692922e-01,1.038266e-02
7360,3.68e-08,7.635300e-01,4.098318e-01,-1.317732e-01
7380,3.69e-08,6.991589e-01,3.941676e-01,-1.265712e-01
7400,3.7e-08,6.426970e-01,6.583109e-01,1.293133e-01
7420,3.71e-08,6.031729e-01,6.191202e-01,-2.189936e-01
7440,3.72e-08,5.638518e-01,4.660500e-01,-2.653014e-02
7460,3.73e-08,5.144129e-01,5.930523e-01,-2.497982e-02
7480,3.74e-08,4.665915e-01,6.568816e-01,5.919619e-02
7500,3.75e-08,4.550299e-01,4.527187e-01,-6.498153e-02
7520,3.76e-08,4.620160e-01,4.796988e-01,-4.175998e-02
7540,3.77e-08,4.668133e-01,6.281713e-01,3.602101e-02
7560,3.78e-08,4.506054e-01,6.468196e-01,8.534908e-02
7580,3.79e-08,4.321627e-01,6.283261e-01,-8.933225e-02
7600,3.8e-08,4.384185e-01,5.073610e-01,2.723675e-03
7620,3.81e-08,4.657078e-01,4.743458e-01,1.574254e-01
7640,3.82e-08,4.803600e-01,6.503040e-01,-6.950463e-02
7660,3.83e-08,4.764212e-01,4.206458e-01,-1.232664e-02
7680,3.84e-08,4.782695e-01,5.612395e-01,-5.129558e-05
7700,3.85e-08,5.099900e-01,7.070082e-01,3.510282e-02
7720,3.86e-08,5.696416e-01,7.020276e-01,-2.479184e-01
7740,3.87e-08,6.159691e-01,7.200236e-01,4.707061e-02
7760,3.88e-08,6.445709e-01,7.907653e-01,-2.401324e-02
7780,3.89e-08,6.878519e-01,7.658527e-01,-1.103737e-01
7800,3.9e-08,7.510164e-01,7.907823e-01,4.240191e-03
7820,3.91e-08,8.024883e-01,6.848845e-01,-1.053395e-02
7840,3.92e-08,8.113576e-01,6.750881e-01,-2.048504e-02
7860,3.93e-08,8.076515e-01,5.279263e-01,-5.906068e-02
7880,3.94e-08,8.106449e-01,6.752839e-01,-1.375182e-02
7900,3.95e-08,8.093569e-01,6.810253e-01,1.683643e-01
7920,3.96e-08,7.755997e-01,5.011913e-01,-1.586601e-02
7940,3.97e-08,7.180800e-01,5.308038e-01,1.449751e-02
7960,3.98e-08,6.613258e-01,5.696093e-01,-2.377526e-02
7980,3.99e-08,6.241965e-01,4.544607e-01,-1.065790e-01
8000,4e-08,5.906851e-01,3.880277e-01,-4.448316e-02
8020,4.01e-08,5.451205e-01,5.231224e-01,1.426750e-02
8040,4.02e-08,4.972360e-01,6.463593e-01,-8.052324e-03
8060,4.03e-08,4.708275e-01,4.872529e-01,-1.788603e-01
8080,4.04e-08,4.716238e-01,4.332818e-01,-1.751291e-01
8100,4.05e-08,4.742541e-01,3.508004e-01,-1.461060e-01
8120,4.06e-08,4.667272e-01,5.274196e-01,-2.234386e-02
8140,4.07e-08,4.567567e-01,5.170936e-01,6.401734e-02
