cycle,time,phi1,Ex1,Ey1
801820,4.0091e-06,6.335179e-01,2.461417e-01,2.706037e-01
801840,4.0092e-06,6.410705e-01,5.522397e-01,2.951081e-01
801860,4.0093e-06,6.372499e-01,4.648019e-01,3.858469e-01
801880,4.0094e-06,6.294342e-01,6.408840e-01,4.397622e-01
801900,4.0095e-06,6.353938e-01,2.275615e-01,2.810774e-01
801920,4.0096e-06,6.340168e-01,6.338775e-01,4.121754e-01
801940,4.0097e-06,6.393035e-01,5.398477e-01,2.760194e-01
801960,4.0098e-06,6.410274e-01,5.249910e-01,4.002486e-01
801980,4.0099e-06,6.370789e-01,3.877589e-01,5.032390e-01
802000,4.01e-06,6.379182e-01,5.500062e-01,3.906385e-01
802020,4.0101e-06,6.404312e-01,2.976453e-01,4.369883e-01
802040,4.0102e-06,6.366376e-01,6.034446e-01,4.732470e-01
802060,4.0103e-06,6.292509e-01,5.199162e-01,5.820144e-01
802080,4.0104e-06,6.310956e-01,4.284535e-01,1.077515e-01
802100,4.0105e-06,6.354214e-01,3.903193e-01,4.416535e-01
802120,4.0106e-06,6.339478e-01,5.595517e-01,3.546133e-01
802140,4.0107e-06,6.335855e-01,5.677143e-01,4.623697e-01
802160,4.0108e-06,6.327506e-01,5.381643e-01,3.988007e-01
802180,4.0109e-06,6.301692e-01,6.054584e-01,2.657689e-01
802200,4.011e-06,6.315156e-01,3.755066e-01,2.318691e-01
802220,4.0111e-06,6.321889e-01,5.016369e-01,2.870123e-01
802240,4.0112e-06,6.346588e-01,4.515340e-01,3.310159e-01
802260,4.0113e-06,6.302413e-01,4.677193e-01,3.960553e-01
802280,4.0114e-06,6.285733e-01,5.775073e-01,4.006531e-01
802300,4.0115e-06,6.376308e-01,5.677053e-01,1.850073e-01
802320,4.0116e-06,6.289521e-01,3.205675e-01,2.902831e-01
802340,4.0117e-06,6.297573e-01,4.073653e-01,9.965332e-02
802360,4.0118e-06,6.350096e-01,3.243369e-01,3.066971e-01
802380,4.0119e-06,6.358002e-01,6.756895e-01,3.237404e-01
802400,4.012e-06,6.312946e-01,6.579978e-01,3.853601e-01
802420,4.0121e-06,6.293618e-01,5.951398e-01,5.798819e-01
802440,4.0122e-06,6.360801e-01,3.666633e-01,2.076442e-01
802460,4.0123e-06,6.360127e-01,4.990446e-01,4.534706e-01
802480,4.0124e-06,6.388960e-01,5.893446e-01,7.292441e-02
802500,4.0125e-06,6.359357e-01,3.712700e-01,3.078995e-01
802520,4.0126e-06,6.359614e-01,4.065419e-01,2.856875e-01
802540,4.0127e-06,6.372590e-01,5.101925e-01,2.997698e-01
802560,4.0128e-06,6.333476e-01,6.418383e-01,4.736001e-01
802580,4.0129e-06,6.324641e-01,4.926532e-01,4.281899e-01
802600,4.013e-06,6.385053e-01,5.199444e-01,3.527257e-01
802620,4.0131e-06,6.402270e-01,2.695733e-01,3.788011e-01
802640,4.0132e-06,6.313397e-01,5.938802e-01,4.980614e-01
802660,4.0133e-06,6.285911e-01,3.953512e-01,2.682300e-01
802680,4.0134e-06,6.342904e-01,2.584220e-01,3.089391e-01
802700,4.0135e-06,6.313184e-01,5.978964e-01,5.209870e-01
802720,4.0136e-06,6.309401e-01,5.315124e-01,5.261708e-01
802740,4.0137e-06,6.278441e-01,5.742468e-01,9.938890e-02
802760,4.0138e-06,6.324404e-01,7.137666e-01,3.494466e-01
