cycle,time,phi1,Ex1,Ey1
2900,1.45e-08,4.340387e-01,8.628110e-01,-7.420108e-02
2920,1.46e-08,4.039205e-01,8.143494e-01,9.956817e-02
2940,1.47e-08,4.033672e-01,7.998792e-01,-1.146953e-04
2960,1.48e-08,4.292959e-01,6.684854e-01,-2.350123e-02
2980,1.49e-08,4.414859e-01,7.465195e-01,6.363342e-02
3000,1.5e-08,4.329035e-01,6.481864e-01,1.457742e-01
3020,1.51e-08,4.303311e-01,7.226999e-01,4.900275e-03
3040,1.52e-08,4.551585e-01,6.228439e-01,2.100067e-01
3060,1.53e-08,4.890203e-01,6.675946e-01,2.788710e-01
3080,1.54e-08,5.271965e-01,7.795426e-01,3.898349e-02
3100,1.55e-08,5.720943e-01,7.244219e-01,7.188425e-02
3120,1.56e-08,6.236635e-01,7.392395e-01,6.996761e-02
3140,1.57e-08,6.802089e-01,7.330088e-01,1.208295e-02
3160,1.58e-08,7.448725e-01,7.388283e-01,1.414236e-01
3180,1.59e-08,8.189864e-01,6.661199e-01,1.961835e-01
3200,1.6e-08,8.885608e-01,7.480673e-01,1.830364e-02
3220,1.61e-08,9.297835e-01,6.939992e-01,1.345869e-01
3240,1.62e-08,9.434715e-01,8.409418e-01,1.178358e-01
3260,1.63e-08,9.510641e-01,7.787160e-01,-8.357180e-02
3280,1.64e-08,9.521890e-01,8.492790e-01,-1.394372e-03
3300,1.65e-08,9.234874e-01,6.713555e-01,5.857347e-02
3320,1.66e-08,8.590748e-01,7.889186e-01,1.144389e-02
3340,1.67e-08,7.837720e-01,6.951672e-01,-1.580145e-01
3360,1.68e-08,7.186073e-01,7.398046e-01,2.696471e-02
3380,1.69e-08,6.709134e-01,6.703281e-01,5.536659e-02
3400,1.7e-08,6.115805e-01,5.800226e-01,2.524229e-02
3420,1.71e-08,5.417539e-01,7.204118e-01,1.013632e-02
3440,1.72e-08,4.924836e-01,6.678362e-01,-4.018985e-02
3460,1.73e-08,4.706886e-01,7.258790e-01,6.604664e-02
3480,1.74e-08,4.617421e-01,6.169338e-01,4.820051e-02
3500,1.75e-08,4.543424e-01,7.547286e-01,-5.875516e-02
3520,1.76e-08,4.402688e-01,6.134267e-01,1.621186e-02
3540,1.77e-08,4.254095e-01,7.623558e-01,6.169868e-02
3560,1.78e-08,4.311041e-01,6.719451e-01,8.951826e-03
3580,1.79e-08,4.450985e-01,7.225766e-01,1.551003e-01
3600,1.8e-08,4.562919e-01,5.154995e-01,-1.140496e-01
3620,1.81e-08,4.586243e-01,6.721218e-01,1.061439e-02
3640,1.82e-08,4.691186e-01,7.137586e-01,3.941544e-02
3660,1.83e-08,4.889485e-01,7.452767e-01,1.702655e-01
3680,1.84e-08,5.237265e-01,6.238517e-01,2.390127e-02
3700,1.85e-08,5.687959e-01,6.346599e-01,-1.029641e-01
3720,1.86e-08,6.220199e-01,6.045654e-01,-6.950151e-02
3740,1.87e-08,6.784128e-01,6.213871e-01,-2.670800e-02
3760,1.88e-08,7.268164e-01,7.090711e-01,-2.269003e-01
3780,1.89e-08,7.833526e-01,6.555041e-01,-5.917272e-02
3800,1.9e-08,8.500961e-01,7.729756e-01,-1.126406e-01
3820,1.91e-08,9.036810e-01,5.978616e-01,1.415444e-02
3840,1.92e-08,9.244019e-01,7.311208e-01,5.564361e-02
3860,1.93e-08,9.166551e-01,6.337425e-01,-1.090859e-01
3880,1.94e-08,9.131998e-01,4.997052e-01,-5.959236e-02
3900,1.95e-08,8.970417e-01,7.511122e-01,-6.840553e-02
3920,1.96e-08,8.513072e-01,6.626477e-01,5.097262e-02
3940,1.97e-08,7.815639e-01,9.166923e-01,3.129566e-02
3960,1.98e-08,7.141616e-01,5.992804e-01,-1.311006e-01
3980,1.99e-08,6.607187e-01,6.638156e-01,1.623138e-02
4000,2e-08,6.097265e-01,5.650896e-01,-1.068165e-01
4020,2.01e-08,5.653915e-01,6.051952e-01,-5.026579e-02
4040,2.02e-08,5.214093e-01,5.087361e-01,-9.990898e-05
4060,2.03e-08,4.883406e-01,7.055549e-01,-9.939487e-03
4080,2.04e-08,4.669218e-01,3.570375e-01,-1.944714e-01
4100,2.05e-08,4.601319e-01,6.153187e-01,1.645142e-02
4120,2.06e-08,4.612790e-01,6.045521e-01,-7.121418e-03
4140,2.07e-08,4.612420e-01,4.892403e-01,-8.216381e-02
4160,2.08e-08,4.567012e-01,7.212672e-01,-8.422179e-02
4180,2.09e-08,4.529618e-01,5.390365e-01,-6.097255e-02
4200,2.1e-08,4.519018e-01,5.118411e-01,5.874812e-02
4220,2.11e-08,4.765643e-01,5.686926e-01,-3.770100e-02
4240,2.12e-08,5.015784e-01,5.798927e-01,5.454070e-02
4260,2.13e-08,5.139258e-01,6.690936e-01,1.424505e-01
4280,2.14e-08,5.242293e-01,3.615171e-01,-2.461167e-02
4300,2.15e-08,5.568186e-01,5.735105e-01,-1.383521e-01
4320,2.16e-08,6.287897e-01,6.208523e-01,-1.280855e-01
4340,2.17e-08,6.910210e-01,3.169195e-01,-1.822964e-01
4360,2.18e-08,7.255293e-01,4.673903e-01,-2.856575e-01
4380,2.19e-08,7.613087e-01,5.664977e-01,-9.688547e-02
4400,2.2e-08,8.210969e-01,5.564976e-01,-1.403184e-01
4420,2.21e-08,8.779343e-01,5.687422e-01,-1.233090e-01
4440,2.22e-08,8.994424e-01,7.245699e-01,-8.641529e-02
4460,2.23e-08,8.960710e-01,5.422759e-01,-1.767498e-01
4480,2.24e-08,8.774881e-01,5.122494e-01,-3.630555e-01
4500,2.25e-08,8.513650e-01,6.561300e-01,-4.886075e-03
4520,2.26e-08,8.223488e-01,5.729356e-01,6.747466e-02
4540,2.27e-08,7.743298e-01,5.428067e-01,-2.855838e-02
4560,2.28e-08,7.077444e-01,4.812761e-01,-6.309795e-02
4580,2.29e-08,6.422600e-01,6.174803e-01,9.386353e-02
4600,2.3e-08,5.959937e-01,2.834200e-01,-7.584244e-02
4620,2.31e-08,5.597451e-01,4.454563e-01,1.434331e-02
4640,2.32e-08,5.292045e-01,5.774018e-01,-1.012903e-01
4660,2.33e-08,5.007954e-01,4.529172e-01,-9.642485e-02
4680,2.34e-08,4.777329e-01,4.878487e-01,-1.162150e-01
4700,2.35e-08,4.646328e-01,3.802035e-01,-1.699247e-01
4720,2.36e-08,4.611507e-01,4.819435e-01,1.581061e-02
4740,2.37e-08,4.679443e-01,4.926657e-01,3.554155e-02
4760,2.38e-08,4.762781e-01,4.841451e-01,-6.125163e-03
4780,2.39e-08,4.777212e-01,5.118349e-01,-2.360107e-01
4800,2.4e-08,4.688792e-01,5.309922e-01,-4.520712e-02
4820,2.41e-08,4.767052e-01,5.818344e-01,-5.097707e-02
4840,2.42e-08,5.027668e-01,3.670763e-01,-6.845408e-02
4860,2.43e-08,5.274644e-01,5.844848e-01,1.476032e-02
4880,2.44e-08,5.447303e-01,4.016079e-01,-1.446898e-01
4900,2.45e-08,5.728874e-01,4.396237e-01,-8.422562e-02
4920,2.46e-08,6.171282e-01,6.332375e-01,-1.427010e-01
4940,2.47e-08,6.732013e-01,2.586901e-01,-2.632330e-01
4960,2.48e-08,7.250377e-01,3.372994e-01,-1.227406e-01
4980,2.49e-08,7.658281e-01,4.693526e-01,-2.738218e-01
5000,2.5e-08,8.011588e-01,6.123657e-01,-9.584446e-02
5020,2.51e-08,8.316201e-01,4.052586e-01,-2.413960e-02
5040,2.52e-08,8.632711e-01,5.515486e-01,-1.230535e-01
5060,2.53e-08,8.722480e-01,4.113227e-01,-8.310203e-02
5080,2.54e-08,8.490091e-01,6.068248e-01,-1.381974e-01
5100,2.55e-08,8.178741e-01,5.735140e-01,1.887129e-01
5120,2.56e-08,7.902823e-01,5.814291e-01,-1.409569e-01
5140,2.57e-08,7.460990e-01,4.589677e-01,-4.612818e-02
5160,2.58e-08,6.892653e-01,6.894588e-01,-1.602698e-01
5180,2.59e-08,6.402773e-01,3.756249e-01,-2.255109e-02
5200,2.6e-08,5.949515e-01,5.464676e-01,-3.862188e-02
5220,2.61e-08,5.564345e-01,4.728441e-01,-3.513792e-01
5240,2.62e-08,5.229435e-01,5.051842e-01,-1.040387e-01
5260,2.63e-08,5.033678e-01,4.240661e-01,-1.934925e-01
5280,2.64e-08,4.920352e-01,2.966265e-01,-5.945462e-02
5300,2.65e-08,4.838760e-01,3.001885e-01,-8.172204e-02
5320,2.66e-08,4.755292e-01,3.596604e-01,-2.785922e-01
5340,2.67e-08,4.729558e-01,4.697860e-01,-2.449594e-01
5360,2.68e-08,4.817237e-01,2.763892e-01,-3.107350e-02
5380,2.69e-08,4.877672e-01,3.464542e-01,-1.717649e-01
5400,2.7e-08,4.888957e-01,4.064500e-01,1.867849e-02
5420,2.71e-08,4.943032e-01,3.566808e-01,6.347793e-02
5440,2.72e-08,5.054697e-01,3.631439e-01,-7.799543e-02
5460,2.73e-08,5.240172e-01,3.179230e-01,-4.729084e-02
5480,2.74e-08,5.504199e-01,4.860276e-01,-1.512100e-01
5500,2.75e-08,5.799189e-01,3.297400e-01,-1.791662e-03
5520,2.76e-08,6.156944e-01,3.767495e-01,-4.417318e-02
5540,2.77e-08,6.642992e-01,4.941153e-01,-9.202415e-02
5560,2.78e-08,7.085406e-01,5.389056e-01,1.053477e-02
5580,2.79e-08,7.470402e-01,3.964183e-01,2.496686e-02
5600,2.8e-08,7.858773e-01,2.953185e-01,-7.283553e-02
5620,2.81e-08,8.146428e-01,4.078148e-01,-2.084768e-01
5640,2.82e-08,8.296331e-01,5.648323e-01,5.564737e-02
5660,2.83e-08,8.338258e-01,3.592381e-01,-1.381070e-01
5680,2.84e-08,8.306230e-01,5.000727e-01,-8.221868e-02
5700,2.85e-08,8.019729e-01,5.004346e-01,7.896470e-02
5720,2.86e-08,7.562671e-01,6.839501e-01,-2.333892e-01
5740,2.87e-08,7.218981e-01,2.623748e-01,-1.075057e-01
5760,2.88e-08,6.829748e-01,2.323292e-01,-1.401672e-01
5780,2.89e-08,6.348554e-01,4.136958e-01,3.990997e-02
5800,2.9e-08,5.896748e-01,4.378408e-01,-1.476917e-01
5820,2.91e-08,5.509622e-01,4.780188e-01,9.345128e-02
5840,2.92e-08,5.317566e-01,3.382619e-01,-2.122466e-01
5860,2.93e-08,5.133821e-01,4.521957e-01,6.014508e-04
5880,2.94e-08,5.032508e-01,2.501007e-01,-2.455322e-01
5900,2.95e-08,4.898304e-01,4.175118e-01,-5.875813e-02
5920,2.96e-08,4.815340e-01,2.856786e-01,-2.868680e-02
5940,2.97e-08,4.841590e-01,3.772664e-01,-1.722799e-01
5960,2.98e-08,4.983512e-01,2.827380e-01,-1.195155e-01
5980,2.99e-08,4.984526e-01,4.366667e-01,2.231452e-02
6000,3e-08,4.971666e-01,4.939413e-01,-7.209814e-02
6020,3.01e-08,5.016069e-01,4.131719e-01,-8.022442e-04
6040,3.02e-08,5.185300e-01,4.084720e-01,-1.644502e-01
6060,3.03e-08,5.424747e-01,3.654621e-01,-2.879614e-03
6080,3.04e-08,5.602514e-01,1.915662e-01,1.440619e-02
6100,3.05e-08,5.817136e-01,4.597458e-01,-2.800749e-01
6120,3.06e-08,6.159576e-01,3.913238e-01,-3.480476e-02
6140,3.07e-08,6.602427e-01,6.235765e-01,-1.238046e-01
6160,3.08e-08,7.083108e-01,4.572962e-01,-2.725241e-03
6180,3.09e-08,7.380040e-01,2.703809e-01,4.761934e-02
6200,3.1e-08,7.576674e-01,6.078704e-01,-2.817411e-01
6220,3.11e-08,7.874771e-01,5.158081e-01,1.179247e-02
6240,3.12e-08,8.065922e-01,5.138618e-01,5.865022e-02
6260,3.13e-08,8.075896e-01,3.193954e-01,-1.046878e-01
6280,3.14e-08,7.948861e-01,7.578831e-01,-2.369632e-01
6300,3.15e-08,7.688934e-01,5.071960e-01,-5.943958e-02
6320,3.16e-08,7.363827e-01,5.668001e-01,3.279211e-03
6340,3.17e-08,7.061937e-01,3.116901e-01,-1.245035e-01
6360,3.18e-08,6.637217e-01,6.952114e-01,-5.155760e-02
6380,3.19e-08,6.219049e-01,4.295972e-01,3.842227e-02
6400,3.2e-08,5.879897e-01,6.098538e-01,-6.935195e-02
6420,3.21e-08,5.544574e-01,5.592604e-01,-4.072009e-03
6440,3.22e-08,5.312999e-01,5.380105e-01,1.142220e-01
6460,3.23e-08,5.189821e-01,3.617805e-01,-1.183740e-01
6480,3.24e-08,5.128725e-01,4.235370e-01,-1.017911e-01
6500,3.25e-08,5.028412e-01,3.792137e-01,-2.790467e-02
6520,3.26e-08,4.942435e-01,5.597543e-01,-1.416411e-01
6540,3.27e-08,4.933161e-01,3.842460e-01,-1.247460e-01
6560,3.28e-08,5.096524e-01,4.652175e-01,-1.428396e-01
6580,3.29e-08,5.170665e-01,6.372317e-02,-9.051655e-02
6600,3.3e-08,5.043185e-01,3.489887e-01,-2.042034e-01
6620,3.31e-08,5.018491e-01,4.429780e-01,-1.085718e-02
6640,3.32e-08,5.319942e-01,3.758565e-01,-8.647253e-02
6660,3.33e-08,5.510056e-01,3.506486e-01,8.652662e-02
6680,3.34e-08,5.535455e-01,4.987351e-01,-2.853365e-02
6700,3.35e-08,5.703973e-01,4.348550e-01,6.653003e-02
6720,3.36e-08,6.044617e-01,4.083664e-01,-1.618792e-01
6740,3.37e-08,6.549153e-01,3.909208e-01,-1.162468e-01
6760,3.38e-08,6.896033e-01,4.934394e-01,2.781167e-02
6780,3.39e-08,7.151581e-01,3.463279e-01,-6.269875e-03
6800,3.4e-08,7.375127e-01,4.514176e-01,1.246693e-01
6820,3.41e-08,7.583184e-01,6.000928e-01,-2.801071e-02
6840,3.42e-08,7.783709e-01,6.378317e-01,3.458458e-02
6860,3.43e-08,7.870264e-01,3.422867e-01,-9.265285e-02
6880,3.44e-08,7.745959e-01,5.019760e-01,-1.531336e-01
6900,3.45e-08,7.438731e-01,5.516794e-01,-3.524112e-02
6920,3.46e-08,7.203022e-01,5.983822e-01,-9.180076e-02
6940,3.47e-08,6.943735e-01,3.801220e-01,-4.174748e-02
6960,3.48e-08,6.639377e-01,6.069376e-01,-7.076876e-02
6980,3.49e-08,6.243461e-01,6.293660e-01,-7.706811e-02
7000,3.5e-08,5.861455e-01,3.245840e-01,-1.989136e-01
7020,3.51e-08,5.591441e-01,6.888455e-01,-1.282806e-01
7040,3.52e-08,5.403439e-01,4.607300e-01,-2.116710e-02
7060,3.53e-08,5.227575e-01,3.524424e-01,-6.126172e-02
7080,3.54e-08,5.157524e-01,5.056254e-01,3.661956e-02
7100,3.55e-08,5.105516e-01,5.429015e-01,-1.965201e-01
7120,3.56e-08,5.069909e-01,2.924356e-01,-1.556296e-01
