t,phi
2.023e-07,-0.2671804
2.024e-07,-0.1115695
2.0250000000000002e-07,-0.0867327
2.026e-07,0.02210046
2.027e-07,0.002557224
2.0280000000000002e-07,-0.2548324
2.029e-07,0.2707564
2.03e-07,0.006368728
2.031e-07,0.09044614
2.0320000000000002e-07,-0.06309318
2.033e-07,0.06479841
2.034e-07,-0.04043446
2.0350000000000002e-07,-0.01912208
2.036e-07,0.02152243
2.037e-07,-0.1767599
2.038e-07,-0.1338947
2.0390000000000002e-07,0.1118182
2.04e-07,-0.09448046
2.041e-07,0.1558374
2.0420000000000002e-07,-0.1786903
2.043e-07,-0.08733492
2.044e-07,-0.05015631
2.045e-07,0.1647033
2.0460000000000002e-07,0.06770441
2.047e-07,-0.1585181
2.048e-07,0.1150635
2.0490000000000001e-07,0.002884859
2.05e-07,-0.1135317
2.051e-07,0.1022842
2.052e-07,-0.3055075
2.0530000000000002e-07,0.1235851
2.054e-07,0.07538483
2.055e-07,0.1053847
2.0560000000000001e-07,0.05464281
2.057e-07,-0.00892994
2.058e-07,-0.07746463
2.059e-07,0.03169732
2.0600000000000002e-07,-0.06192585
2.061e-07,0.118923
2.062e-07,0.2599725
2.0630000000000001e-07,0.1435889
2.064e-07,0.09541965
2.065e-07,0.109621
2.066e-07,0.1226933
2.0670000000000002e-07,-0.2156576
2.068e-07,0.1192796
2.069e-07,0.09380411
2.0700000000000001e-07,0.1436544
2.071e-07,-0.05019393
2.072e-07,0.09724732
2.073e-07,0.2005733
2.0740000000000002e-07,-0.02379381
2.075e-07,0.06203754
2.076e-07,0.0462695
2.0770000000000001e-07,0.09173888
2.078e-07,0.07603004
2.079e-07,-0.03822368
2.08e-07,-0.1467752
2.0810000000000002e-07,0.0943654
2.082e-07,0.137725
2.083e-07,0.2047302
2.084e-07,0.02317659
2.0850000000000002e-07,0.1038873
2.086e-07,0.217453
2.087e-07,0.09050144
2.0880000000000002e-07,0.1590488
2.089e-07,0.1064643
2.09e-07,0.04501744
2.091e-07,-0.03146119
2.0920000000000002e-07,-0.1255718
2.093e-07,0.2326242
2.094e-07,-0.07688221
2.0950000000000002e-07,0.1430276
2.096e-07,0.0736919
2.097e-07,-0.03227419
2.098e-07,-0.03755328
2.0990000000000002e-07,-0.07816887
2.1e-07,-0.142949
2.101e-07,0.08801157
2.1020000000000002e-07,-0.2111429
2.103e-07,0.2070004
2.104e-07,0.04297571
2.105e-07,-0.08645856
2.1060000000000002e-07,0.04826254
2.107e-07,0.01726356
2.108e-07,-0.08553825
2.1090000000000002e-07,0.1437428
2.11e-07,-0.1006421
2.111e-07,0.2798285
2.112e-07,0.03761015
2.1130000000000002e-07,-0.1281722
2.114e-07,-0.1188859
2.115e-07,-0.08091512
2.1160000000000002e-07,-0.1437952
2.117e-07,-0.07667517
2.118e-07,0.0271089
2.119e-07,-0.002149943
2.1200000000000002e-07,-0.004203274
2.121e-07,-0.2334317
2.122e-07,0.01270403
2.1230000000000002e-07,-0.03341285
2.124e-07,0.06261653
2.125e-07,-0.05587973
2.126e-07,-0.1546006
2.1270000000000002e-07,0.1144155
2.128e-07,0.08576371
2.129e-07,0.0005135665
2.1300000000000001e-07,-0.05010092
2.131e-07,-0.1486017
2.132e-07,-0.2657845
2.133e-07,0.100012
2.1340000000000002e-07,-0.01155695
2.135e-07,0.01804438
2.136e-07,-0.2881072
2.1370000000000001e-07,-0.1182592
2.138e-07,-0.03153802
2.139e-07,-0.09444092
2.14e-07,-0.07330778
2.1410000000000002e-07,-0.2807049
2.142e-07,-0.2979783
2.143e-07,0.001939415
2.1440000000000001e-07,-0.1595685
2.145e-07,-0.1805457
2.146e-07,-0.06446372
2.147e-07,-0.2310224
2.1480000000000002e-07,-0.1670382
2.149e-07,-0.06600824
2.15e-07,-0.3337993
2.1510000000000001e-07,-0.2541749
2.152e-07,-0.002114869
2.153e-07,-0.006748245
2.154e-07,-0.1575031
2.1550000000000002e-07,-0.08815193
2.156e-07,-0.03863149
2.157e-07,-0.1895175
2.1580000000000001e-07,-0.1975655
2.1590000000000002e-07,-0.195116
2.16e-07,-0.01297229
2.161e-07,-0.380162
2.1620000000000002e-07,-0.09518203
2.163e-07,-0.1840784
2.164e-07,-0.04489757
2.165e-07,-0.06876174
2.1660000000000002e-07,-0.02633994
2.167e-07,-0.1162046
2.168e-07,-0.00472138
2.1690000000000002e-07,-0.2246251
2.17e-07,-0.04143843
2.171e-07,-0.08778559
2.172e-07,0.03104503
2.1730000000000002e-07,0.01414811
2.174e-07,-0.01697253
2.175e-07,-0.1921219
2.1760000000000002e-07,-0.003538439
2.177e-07,-0.08994193
2.178e-07,-0.1738206
2.179e-07,0.02671626
2.1800000000000002e-07,-0.1082386
2.181e-07,-0.1043412
2.182e-07,0.06926892
2.1830000000000002e-07,0.0402626
2.184e-07,-0.1314006
2.185e-07,0.07377923
2.186e-07,0.1866643
2.1870000000000002e-07,-0.3210013
2.188e-07,0.06628973
2.189e-07,-0.01437332
2.1900000000000002e-07,0.08108341
2.191e-07,0.09686299
2.192e-07,-0.1590125
2.193e-07,0.134345
2.1940000000000002e-07,-0.09120218
2.195e-07,0.09843387
2.196e-07,-0.0397024
2.1970000000000002e-07,0.1247835
2.198e-07,0.1338056
2.199e-07,0.009216011
2.2e-07,0.03324253
2.2010000000000002e-07,0.2035722
2.202e-07,0.08934595
2.203e-07,-0.06304972
2.2040000000000001e-07,0.08811024
2.205e-07,-0.04344177
2.206e-07,0.06295911
2.207e-07,0.0568779
2.2080000000000002e-07,0.07751022
2.209e-07,0.1001293
2.21e-07,0.1328858
2.2110000000000001e-07,0.05905972
2.212e-07,-0.02217155
2.213e-07,-0.3032695
2.214e-07,-0.01049112
2.2150000000000002e-07,-0.04623722
2.216e-07,0.050733
2.217e-07,0.1641337
2.2180000000000001e-07,0.2360258
2.219e-07,0.0006944164
2.22e-07,0.07230385
2.221e-07,0.1743743
2.2220000000000002e-07,0.107112
2.223e-07,-0.0218333
2.224e-07,-0.0009818828
2.2250000000000001e-07,0.05895589
2.2260000000000002e-07,0.01214734
2.227e-07,0.1620922
2.228e-07,0.04741612
2.2290000000000002e-07,-0.039581
2.23e-07,0.03194613
2.231e-07,0.05082278
2.2320000000000001e-07,0.1001131
2.2330000000000002e-07,0.3244473
2.234e-07,0.04399379
2.235e-07,0.178758
2.2360000000000002e-07,-0.06657611
2.237e-07,-0.04552987
2.238e-07,-0.07820369
2.239e-07,0.1452773
2.2400000000000002e-07,0.07863146
2.241e-07,-0.143891
2.242e-07,0.380301
2.2430000000000002e-07,0.04867386
2.244e-07,0.06192591
2.245e-07,0.09910453
2.246e-07,0.02091242
2.2470000000000002e-07,0.006029099
2.248e-07,-0.01201327
2.249e-07,0.1754653
2.2500000000000002e-07,-0.1074031
2.251e-07,0.02483297
2.252e-07,0.1866006
2.253e-07,0.05473249
2.2540000000000002e-07,0.1692416
2.255e-07,-0.04039407
2.256e-07,0.1194017
2.2570000000000002e-07,0.02373858
2.258e-07,-0.02206785
2.259e-07,-0.1028676
2.26e-07,7.048516e-05
2.2610000000000002e-07,-0.07397166
2.262e-07,0.143074
2.263e-07,0.215185
2.2640000000000002e-07,0.05480885
2.265e-07,0.1200923
2.266e-07,0.05355299
2.267e-07,0.02775079
2.2680000000000002e-07,0.2344595
2.269e-07,0.2099079
2.27e-07,0.2062932
2.2710000000000002e-07,0.08923519
2.272e-07,-0.08365054
2.273e-07,0.08088842
2.274e-07,0.07155401
2.2750000000000002e-07,0.08632834
2.276e-07,0.06230653
2.277e-07,0.1459576
2.2780000000000001e-07,0.2298793
2.279e-07,0.2661141
2.28e-07,0.2448181
2.281e-07,0.2026537
2.2820000000000002e-07,0.2859315
2.283e-07,0.1604718
2.284e-07,0.1132349
2.2850000000000001e-07,0.109442
2.286e-07,0.1690501
2.287e-07,0.2868038
2.288e-07,0.06546047
2.2890000000000002e-07,0.3428252
2.29e-07,0.1695685
2.291e-07,0.1343335
2.2920000000000001e-07,0.3111285
2.293e-07,0.2682855
2.294e-07,0.2452664
2.295e-07,0.230365
2.2960000000000002e-07,0.1715167
2.297e-07,0.1647004
2.298e-07,0.4188255
2.2990000000000001e-07,0.1795448
2.3000000000000002e-07,0.1526344
2.301e-07,0.08855025
2.302e-07,0.1527035
2.3030000000000002e-07,0.3251308
2.304e-07,0.1637141
2.305e-07,0.3645532
2.3060000000000001e-07,0.2448332
2.3070000000000002e-07,0.1485213
2.308e-07,0.3807729
2.309e-07,0.1679524
2.3100000000000002e-07,0.602137
2.311e-07,0.296643
2.312e-07,0.3039818
2.313e-07,0.2684426
2.3140000000000002e-07,0.2445542
2.315e-07,0.3085268
2.316e-07,0.4677205
2.3170000000000002e-07,0.2960937
2.318e-07,0.3146779
2.319e-07,0.3330579
2.32e-07,0.3674759
2.3210000000000002e-07,0.3018368
2.322e-07,0.3494823
2.323e-07,0.3650639
2.3240000000000002e-07,0.3154968
2.325e-07,0.3194241
2.326e-07,0.07211789
2.327e-07,0.4899253
2.3280000000000002e-07,0.3780916
2.329e-07,0.3659859
2.33e-07,0.3882528
2.3310000000000002e-07,0.2913754
2.332e-07,0.2773994
2.333e-07,0.3303166
2.334e-07,0.07601848
2.3350000000000002e-07,0.4612522
2.336e-07,0.3171714
2.337e-07,0.2151747
2.3380000000000002e-07,0.1165143
2.339e-07,0.1007333
2.34e-07,0.154464
2.341e-07,0.06971024
2.3420000000000002e-07,0.1563155
2.343e-07,0.3115726
2.344e-07,0.2073272
2.3450000000000002e-07,0.2560491
2.346e-07,0.3243057
2.347e-07,0.09210475
2.348e-07,0.2632061
2.3490000000000002e-07,0.2887343
2.35e-07,0.1853519
2.351e-07,0.06239952
2.3520000000000001e-07,0.05986622
2.353e-07,0.2525567
2.354e-07,0.2089965
2.355e-07,0.103752
2.3560000000000002e-07,0.2887686
2.357e-07,-0.01205424
2.358e-07,0.07186429
2.3590000000000001e-07,0.1427154
2.36e-07,0.01337147
2.361e-07,0.2392578
2.362e-07,0.1341361
2.3630000000000002e-07,0.04184555
2.364e-07,0.2276489
2.365e-07,0.0423027
2.3660000000000001e-07,0.01946134
2.3670000000000002e-07,0.2934591
2.368e-07,0.3084383
2.369e-07,0.1173338
2.3700000000000002e-07,0.140536
2.371e-07,0.06323192
2.372e-07,0.1033627
2.3730000000000001e-07,0.1157662
2.3740000000000002e-07,0.1779743
2.375e-07,0.157952
2.376e-07,0.1888225
2.3770000000000002e-07,0.2209262
2.378e-07,0.1651802
2.379e-07,0.2199103
2.3800000000000001e-07,0.2928684
2.3810000000000002e-07,0.1164038
2.382e-07,0.1222241
2.383e-07,0.07468636
2.3840000000000002e-07,0.2161355
2.385e-07,0.05203357
2.3860000000000003e-07,0.05724231
2.387e-07,0.2083473
2.388e-07,0.4512366
2.389e-07,0.175326
2.39e-07,0.09226527
2.391e-07,0.1823336
2.392e-07,0.2711883
2.3930000000000003e-07,0.3288813
2.394e-07,0.1036977
2.395e-07,0.3416439
2.396e-07,0.2570241
2.397e-07,0.2954654
2.398e-07,0.1401585
2.399e-07,0.2548876
2.4000000000000003e-07,0.1947807
2.401e-07,0.2222274
2.402e-07,0.1790623
2.403e-07,0.06339477
2.404e-07,0.3705691
2.405e-07,0.1323537
2.406e-07,0.03783596
2.4070000000000003e-07,0.1235762
2.408e-07,0.2286623
2.409e-07,0.1499277
2.41e-07,0.1582089
2.411e-07,0.1675496
2.412e-07,0.02322895
2.413e-07,-0.0004981341
2.4140000000000003e-07,0.07248817
2.415e-07,0.1479065
2.416e-07,0.1012884
2.417e-07,0.2113779
2.418e-07,0.03902701
2.419e-07,0.1837408
2.42e-07,0.01023189
2.4210000000000003e-07,0.1410195
2.422e-07,0.2209493
2.423e-07,0.1547492
2.424e-07,0.002187639
2.425e-07,-0.02211414
2.426e-07,0.05318442
2.427e-07,-0.06769441
2.4280000000000003e-07,-0.01065285
2.429e-07,-0.1615361
2.43e-07,0.1230415
2.431e-07,0.1309328
2.432e-07,0.1666803
2.433e-07,0.003064235
2.434e-07,-0.1256074
2.4350000000000003e-07,0.06555711
2.436e-07,-0.0860846
2.437e-07,0.09625059
2.438e-07,-0.1792761
2.439e-07,0.2435634
2.44e-07,-0.1391995
2.441e-07,-0.01363504
2.4420000000000003e-07,-0.05249499
2.443e-07,-0.1216387
2.444e-07,0.01444912
2.445e-07,-0.07485095
2.446e-07,-0.1082166
2.447e-07,-0.1201494
2.448e-07,-0.003563444
2.4490000000000003e-07,-0.0003653815
2.45e-07,0.08170392
2.451e-07,-0.01294579
2.452e-07,0.01681867
2.453e-07,-0.1850212
2.454e-07,-0.1432415
2.455e-07,0.01683687
2.4560000000000003e-07,0.05834728
2.457e-07,0.1165583
2.458e-07,-0.05092026
2.459e-07,-0.1059683
2.46e-07,-0.02152826
2.461e-07,-0.1375571
2.462e-07,-0.2240844
2.4630000000000003e-07,0.04768025
2.464e-07,-0.1548428
2.465e-07,-0.1740544
2.466e-07,0.02202746
2.467e-07,-0.1667627
2.468e-07,-0.06633692
2.469e-07,-0.05326412
2.4700000000000003e-07,-0.124314
2.471e-07,-0.1228787
2.472e-07,0.04641371
2.473e-07,-0.07555019
2.474e-07,-0.2850583
2.475e-07,-0.2789615
2.476e-07,-0.1848857
2.4770000000000003e-07,-0.2336166
2.4780000000000004e-07,-0.2798103
2.479e-07,-0.1540514
2.48e-07,-0.09923108
2.481e-07,-0.3391615
2.482e-07,0.02858723
2.483e-07,-0.08080555
2.4840000000000003e-07,-0.01013864
2.4850000000000003e-07,-0.01402311
2.486e-07,-0.2927522
2.487e-07,-0.01066171
2.488e-07,-0.3195716
2.489e-07,-0.2576139
2.49e-07,-0.08200563
2.4910000000000003e-07,-0.2050349
2.4920000000000003e-07,0.01121195
2.493e-07,-0.3093233
2.494e-07,-0.1264203
2.495e-07,-0.3600286
2.496e-07,-0.04068706
2.497e-07,-0.3686284
2.4980000000000003e-07,-0.1063614
2.4990000000000003e-07,0.01777753
2.5e-07,-0.2538449
2.501e-07,-0.08804142
2.502e-07,0.01370771
2.503e-07,-0.3614904
2.504e-07,0.09449223
2.505e-07,-0.1055435
2.5060000000000003e-07,-0.160682
2.507e-07,-0.2322711
2.508e-07,-0.2282477
2.509e-07,-0.2308627
2.51e-07,-0.188241
2.511e-07,-0.03188651
2.512e-07,-0.1240658
2.5130000000000003e-07,-0.1735947
2.514e-07,-0.2037285
2.515e-07,-0.2560396
2.516e-07,-0.06522433
2.517e-07,-0.1245836
2.518e-07,-0.1600502
2.519e-07,-0.2393262
2.5200000000000003e-07,-0.1915479
2.521e-07,-0.3325621
2.522e-07,-0.2042312
2.523e-07,-0.1968084
2.524e-07,-0.1181167
2.525e-07,-0.2550679
2.526e-07,-0.1559248
2.5270000000000003e-07,-0.2967096
2.528e-07,-0.4141057
2.529e-07,-0.07236782
2.53e-07,-0.06576402
2.531e-07,-0.2093025
2.532e-07,-0.1295862
2.533e-07,-0.1962959
2.5340000000000003e-07,0.05169191
2.535e-07,-0.1101791
2.536e-07,-0.2443672
2.537e-07,-0.1633206
2.538e-07,-0.1931752
2.539e-07,-0.2010494
2.54e-07,-0.1784927
2.5410000000000003e-07,-0.2728386
2.542e-07,-0.08440433
2.543e-07,-0.3503614
2.544e-07,-0.035896
2.545e-07,-0.2888029
2.546e-07,-0.1403316
2.547e-07,-0.09448525
2.5480000000000003e-07,-0.1445236
2.549e-07,-0.1831019
2.55e-07,-0.2179035
2.551e-07,-0.1359577
2.552e-07,-0.05989506
2.553e-07,0.06043472
2.554e-07,-0.1791636
2.5550000000000003e-07,0.01403344
2.556e-07,-0.1159973
2.557e-07,-0.06104003
2.558e-07,-0.1546895
2.559e-07,-0.1155616
2.56e-07,0.09001039
2.561e-07,-0.1332825
2.5620000000000003e-07,-0.2187607
2.563e-07,-0.08574535
2.564e-07,-0.04276302
2.565e-07,-0.06655264
2.566e-07,-0.2134596
2.567e-07,-0.311166
2.568e-07,-0.07685076
2.5690000000000003e-07,-0.2836996
2.57e-07,-0.2794585
2.571e-07,-0.08670279
2.572e-07,-0.2504874
2.573e-07,0.07210664
2.574e-07,-0.1362335
2.575e-07,0.02018952
2.5760000000000003e-07,-0.05506171
2.577e-07,-0.1286432
2.578e-07,-0.1684146
2.579e-07,-0.1093071
2.58e-07,-0.07509498
2.581e-07,-0.2909867
2.582e-07,0.06352749
2.5830000000000003e-07,-0.107631
2.584e-07,-0.109633
2.585e-07,-0.04999846
2.586e-07,0.03900898
2.587e-07,0.06405684
2.588e-07,-0.2794268
2.589e-07,-0.08721367
2.5900000000000003e-07,0.07932703
2.591e-07,-0.07765175
2.592e-07,0.01483944
2.593e-07,-0.1189484
2.594e-07,0.004844515
2.595e-07,0.0282534
2.596e-07,-0.0458925
2.5970000000000003e-07,-0.09327558
2.598e-07,-0.1421369
2.599e-07,-0.0281595
2.6e-07,-0.09657805
2.601e-07,-0.08008767
2.602e-07,-0.1150915
2.603e-07,-0.2134395
2.6040000000000003e-07,-0.06986262
2.605e-07,-0.04447406
2.606e-07,0.0412863
2.607e-07,0.07450592
2.608e-07,-0.01305676
2.609e-07,-0.101215
2.61e-07,-0.05831248
2.6110000000000003e-07,0.02839072
2.612e-07,-0.1379201
2.613e-07,-0.0611799
2.614e-07,-0.06360898
2.615e-07,-0.1182717
2.616e-07,-0.08703014
2.617e-07,0.3607043
2.6180000000000003e-07,0.01494725
2.6190000000000004e-07,0.1834554
2.62e-07,-0.1224312
2.621e-07,-0.1663503
2.622e-07,-0.1284505
2.623e-07,0.2716838
2.624e-07,0.2551565
2.6250000000000003e-07,0.1257774
2.6260000000000004e-07,-0.2622674
2.627e-07,0.01786737
2.628e-07,0.2177395
2.629e-07,-0.08116615
2.63e-07,0.02406837
2.631e-07,-0.07501286
2.6320000000000003e-07,-0.1910267
2.6330000000000003e-07,-0.1167627
2.634e-07,0.08341892
2.635e-07,0.0004125716
2.636e-07,0.09777401
2.637e-07,-4.082203e-05
2.638e-07,0.1531081
2.6390000000000003e-07,-0.03836448
2.6400000000000003e-07,0.1226502
2.641e-07,0.2113281
2.642e-07,0.05049859
2.643e-07,-0.003759092
2.644e-07,0.09343896
2.645e-07,0.04378555
2.6460000000000003e-07,0.07698862
2.6470000000000003e-07,0.2217393
2.648e-07,-0.04285784
2.649e-07,-0.01361863
2.65e-07,0.1280333
2.651e-07,0.01004924
2.652e-07,0.03763213
2.653e-07,0.09059981
2.6540000000000003e-07,-0.08254001
2.655e-07,0.1014735
2.656e-07,-0.03378949
2.657e-07,0.26187
2.658e-07,0.1781241
2.659e-07,0.1974454
2.66e-07,0.1143836
2.6610000000000003e-07,0.02310268
2.662e-07,-0.0609444
2.663e-07,0.1591792
2.664e-07,-0.1646473
2.665e-07,0.03459408
2.666e-07,-0.02078509
2.667e-07,0.1097245
2.6680000000000003e-07,0.1203104
2.669e-07,0.04423918
2.67e-07,0.02813634
2.671e-07,0.1047788
2.672e-07,0.08363929
2.673e-07,-0.003100024
2.674e-07,0.0954771
2.6750000000000003e-07,-0.04009859
2.676e-07,0.001416788
2.677e-07,0.1548713
2.678e-07,0.2783888
2.679e-07,0.2472828
2.68e-07,0.1918783
2.681e-07,0.06200212
2.6820000000000003e-07,-0.04648029
2.683e-07,0.398274
2.684e-07,0.1262246
2.685e-07,0.1325215
2.686e-07,0.1287394
2.687e-07,0.1855518
2.688e-07,0.2549541
2.6890000000000003e-07,0.197129
2.69e-07,0.06461752
2.691e-07,-0.01412815
2.692e-07,0.0002094212
2.693e-07,0.02691245
2.694e-07,0.02538327
2.695e-07,0.006598223
2.6960000000000003e-07,-0.0123517
2.697e-07,0.08387697
2.698e-07,0.2430455
2.699e-07,0.04451443
2.7e-07,0.1371293
2.701e-07,-0.004092055
2.702e-07,0.1765692
2.7030000000000003e-07,-0.02569188
2.704e-07,0.08340895
2.705e-07,-0.05203893
2.706e-07,0.09148102
2.707e-07,0.1763816
2.708e-07,-0.06833225
2.709e-07,0.08137038
2.7100000000000003e-07,0.104827
2.711e-07,0.0002161598
2.712e-07,0.02015403
2.713e-07,0.1267726
2.714e-07,0.0717556
2.715e-07,-0.01615595
2.716e-07,-0.05034477
2.7170000000000003e-07,0.003079509
2.718e-07,-0.08826059
2.719e-07,-0.06611423
2.72e-07,0.1456944
2.721e-07,0.1999454
2.722e-07,0.1867224
2.723e-07,0.07228003
2.7240000000000003e-07,0.02598043
2.725e-07,0.03726603
2.726e-07,0.08995789
2.727e-07,0.03232879
2.728e-07,0.02331755
2.729e-07,-0.1279567
2.73e-07,0.2205624
2.7310000000000003e-07,-0.1660793
2.732e-07,0.253369
2.733e-07,-0.04603748
2.734e-07,0.05962282
2.735e-07,0.0902802
2.736e-07,0.232396
2.737e-07,0.1341672
2.7380000000000003e-07,0.111545
2.739e-07,0.1356474
2.74e-07,-0.05685909
2.741e-07,-0.00578323
2.742e-07,0.001395966
2.743e-07,-0.04429339
2.744e-07,0.1063597
2.7450000000000003e-07,0.1523566
2.746e-07,-0.1316037
2.747e-07,-0.02272386
2.748e-07,0.3409182
2.749e-07,0.4251581
2.75e-07,0.2014824
2.751e-07,0.09859537
2.7520000000000003e-07,0.1098706
2.753e-07,0.06079461
2.754e-07,0.2112581
2.755e-07,0.2013676
2.756e-07,-0.1669307
2.757e-07,0.04821401
2.758e-07,0.06364562
2.7590000000000003e-07,0.02967918
2.7600000000000004e-07,-0.1317156
2.761e-07,0.2781213
2.762e-07,0.1159146
2.763e-07,-0.005671363
2.764e-07,0.0355003
2.765e-07,-0.03559136
2.7660000000000003e-07,-0.007828767
2.7670000000000004e-07,0.3881668
2.768e-07,-0.3020339
2.769e-07,0.06428573
2.77e-07,-0.1102056
2.771e-07,-0.05808305
2.772e-07,0.07341228
2.7730000000000003e-07,0.1017621
2.7740000000000004e-07,0.02949653
2.775e-07,-0.0718695
2.776e-07,0.136562
2.777e-07,0.2126072
2.778e-07,-0.005177263
2.779e-07,0.1695843
2.7800000000000003e-07,0.07820592
2.7810000000000004e-07,0.171457
2.782e-07,-0.05128211
2.783e-07,-0.04822284
2.784e-07,-0.001307784
2.785e-07,-0.02679456
2.786e-07,-0.06069134
2.7870000000000003e-07,-0.0506164
2.7880000000000003e-07,0.158064
2.789e-07,-0.004088007
2.79e-07,-0.009374331
2.791e-07,0.01633508
2.792e-07,0.08339401
2.793e-07,0.08479191
2.7940000000000003e-07,0.05221168
2.7950000000000003e-07,-0.216101
2.796e-07,0.2019479
2.797e-07,-0.02128236
2.798e-07,-0.07744244
2.799e-07,-0.09276462
2.8e-07,0.05124754
2.8010000000000003e-07,-0.09967877
2.8020000000000003e-07,-0.1317654
2.803e-07,0.002215396
2.804e-07,-0.2551327
2.805e-07,-0.09706735
2.806e-07,-0.2096101
2.807e-07,0.08351138
2.808e-07,-0.09925582
2.8090000000000003e-07,-0.06032649
2.81e-07,-0.06077358
2.811e-07,-0.2030461
2.812e-07,-0.006978141
2.813e-07,0.05928724
2.814e-07,0.06349888
2.815e-07,-0.1483098
2.8160000000000003e-07,-0.04367834
2.817e-07,-0.2604439
2.818e-07,-0.0371241
2.819e-07,0.04584177
2.82e-07,-0.1868269
2.821e-07,0.05886225
2.822e-07,-0.1957234
2.8230000000000003e-07,-0.1326225
2.824e-07,-0.006407727
2.825e-07,-0.08601259
2.826e-07,-0.2567938
2.827e-07,-0.1234818
2.828e-07,-0.08249655
2.829e-07,-0.03349574
2.8300000000000003e-07,-0.1061318
2.831e-07,-0.06521593
2.832e-07,-0.01971737
2.833e-07,-0.1378102
2.834e-07,0.04343125
2.835e-07,-0.06088858
2.836e-07,0.05267578
2.8370000000000003e-07,-0.1119387
2.838e-07,0.02190979
2.839e-07,-0.002398477
2.84e-07,-0.08695023
2.841e-07,-0.1782617
2.842e-07,0.02820024
2.843e-07,-0.1557187
2.8440000000000003e-07,-0.3822038
2.845e-07,-0.2364741
2.846e-07,-0.1506823
2.847e-07,-0.05450184
2.848e-07,-0.07831652
2.849e-07,0.04941
2.85e-07,-0.204905
2.8510000000000003e-07,-0.03452583
2.852e-07,-0.09687272
2.853e-07,-0.02233588
2.854e-07,-0.09059479
2.855e-07,-0.1803629
2.856e-07,-0.2169805
2.857e-07,-0.123532
2.8580000000000003e-07,-0.06576417
2.859e-07,-0.05765634
2.86e-07,-0.1037502
2.861e-07,-0.1179155
2.862e-07,-0.1770853
2.863e-07,-0.08035056
2.864e-07,-0.01370138
2.8650000000000003e-07,-0.1347782
2.866e-07,-0.2518695
2.867e-07,-0.2125304
2.868e-07,-0.248415
2.869e-07,-0.1726499
2.87e-07,-0.07636598
2.871e-07,-0.02999373
2.8720000000000003e-07,-0.2484475
2.873e-07,-0.1139881
2.874e-07,-0.2554671
2.875e-07,-0.05391958
2.876e-07,-0.06799077
2.877e-07,-0.217527
2.878e-07,-0.04353816
2.8790000000000003e-07,-0.222527
2.88e-07,-0.2603377
2.881e-07,-0.06776644
2.882e-07,0.03104239
2.883e-07,-0.2299985
2.884e-07,-0.3579899
2.885e-07,-0.3702109
2.8860000000000003e-07,-0.2694131
2.887e-07,-0.2166809
2.888e-07,-0.3178422
2.889e-07,-0.3898375
2.89e-07,-0.2246943
2.891e-07,-0.2365545
2.892e-07,-0.1609359
2.8930000000000003e-07,-0.04855734
2.894e-07,-0.1174739
2.895e-07,-0.1779283
2.896e-07,-0.2486588
2.897e-07,-0.1727026
2.898e-07,-0.241272
2.899e-07,-0.4324689
2.9000000000000003e-07,-0.2434276
2.9010000000000004e-07,-0.1944191
2.902e-07,-0.1987883
2.903e-07,-0.09645355
2.904e-07,-0.270566
2.905e-07,-0.2219095
2.906e-07,-0.276317
2.9070000000000003e-07,-0.1266079
2.9080000000000004e-07,-0.1440155
2.909e-07,-0.178145
2.91e-07,-0.6294802
2.911e-07,-0.3083157
2.912e-07,-0.2056535
2.913e-07,-0.1461888
2.9140000000000003e-07,-0.3289522
2.9150000000000004e-07,-0.1922188
2.916e-07,-0.2496435
2.917e-07,-0.3449223
2.918e-07,-0.2703831
2.919e-07,-0.3430935
2.92e-07,-0.311523
2.9210000000000003e-07,-0.2448199
2.9220000000000004e-07,-0.4218391
2.923e-07,-0.3334797
2.924e-07,-0.268913
2.925e-07,-0.3017475
2.926e-07,-0.3159549
2.927e-07,-0.394226
2.9280000000000003e-07,-0.1808771
2.9290000000000004e-07,-0.4683146
2.93e-07,-0.243516
2.931e-07,-0.4428921
2.932e-07,-0.3393506
2.933e-07,-0.2773561
2.934e-07,-0.2514721
2.9350000000000003e-07,-0.3513964
2.9360000000000003e-07,-0.474441
2.937e-07,-0.4002015
2.938e-07,-0.4429072
2.939e-07,-0.3688409
2.94e-07,-0.4979317
2.941e-07,-0.3521389
2.9420000000000003e-07,-0.2657395
2.9430000000000003e-07,-0.5444568
2.944e-07,-0.3513582
2.945e-07,-0.07973631
2.946e-07,-0.3729243
2.947e-07,-0.3262943
2.948e-07,-0.4216836
2.9490000000000003e-07,-0.4903227
2.9500000000000003e-07,-0.4506677
2.951e-07,-0.4871965
2.952e-07,-0.2855325
2.953e-07,-0.2582614
2.954e-07,-0.6049277
2.955e-07,-0.5366173
2.956e-07,-0.2547241
2.9570000000000003e-07,-0.4746152
2.958e-07,-0.5005125
2.959e-07,-0.5432024
2.96e-07,-0.4354083
2.961e-07,-0.3165015
2.962e-07,-0.508827
2.963e-07,-0.3457799
2.9640000000000003e-07,-0.2937413
2.965e-07,-0.2274799
2.966e-07,-0.3375826
2.967e-07,-0.2742563
2.968e-07,-0.4309191
2.969e-07,-0.2104008
2.97e-07,-0.3484728
2.9710000000000003e-07,-0.4696851
2.972e-07,-0.2975375
2.973e-07,-0.5504152
2.974e-07,-0.5282956
2.975e-07,-0.3238799
2.976e-07,-0.5378088
2.977e-07,-0.3284837
2.9780000000000003e-07,-0.562793
2.979e-07,-0.4125719
