i,j,rhs_decompose,sol_decompose,rhs_Ax,sol_Ax,rhs_Ay,sol_Ay
0,0,7.725952e+01,1.463896e+08,-2.695933e-02,4.989759e-04,2.237469e-02,2.540942e+14
1,0,7.725952e+01,1.460680e+08,-8.135983e-02,5.045618e-04,2.210376e-02,2.540942e+14
2,0,7.725952e+01,1.450975e+08,-1.371921e-01,5.200651e-04,2.128422e-02,2.540942e+14
3,0,7.725952e+01,1.434610e+08,-1.953621e-01,5.443824e-04,1.989658e-02,2.540942e+14
4,0,7.725952e+01,1.411307e+08,-2.566925e-01,5.765090e-04,1.790978e-02,2.540942e+14
5,0,7.725952e+01,1.380687e+08,-3.218689e-01,6.154875e-04,1.527782e-02,2.540942e+14
6,0,7.725952e+01,1.342294e+08,-3.913607e-01,6.603572e-04,1.192364e-02,2.540942e+14
7,0,7.725952e+01,1.295611e+08,-4.653081e-01,7.101060e-04,7.699631e-03,2.540942e+14
8,0,7.725952e+01,1.240107e+08,-5.433612e-01,7.636302e-04,2.322847e-03,2.540942e+14
9,0,7.725952e+01,1.175293e+08,-6.244785e-01,8.197065e-04,-4.682436e-03,2.540942e+14
10,0,7.725952e+01,1.100803e+08,-7.067437e-01,8.769926e-04,-1.392695e-02,2.540942e+14
11,0,7.725952e+01,1.016500e+08,-7.873891e-01,9.340704e-04,-2.579370e-02,2.540942e+14
12,0,7.725952e+01,9.225774e+07,-8.633404e-01,9.895468e-04,-3.964617e-02,2.540942e+14
13,0,7.725952e+01,8.195951e+07,-9.324849e-01,1.042192e-03,-5.294547e-02,2.540942e+14
14,0,7.725952e+01,7.083650e+07,-9.949908e-01,1.091032e-03,-6.159410e-02,2.540942e+14
15,0,7.725952e+01,5.896788e+07,-1.052564e+00,1.135287e-03,-6.312131e-02,2.540942e+14
16,0,7.725952e+01,4.641251e+07,-1.105846e+00,1.174196e-03,-5.917788e-02,2.540942e+14
17,0,7.725952e+01,3.322158e+07,-1.153657e+00,1.206936e-03,-5.273589e-02,2.540942e+14
18,0,7.725952e+01,1.946034e+07,-1.193766e+00,1.232673e-03,-4.555140e-02,2.540942e+14
19,0,7.725952e+01,5.220669e+06,-1.223830e+00,1.250655e-03,-3.785501e-02,2.540942e+14
20,0,7.725952e+01,-9.377613e+06,-1.242064e+00,1.260309e-03,-2.911029e-02,2.540942e+14
21,0,7.725952e+01,-2.419341e+07,-1.247556e+00,1.261295e-03,-1.889840e-02,2.540942e+14
22,0,7.725952e+01,-3.907471e+07,-1.240217e+00,1.253511e-03,-7.366731e-03,2.540942e+14
23,0,7.725952e+01,-5.386847e+07,-1.220415e+00,1.237064e-03,4.930786e-03,2.540942e+14
24,0,7.725952e+01,-6.842602e+07,-1.188575e+00,1.212240e-03,1.708379e-02,2.540942e+14
25,0,7.725952e+01,-8.260378e+07,-1.144992e+00,1.179483e-03,2.769970e-02,2.540942e+14
26,0,7.725952e+01,-9.626165e+07,-1.089931e+00,1.139415e-03,3.545361e-02,2.540942e+14
27,0,7.725952e+01,-1.092627e+08,-1.024022e+00,1.092866e-03,3.970331e-02,2.540942e+14
28,0,7.725952e+01,-1.214776e+08,-9.486566e-01,1.040899e-03,4.055126e-02,2.540942e+14
29,0,7.725952e+01,-1.327936e+08,-8.659745e-01,9.847970e-04,3.856169e-02,2.540942e+14
30,0,7.725952e+01,-1.431232e+08,-7.784663e-01,9.259995e-04,3.449485e-02,2.540942e+14
31,0,7.725952e+01,-1.524090e+08,-6.885962e-01,8.660337e-04,2.915942e-02,2.540942e+14
32,0,7.725952e+01,-1.606229e+08,-5.985140e-01,8.064444e-04,2.331795e-02,2.540942e+14
33,0,7.725952e+01,-1.677622e+08,-5.098752e-01,7.487424e-04,1.760614e-02,2.540942e+14
34,0,7.725952e+01,-1.738441e+08,-4.237798e-01,6.943737e-04,1.247379e-02,2.540942e+14
35,0,7.725952e+01,-1.788991e+08,-3.407921e-01,6.447129e-04,8.171960e-03,2.540942e+14
36,0,7.725952e+01,-1.829642e+08,-2.610021e-01,6.010770e-04,4.785011e-03,2.540942e+14
37,0,7.725952e+01,-1.860776e+08,-1.841052e-01,5.647570e-04,2.286219e-03,2.540942e+14
38,0,7.725952e+01,-1.882736e+08,-1.094905e-01,5.370629e-04,5.951094e-04,2.540942e+14
39,0,7.725952e+01,-1.895797e+08,-3.633049e-02,5.193776e-04,-3.763313e-04,2.540942e+14
40,0,7.725952e+01,-1.900130e+08,-5.575166e-09,5.132165e-04,-6.923943e-04,2.540942e+14
0,1,7.725952e+01,1.463856e+08,-2.723026e-02,4.955940e-04,7.683519e-02,2.540942e+14
1,1,7.725952e+01,1.460608e+08,-8.217937e-02,5.011695e-04,7.705288e-02,2.540942e+14
2,1,7.725952e+01,1.450805e+08,-1.385798e-01,5.166290e-04,7.768459e-02,2.540942e+14
3,1,7.725952e+01,1.434275e+08,-1.973489e-01,5.408559e-04,7.866570e-02,2.540942e+14
4,1,7.725952e+01,1.410734e+08,-2.593245e-01,5.728339e-04,7.988539e-02,2.540942e+14
5,1,7.725952e+01,1.379801e+08,-3.252231e-01,6.115956e-04,8.117642e-02,2.540942e+14
6,1,7.725952e+01,1.341007e+08,-3.955847e-01,6.561744e-04,8.228531e-02,2.540942e+14
7,1,7.725952e+01,1.293820e+08,-4.706848e-01,7.055574e-04,8.279973e-02,2.540942e+14
8,1,7.725952e+01,1.237675e+08,-5.503665e-01,7.586431e-04,8.200448e-02,2.540942e+14
9,1,7.725952e+01,1.172026e+08,-6.337230e-01,8.142030e-04,7.867407e-02,2.540942e+14
10,1,7.725952e+01,1.096433e+08,-7.186104e-01,8.708617e-04,7.096049e-02,2.540942e+14
11,1,7.725952e+01,1.010714e+08,-8.012416e-01,9.271263e-04,5.683743e-02,2.540942e+14
12,1,7.725952e+01,9.151394e+07,-8.766397e-01,9.815089e-04,3.575198e-02,2.540942e+14
13,1,7.725952e+01,8.105706e+07,-9.411334e-01,1.032753e-03,1.154828e-02,2.540942e+14
14,1,7.725952e+01,6.983089e+07,-9.965180e-01,1.080034e-03,-6.209561e-03,2.540942e+14
15,1,7.725952e+01,5.794406e+07,-1.048621e+00,1.122820e-03,-1.101831e-02,2.540942e+14
16,1,7.725952e+01,4.543572e+07,-1.099404e+00,1.160470e-03,-8.394660e-03,2.540942e+14
17,1,7.725952e+01,3.232163e+07,-1.146473e+00,1.192137e-03,-5.667577e-03,2.540942e+14
18,1,7.725952e+01,1.864609e+07,-1.186069e+00,1.216917e-03,-5.954753e-03,2.540942e+14
19,1,7.725952e+01,4.498229e+06,-1.215085e+00,1.234036e-03,-8.839451e-03,2.540942e+14
20,1,7.725952e+01,-9.995742e+06,-1.231852e+00,1.242960e-03,-1.234259e-02,2.540942e+14
21,1,7.725952e+01,-2.468972e+07,-1.236025e+00,1.243424e-03,-1.472607e-02,2.540942e+14
22,1,7.725952e+01,-3.943348e+07,-1.227919e+00,1.235393e-03,-1.547206e-02,2.540942e+14
23,1,7.725952e+01,-5.408054e+07,-1.208262e+00,1.219024e-03,-1.472633e-02,2.540942e+14
24,1,7.725952e+01,-6.849314e+07,-1.177959e+00,1.194624e-03,-1.321986e-02,2.540942e+14
25,1,7.725952e+01,-8.254426e+07,-1.137238e+00,1.162609e-03,-1.302115e-02,2.540942e+14
26,1,7.725952e+01,-9.610964e+07,-1.085681e+00,1.123513e-03,-1.610338e-02,2.540942e+14
27,1,7.725952e+01,-1.090600e+08,-1.023174e+00,1.078060e-03,-2.280388e-02,2.540942e+14
28,1,7.725952e+01,-1.212648e+08,-9.506462e-01,1.027219e-03,-3.197622e-02,2.540942e+14
29,1,7.725952e+01,-1.326045e+08,-8.700413e-01,9.721959e-04,-4.204315e-02,2.540942e+14
30,1,7.725952e+01,-1.429826e+08,-7.838017e-01,9.143763e-04,-5.174470e-02,2.540942e+14
31,1,7.725952e+01,-1.523321e+08,-6.944377e-01,8.552552e-04,-6.020467e-02,2.540942e+14
32,1,7.725952e+01,-1.606156e+08,-6.042258e-01,7.963674e-04,-6.689394e-02,2.540942e+14
33,1,7.725952e+01,-1.678230e+08,-5.150076e-01,7.392305e-04,-7.161210e-02,2.540942e+14
34,1,7.725952e+01,-1.739662e+08,-4.280816e-01,6.853075e-04,-7.445213e-02,2.540942e+14
35,1,7.725952e+01,-1.790725e+08,-3.441791e-01,6.359925e-04,-7.573059e-02,2.540942e+14
36,1,7.725952e+01,-1.831780e+08,-2.635009e-01,5.926191e-04,-7.589318e-02,2.540942e+14
37,1,7.725952e+01,-1.863212e+08,-1.857963e-01,5.564903e-04,-7.541836e-02,2.540942e+14
38,1,7.725952e+01,-1.885374e+08,-1.104619e-01,5.289239e-04,-7.473927e-02,2.540942e+14
39,1,7.725952e+01,-1.898551e+08,-3.664655e-02,5.113096e-04,-7.419170e-02,2.540942e+14
40,1,7.725952e+01,-1.902922e+08,-5.575166e-09,5.051705e-04,-7.398549e-02,2.540942e+14
0,2,7.725952e+01,1.470312e+08,-2.701257e-02,4.803802e-04,1.308603e-01,2.540942e+14
1,2,7.725952e+01,1.467090e+08,-8.154767e-02,4.858389e-04,1.315880e-01,2.540942e+14
2,2,7.725952e+01,1.457362e+08,-1.375986e-01,5.009607e-04,1.337356e-01,2.540942e+14
3,2,7.725952e+01,1.440949e+08,-1.961292e-01,5.246447e-04,1.371962e-01,2.540942e+14
4,2,7.725952e+01,1.417554e+08,-2.580335e-01,5.558920e-04,1.417897e-01,2.540942e+14
5,2,7.725952e+01,1.386775e+08,-3.241142e-01,5.937563e-04,1.472571e-01,2.540942e+14
6,2,7.725952e+01,1.348113e+08,-3.950703e-01,6.372975e-04,1.532415e-01,2.540942e+14
7,2,7.725952e+01,1.300988e+08,-4.714801e-01,6.855390e-04,1.592095e-01,2.540942e+14
8,2,7.725952e+01,1.244748e+08,-5.536969e-01,7.374228e-04,1.642213e-01,2.540942e+14
9,2,7.725952e+01,1.178701e+08,-6.414366e-01,7.917575e-04,1.664138e-01,2.540942e+14
10,2,7.725952e+01,1.102188e+08,-7.327335e-01,8.471595e-04,1.622574e-01,2.540942e+14
11,2,7.725952e+01,1.014785e+08,-8.223270e-01,9.020331e-04,1.464310e-01,2.540942e+14
12,2,7.725952e+01,9.166951e+07,-9.008434e-01,9.546932e-04,1.142684e-01,2.540942e+14
13,2,7.725952e+01,8.092393e+07,-9.588913e-01,1.003750e-03,6.959616e-02,2.540942e+14
14,2,7.725952e+01,6.948592e+07,-1.001327e+00,1.048620e-03,3.622589e-02,2.540942e+14
15,2,7.725952e+01,5.754174e+07,-1.045997e+00,1.089272e-03,3.365230e-02,2.540942e+14
16,2,7.725952e+01,4.506470e+07,-1.096677e+00,1.125242e-03,4.228513e-02,2.540942e+14
17,2,7.725952e+01,3.198314e+07,-1.146760e+00,1.155562e-03,4.441499e-02,2.540942e+14
18,2,7.725952e+01,1.830417e+07,-1.188954e+00,1.179172e-03,3.623942e-02,2.540942e+14
19,2,7.725952e+01,4.121898e+06,-1.218588e+00,1.195235e-03,2.079455e-02,2.540942e+14
20,2,7.725952e+01,-1.041386e+07,-1.234236e+00,1.203275e-03,3.305440e-03,2.540942e+14
21,2,7.725952e+01,-2.513627e+07,-1.236771e+00,1.203146e-03,-1.219122e-02,2.540942e+14
22,2,7.725952e+01,-3.988892e+07,-1.227174e+00,1.194915e-03,-2.506912e-02,2.540942e+14
23,2,7.725952e+01,-5.452710e+07,-1.206756e+00,1.178807e-03,-3.514417e-02,2.540942e+14
24,2,7.725952e+01,-6.892172e+07,-1.177760e+00,1.155175e-03,-4.221575e-02,2.540942e+14
25,2,7.725952e+01,-8.297046e+07,-1.140320e+00,1.124384e-03,-5.046105e-02,2.540942e+14
26,2,7.725952e+01,-9.657262e+07,-1.092381e+00,1.086825e-03,-6.404211e-02,2.540942e+14
27,2,7.725952e+01,-1.096029e+08,-1.032346e+00,1.043063e-03,-8.283924e-02,2.540942e+14
28,2,7.725952e+01,-1.219171e+08,-9.607131e-01,9.939559e-04,-1.036091e-01,2.540942e+14
29,2,7.725952e+01,-1.333769e+08,-8.797429e-01,9.406402e-04,-1.230133e-01,2.540942e+14
30,2,7.725952e+01,-1.438708e+08,-7.922617e-01,8.844594e-04,-1.392259e-01,2.540942e+14
31,2,7.725952e+01,-1.533212e+08,-7.011269e-01,8.268825e-04,-1.513395e-01,2.540942e+14
32,2,7.725952e+01,-1.616844e+08,-6.089439e-01,7.694339e-04,-1.590769e-01,2.540942e+14
33,2,7.725952e+01,-1.689481e+08,-5.178476e-01,7.136295e-04,-1.627085e-01,2.540942e+14
34,2,7.725952e+01,-1.751252e+08,-4.293601e-01,6.609315e-04,-1.629396e-01,2.540942e+14
35,2,7.725952e+01,-1.802468e+08,-3.443417e-01,6.127260e-04,-1.607490e-01,2.540942e+14
36,2,7.725952e+01,-1.843542e+08,-2.630261e-01,5.703291e-04,-1.572088e-01,2.540942e+14
37,2,7.725952e+01,-1.874917e+08,-1.851172e-01,5.350161e-04,-1.533272e-01,2.540942e+14
38,2,7.725952e+01,-1.896998e+08,-1.099144e-01,5.080714e-04,-1.499421e-01,2.540942e+14
39,2,7.725952e+01,-1.910109e+08,-3.644034e-02,4.908502e-04,-1.476657e-01,2.540942e+14
40,2,7.725952e+01,-1.914456e+08,-5.575166e-09,4.848463e-04,-1.468662e-01,2.540942e+14
0,3,7.725952e+01,1.483212e+08,-2.628492e-02,4.535736e-04,1.834302e-01,2.540942e+14
1,3,7.725952e+01,1.480077e+08,-7.940008e-02,4.588065e-04,1.847031e-01,2.540942e+14
2,3,7.725952e+01,1.470606e+08,-1.341380e-01,4.732903e-04,1.884734e-01,2.540942e+14
3,3,7.725952e+01,1.454606e+08,-1.915357e-01,4.959669e-04,1.945940e-01,2.540942e+14
4,3,7.725952e+01,1.431758e+08,-2.525660e-01,5.258822e-04,2.028199e-01,2.540942e+14
5,3,7.725952e+01,1.401632e+08,-3.181299e-01,5.621371e-04,2.128211e-01,2.540942e+14
6,3,7.725952e+01,1.363684e+08,-3.891023e-01,6.038437e-04,2.242139e-01,2.540942e+14
7,3,7.725952e+01,1.317270e+08,-4.664683e-01,6.500912e-04,2.365755e-01,2.540942e+14
8,3,7.725952e+01,1.261628e+08,-5.515044e-01,6.999093e-04,2.492574e-01,2.540942e+14
9,3,7.725952e+01,1.195843e+08,-6.455929e-01,7.522088e-04,2.605022e-01,2.540942e+14
10,3,7.725952e+01,1.118834e+08,-7.485600e-01,8.056675e-04,2.652245e-01,2.540942e+14
11,3,7.725952e+01,1.029543e+08,-8.544896e-01,8.585952e-04,2.523606e-01,2.540942e+14
12,3,7.725952e+01,9.276166e+07,-9.455156e-01,9.089599e-04,2.052944e-01,2.540942e+14
13,3,7.725952e+01,8.148320e+07,-9.922616e-01,9.549616e-04,1.163421e-01,2.540942e+14
14,3,7.725952e+01,6.964714e+07,-1.003900e+00,9.963885e-04,4.786464e-02,2.540942e+14
15,3,7.725952e+01,5.767226e+07,-1.037364e+00,1.034257e-03,6.711648e-02,2.540942e+14
16,3,7.725952e+01,4.529820e+07,-1.094547e+00,1.068248e-03,9.946787e-02,2.540942e+14
17,3,7.725952e+01,3.224204e+07,-1.154935e+00,1.097029e-03,1.048030e-01,2.540942e+14
18,3,7.725952e+01,1.846556e+07,-1.204399e+00,1.119250e-03,8.570287e-02,2.540942e+14
19,3,7.725952e+01,4.099051e+06,-1.236077e+00,1.133994e-03,5.247280e-02,2.540942e+14
20,3,7.725952e+01,-1.064532e+07,-1.249733e+00,1.140902e-03,1.696101e-02,2.540942e+14
21,3,7.725952e+01,-2.555259e+07,-1.249649e+00,1.140052e-03,-1.227512e-02,2.540942e+14
22,3,7.725952e+01,-4.045885e+07,-1.237249e+00,1.131635e-03,-3.746903e-02,2.540942e+14
23,3,7.725952e+01,-5.521720e+07,-1.213827e+00,1.115946e-03,-5.856548e-02,2.540942e+14
24,3,7.725952e+01,-6.969618e+07,-1.186005e+00,1.093442e-03,-7.003792e-02,2.540942e+14
25,3,7.725952e+01,-8.384327e+07,-1.153901e+00,1.064420e-03,-8.256520e-02,2.540942e+14
26,3,7.725952e+01,-9.760742e+07,-1.111179e+00,1.029029e-03,-1.067648e-01,2.540942e+14
27,3,7.725952e+01,-1.108620e+08,-1.053116e+00,9.876047e-04,-1.409018e-01,2.540942e+14
28,3,7.725952e+01,-1.234239e+08,-9.801173e-01,9.408825e-04,-1.766077e-01,2.540942e+14
29,3,7.725952e+01,-1.351151e+08,-8.959554e-01,8.899560e-04,-2.071753e-01,2.540942e+14
30,3,7.725952e+01,-1.458024e+08,-8.043754e-01,8.361319e-04,-2.308059e-01,2.540942e+14
31,3,7.725952e+01,-1.553973e+08,-7.088644e-01,7.808534e-04,-2.468505e-01,2.540942e+14
32,3,7.725952e+01,-1.638529e+08,-6.125756e-01,7.256324e-04,-2.553657e-01,2.540942e+14
33,3,7.725952e+01,-1.711599e+08,-5.180787e-01,6.719760e-04,-2.572054e-01,2.540942e+14
34,3,7.725952e+01,-1.773397e+08,-4.271695e-01,6.213287e-04,-2.538489e-01,2.540942e+14
35,3,7.725952e+01,-1.824352e+08,-3.408014e-01,5.750425e-04,-2.471171e-01,2.540942e+14
36,3,7.725952e+01,-1.865004e+08,-2.591445e-01,5.343794e-04,-2.388657e-01,2.540942e+14
37,3,7.725952e+01,-1.895915e+08,-1.817321e-01,5.005457e-04,-2.307396e-01,2.540942e+14
38,3,7.725952e+01,-1.917593e+08,-1.076380e-01,4.747476e-04,-2.240363e-01,2.540942e+14
39,3,7.725952e+01,-1.930432e+08,-3.564076e-02,4.582624e-04,-2.196629e-01,2.540942e+14
40,3,7.725952e+01,-1.934684e+08,-5.575166e-09,4.525143e-04,-2.181477e-01,2.540942e+14
0,4,7.725952e+01,1.502384e+08,-2.501193e-02,4.156439e-04,2.334540e-01,2.540942e+14
1,4,7.725952e+01,1.499400e+08,-7.562978e-02,4.205384e-04,2.353210e-01,2.540942e+14
2,4,7.725952e+01,1.490379e+08,-1.280174e-01,4.340736e-04,2.408611e-01,2.540942e+14
3,4,7.725952e+01,1.475108e+08,-1.833098e-01,4.552618e-04,2.498864e-01,2.540942e+14
4,4,7.725952e+01,1.453243e+08,-2.425648e-01,4.832190e-04,2.620749e-01,2.540942e+14
5,4,7.725952e+01,1.424309e+08,-3.067371e-01,5.171127e-04,2.769934e-01,2.540942e+14
6,4,7.725952e+01,1.387720e+08,-3.767407e-01,5.561215e-04,2.942174e-01,2.540942e+14
7,4,7.725952e+01,1.342781e+08,-4.537864e-01,5.994112e-04,3.136212e-01,2.540942e+14
8,4,7.725952e+01,1.288652e+08,-5.402595e-01,6.461269e-04,3.357305e-01,2.540942e+14
9,4,7.725952e+01,1.224208e+08,-6.408707e-01,6.953608e-04,3.611134e-01,2.540942e+14
10,4,7.725952e+01,1.147762e+08,-7.614238e-01,7.459927e-04,3.857777e-01,2.540942e+14
11,4,1.141691e+04,1.056937e+08,-9.015557e-01,7.963581e-04,3.924924e-01,2.540942e+14
12,4,2.487106e+08,9.493959e+07,-1.034463e+00,8.439517e-04,3.382017e-01,2.540942e+14
13,4,3.548209e+09,8.260008e+07,-1.060717e+00,8.859413e-04,1.425962e-01,2.540942e+14
14,4,6.019335e+09,6.994720e+07,-9.846336e-01,9.226186e-04,-2.821874e-02,2.540942e+14
15,4,1.560210e+09,5.820196e+07,-1.005012e+00,9.571850e-04,8.749472e-02,2.540942e+14
16,4,2.899731e+07,4.621380e+07,-1.089212e+00,9.891018e-04,1.836681e-01,2.540942e+14
17,4,4.016918e+02,3.322128e+07,-1.174035e+00,1.016182e-03,1.896263e-01,2.540942e+14
18,4,7.725952e+01,1.921696e+07,-1.237629e+00,1.036693e-03,1.492962e-01,2.540942e+14
19,4,7.725952e+01,4.454074e+06,-1.271589e+00,1.049685e-03,8.643278e-02,2.540942e+14
20,4,7.725952e+01,-1.071390e+07,-1.278969e+00,1.055046e-03,2.434093e-02,2.540942e+14
21,4,7.725952e+01,-2.596990e+07,-1.274843e+00,1.053282e-03,-1.640123e-02,2.540942e+14
22,4,7.725952e+01,-4.117668e+07,-1.258345e+00,1.044697e-03,-5.396643e-02,2.540942e+14
23,4,7.725952e+01,-5.618668e+07,-1.225300e+00,1.029555e-03,-9.161077e-02,2.540942e+14
24,4,7.725952e+01,-7.080250e+07,-1.198533e+00,1.008576e-03,-9.680527e-02,2.540942e+14
25,4,7.725952e+01,-8.509903e+07,-1.178101e+00,9.819764e-04,-1.029971e-01,2.540942e+14
26,4,7.725952e+01,-9.915185e+07,-1.145316e+00,9.494868e-04,-1.395499e-01,2.540942e+14
27,4,7.725952e+01,-1.128136e+08,-1.088822e+00,9.111160e-04,-1.973957e-01,2.540942e+14
28,4,7.725952e+01,-1.258014e+08,-1.010685e+00,8.675104e-04,-2.547446e-01,2.540942e+14
29,4,7.725952e+01,-1.378573e+08,-9.195860e-01,8.197708e-04,-2.982741e-01,2.540942e+14
30,4,7.725952e+01,-1.488264e+08,-8.204199e-01,7.691492e-04,-3.299720e-01,2.540942e+14
31,4,7.725952e+01,-1.586127e+08,-7.173796e-01,7.170454e-04,-3.498908e-01,2.540942e+14
32,4,7.725952e+01,-1.671698e+08,-6.144152e-01,6.649521e-04,-3.583301e-01,2.540942e+14
33,4,7.725952e+01,-1.744988e+08,-5.147222e-01,6.143613e-04,-3.568985e-01,2.540942e+14
34,4,7.725952e+01,-1.806386e+08,-4.204377e-01,5.666857e-04,-3.481333e-01,2.540942e+14
35,4,7.725952e+01,-1.856537e+08,-3.325500e-01,5.232157e-04,-3.350048e-01,2.540942e+14
36,4,7.725952e+01,-1.896205e+08,-2.510185e-01,4.851219e-04,-3.203972e-01,2.540942e+14
37,4,7.725952e+01,-1.926148e+08,-1.750288e-01,4.534962e-04,-3.067293e-01,2.540942e+14
38,4,7.725952e+01,-1.947026e+08,-1.032646e-01,4.294201e-04,-2.958004e-01,2.540942e+14
39,4,7.725952e+01,-1.959343e+08,-3.412550e-02,4.140463e-04,-2.888021e-01,2.540942e+14
40,4,7.725952e+01,-1.963414e+08,-5.575166e-09,4.086863e-04,-2.863986e-01,2.540942e+14
0,5,7.725952e+01,1.527522e+08,-2.314496e-02,3.673000e-04,2.797439e-01,2.540942e+14
1,5,7.725952e+01,1.524761e+08,-7.008968e-02,3.717388e-04,2.822657e-01,2.540942e+14
2,5,7.725952e+01,1.516401e+08,-1.189921e-01,3.840036e-04,2.897635e-01,2.540942e+14
3,5,7.725952e+01,1.502207e+08,-1.711214e-01,4.032052e-04,3.020158e-01,2.540942e+14
4,5,7.725952e+01,1.481795e+08,-2.276462e-01,4.285549e-04,3.185997e-01,2.540942e+14
5,5,7.725952e+01,1.454640e+08,-2.895131e-01,4.593047e-04,3.388603e-01,2.540942e+14
6,5,7.725952e+01,1.420106e+08,-3.573368e-01,4.946998e-04,3.620411e-01,2.540942e+14
7,5,7.725952e+01,1.377482e+08,-4.316772e-01,5.339605e-04,3.879616e-01,2.540942e+14
8,5,7.725952e+01,1.325990e+08,-5.148765e-01,5.763198e-04,4.189298e-01,2.540942e+14
9,5,7.725952e+01,1.264574e+08,-6.162064e-01,6.210930e-04,4.624433e-01,2.540942e+14
10,5,7.725952e+01,1.191070e+08,-7.547089e-01,6.675488e-04,5.242802e-01,2.540942e+14
11,5,-3.772050e+07,1.101046e+08,-9.552371e-01,7.143540e-04,5.930206e-01,2.540942e+14
12,5,9.056614e+09,9.870917e+07,-1.217017e+00,7.586857e-04,5.999817e-01,2.540942e+14
13,5,1.590163e+11,8.411904e+07,-1.198982e+00,7.957154e-04,1.245613e-01,2.540942e+14
14,5,2.904351e+11,6.949010e+07,-8.598053e-01,8.263434e-04,-3.673956e-01,2.540942e+14
15,5,8.198134e+10,5.901358e+07,-9.104723e-01,8.576373e-04,1.381617e-01,2.540942e+14
16,5,2.096857e+09,4.813448e+07,-1.083313e+00,8.875619e-04,3.565085e-01,2.540942e+14
17,5,4.039449e+05,3.521232e+07,-1.214365e+00,9.125511e-04,3.206792e-01,2.540942e+14
18,5,1.894542e+02,2.072693e+07,-1.300492e+00,9.307167e-04,2.354230e-01,2.540942e+14
19,5,2.773647e+03,5.214184e+06,-1.333681e+00,9.412193e-04,1.196212e-01,2.540942e+14
20,5,6.810976e+03,-1.069444e+07,-1.319711e+00,9.443382e-04,1.037114e-02,2.540942e+14
21,5,3.255943e+07,-2.643643e+07,-1.312408e+00,9.414638e-04,-2.370387e-02,2.540942e+14
22,5,1.427475e+09,-4.209131e+07,-1.295994e+00,9.328565e-04,-7.038075e-02,2.540942e+14
23,5,4.925626e+09,-5.755034e+07,-1.230500e+00,9.183671e-04,-1.571044e-01,2.540942e+14
24,5,2.615304e+09,-7.222813e+07,-1.204726e+00,8.993685e-04,-1.225800e-01,2.540942e+14
25,5,1.581670e+08,-8.659851e+07,-1.214653e+00,8.759703e-04,-9.306900e-02,2.540942e+14
26,5,1.764764e+03,-1.010873e+08,-1.203161e+00,8.471930e-04,-1.510421e-01,2.540942e+14
27,5,7.725952e+01,-1.154391e+08,-1.146171e+00,8.126418e-04,-2.543864e-01,2.540942e+14
28,5,7.725952e+01,-1.291110e+08,-1.054214e+00,7.730051e-04,-3.467008e-01,2.540942e+14
29,5,7.725952e+01,-1.416861e+08,-9.512839e-01,7.294779e-04,-4.012046e-01,2.540942e+14
30,5,7.725952e+01,-1.530333e+08,-8.403387e-01,6.831383e-04,-4.409171e-01,2.540942e+14
31,5,7.725952e+01,-1.630572e+08,-7.258189e-01,6.352924e-04,-4.644105e-01,2.540942e+14
32,5,7.725952e+01,-1.717150e+08,-6.129836e-01,5.874088e-04,-4.711655e-01,2.540942e+14
33,5,7.725952e+01,-1.790269e+08,-5.059569e-01,5.409634e-04,-4.639251e-01,2.540942e+14
34,5,7.725952e+01,-1.850622e+08,-4.073093e-01,4.973261e-04,-4.467809e-01,2.540942e+14
35,5,7.725952e+01,-1.899207e+08,-3.179423e-01,4.576992e-04,-4.243719e-01,2.540942e+14
36,5,7.725952e+01,-1.937132e+08,-2.373506e-01,4.231208e-04,-4.009889e-01,2.540942e+14
37,5,7.725952e+01,-1.965444e+08,-1.640999e-01,3.945213e-04,-3.799799e-01,2.540942e+14
38,5,7.725952e+01,-1.985019e+08,-9.626626e-02,3.728086e-04,-3.636341e-01,2.540942e+14
39,5,7.725952e+01,-1.996502e+08,-3.172207e-02,3.589635e-04,-3.533463e-01,2.540942e+14
40,5,7.725952e+01,-2.000286e+08,-5.575166e-09,3.541381e-04,-3.498428e-01,2.540942e+14
0,6,7.725952e+01,1.558182e+08,-2.062318e-02,3.094998e-04,3.209903e-01,2.540942e+14
1,6,7.725952e+01,1.555722e+08,-6.259189e-02,3.133611e-04,3.242344e-01,2.540942e+14
2,6,7.725952e+01,1.548256e+08,-1.067398e-01,3.240217e-04,3.339114e-01,2.540942e+14
3,6,7.725952e+01,1.535524e+08,-1.545374e-01,3.407225e-04,3.498134e-01,2.540942e+14
4,6,7.725952e+01,1.517090e+08,-2.073857e-01,3.627996e-04,3.714480e-01,2.540942e+14
5,6,7.725952e+01,1.492352e+08,-2.663322e-01,3.896137e-04,3.978069e-01,2.540942e+14
6,6,7.725952e+01,1.460583e+08,-3.314164e-01,4.204792e-04,4.271253e-01,2.540942e+14
7,6,3.371724e+02,1.421050e+08,-4.007090e-01,4.546194e-04,4.572542e-01,2.540942e+14
8,6,1.380716e+04,1.373252e+08,-4.713630e-01,4.912266e-04,4.895838e-01,2.540942e+14
9,6,5.228979e+04,1.317027e+08,-5.543695e-01,5.297376e-04,5.454498e-01,2.540942e+14
10,6,3.045348e+04,1.250899e+08,-6.859642e-01,5.698877e-04,6.558750e-01,2.540942e+14
11,6,-4.235680e+08,1.169075e+08,-9.218797e-01,6.109425e-04,8.289360e-01,2.540942e+14
