i,j,rhs_decompose,sol_decompose,rhs_Ax,sol_Ax,rhs_Ay,sol_Ay
20,33,-2.219710e+10,6.549774e+06,-1.399983e+00,6.960519e-04,-3.540635e-01,2.540942e+14
21,33,2.864862e+11,-1.435435e+07,-1.054734e+00,6.964348e-04,7.473508e-02,2.540942e+14
22,33,5.683397e+11,-3.573140e+07,-1.274390e+00,6.940157e-04,1.410045e-01,2.540942e+14
23,33,2.094118e+11,-5.534426e+07,-1.567464e+00,6.857611e-04,-5.001098e-02,2.540942e+14
24,33,4.143342e+11,-7.971158e+07,-1.462290e+00,6.700407e-04,3.225346e-01,2.540942e+14
25,33,2.612025e+11,-1.003594e+08,-1.460384e+00,6.502710e-04,4.461553e-01,2.540942e+14
26,33,1.029537e+11,-1.182143e+08,-1.481539e+00,6.263745e-04,4.769165e-01,2.540942e+14
27,33,2.521318e+11,-1.366826e+08,-1.311139e+00,5.968165e-04,6.737772e-01,2.540942e+14
28,33,4.260168e+11,-1.546365e+08,-9.614357e-01,5.620419e-04,8.987862e-01,2.540942e+14
29,33,1.652534e+11,-1.672945e+08,-9.118212e-01,5.262274e-04,8.250335e-01,2.540942e+14
30,33,1.574177e+11,-1.784924e+08,-6.779398e-01,4.879185e-04,8.471762e-01,2.540942e+14
31,33,7.021500e+10,-1.868384e+08,-4.974969e-01,4.495309e-04,8.087184e-01,2.540942e+14
32,33,3.877629e+09,-1.928095e+08,-4.088484e-01,4.128578e-04,7.239709e-01,2.540942e+14
33,33,7.269646e+06,-1.976866e+08,-3.252451e-01,3.783618e-04,6.605225e-01,2.540942e+14
34,33,6.522822e+02,-2.015662e+08,-2.501019e-01,3.468333e-04,6.059840e-01,2.540942e+14
35,33,7.725952e+01,-2.045495e+08,-1.866705e-01,3.190172e-04,5.565942e-01,2.540942e+14
36,33,7.725952e+01,-2.067762e+08,-1.343060e-01,2.954302e-04,5.134800e-01,2.540942e+14
37,33,7.725952e+01,-2.083783e+08,-9.042703e-02,2.764231e-04,4.785511e-01,2.540942e+14
38,33,7.725952e+01,-2.094569e+08,-5.217859e-02,2.623089e-04,4.530899e-01,2.540942e+14
39,33,7.725952e+01,-2.100793e+08,-1.706061e-02,2.534668e-04,4.376886e-01,2.540942e+14
40,33,7.725952e+01,-2.102828e+08,-5.575166e-09,2.504181e-04,4.325424e-01,2.540942e+14
0,34,7.725952e+01,1.588745e+08,-1.480921e-02,2.859691e-04,-2.584833e-01,2.540942e+14
1,34,7.725952e+01,1.586979e+08,-4.488626e-02,2.893077e-04,-2.618104e-01,2.540942e+14
2,34,7.725952e+01,1.581625e+08,-7.639459e-02,2.986779e-04,-2.718516e-01,2.540942e+14
3,34,7.725952e+01,1.572512e+08,-1.104896e-01,3.135965e-04,-2.887760e-01,2.540942e+14
4,34,7.725952e+01,1.559332e+08,-1.486893e-01,3.337141e-04,-3.128156e-01,2.540942e+14
5,34,7.725952e+01,1.541596e+08,-1.931424e-01,3.587887e-04,-3.441471e-01,2.540942e+14
6,34,7.725952e+01,1.518558e+08,-2.469739e-01,3.886490e-04,-3.826190e-01,2.540942e+14
7,34,7.725952e+01,1.489098e+08,-3.144780e-01,4.231209e-04,-4.271893e-01,2.540942e+14
8,34,7.725952e+01,1.451586e+08,-4.002999e-01,4.618851e-04,-4.750053e-01,2.540942e+14
9,34,7.725952e+01,1.403836e+08,-5.061152e-01,5.042600e-04,-5.205976e-01,2.540942e+14
10,34,7.725952e+01,1.343465e+08,-6.275634e-01,5.490732e-04,-5.570234e-01,2.540942e+14
11,34,7.725952e+01,1.268607e+08,-7.606915e-01,5.948394e-04,-5.792230e-01,2.540942e+14
12,34,7.725952e+01,1.177869e+08,-9.009423e-01,6.398850e-04,-5.822804e-01,2.540942e+14
13,34,7.725952e+01,1.070401e+08,-1.026664e+00,6.823539e-04,-5.601854e-01,2.540942e+14
14,34,7.725952e+01,9.479372e+07,-1.122064e+00,7.209064e-04,-5.186434e-01,2.540942e+14
15,34,7.725952e+01,8.140934e+07,-1.188492e+00,7.550869e-04,-4.719701e-01,2.540942e+14
16,34,7.715273e+01,6.723258e+07,-1.240478e+00,7.852474e-04,-4.337536e-01,2.540942e+14
17,34,7.864078e+05,5.243570e+07,-1.317308e+00,8.120772e-04,-4.112895e-01,2.540942e+14
18,34,7.949605e+07,3.672238e+07,-1.432994e+00,8.350951e-04,-3.867987e-01,2.540942e+14
19,34,-4.392419e+08,1.962911e+07,-1.555443e+00,8.524303e-04,-3.328997e-01,2.540942e+14
20,34,1.779194e+10,1.046512e+06,-1.671385e+00,8.624051e-04,-2.381215e-01,2.540942e+14
21,34,1.960339e+11,-1.944887e+07,-1.551948e+00,8.636746e-04,-4.470136e-02,2.540942e+14
22,34,2.165537e+11,-3.913722e+07,-1.486609e+00,8.591228e-04,7.566462e-02,2.540942e+14
23,34,5.364087e+10,-5.728496e+07,-1.633246e+00,8.491483e-04,9.662672e-02,2.540942e+14
24,34,3.287575e+10,-7.689516e+07,-1.553920e+00,8.309030e-04,2.432086e-01,2.540942e+14
25,34,9.954803e+09,-9.549656e+07,-1.460863e+00,8.062323e-04,3.530982e-01,2.540942e+14
26,34,4.619211e+09,-1.129271e+08,-1.418641e+00,7.759731e-04,4.346939e-01,2.540942e+14
27,34,3.625371e+10,-1.298690e+08,-1.294888e+00,7.393780e-04,5.500251e-01,2.540942e+14
28,34,4.890995e+10,-1.453792e+08,-1.053139e+00,6.972278e-04,6.570370e-01,2.540942e+14
29,34,1.116728e+10,-1.579736e+08,-9.019093e-01,6.527777e-04,6.738035e-01,2.540942e+14
30,34,3.107932e+09,-1.687338e+08,-7.342148e-01,6.066317e-04,6.794818e-01,2.540942e+14
31,34,1.179480e+09,-1.774919e+08,-5.829659e-01,5.605866e-04,6.574694e-01,2.540942e+14
32,34,4.656194e+07,-1.844458e+08,-4.722145e-01,5.163013e-04,6.132195e-01,2.540942e+14
33,34,3.899967e+03,-1.900785e+08,-3.797836e-01,4.746584e-04,5.680916e-01,2.540942e+14
34,34,7.725952e+01,-1.946087e+08,-2.994917e-01,4.364690e-04,5.256922e-01,2.540942e+14
35,34,7.725952e+01,-1.981812e+08,-2.297847e-01,4.024906e-04,4.868871e-01,2.540942e+14
36,34,7.725952e+01,-2.009221e+08,-1.692349e-01,3.733684e-04,4.529302e-01,2.540942e+14
37,34,7.725952e+01,-2.029408e+08,-1.158883e-01,3.496582e-04,4.252046e-01,2.540942e+14
38,34,7.725952e+01,-2.043232e+08,-6.757986e-02,3.319015e-04,4.047814e-01,2.540942e+14
39,34,7.725952e+01,-2.051293e+08,-2.220674e-02,3.207087e-04,3.923154e-01,2.540942e+14
40,34,7.725952e+01,-2.053942e+08,-5.575166e-09,3.168364e-04,3.881290e-01,2.540942e+14
0,35,7.725952e+01,1.555204e+08,-1.813625e-02,3.458571e-04,-2.222108e-01,2.540942e+14
1,35,7.725952e+01,1.553040e+08,-5.492754e-02,3.498563e-04,-2.250191e-01,2.540942e+14
2,35,7.725952e+01,1.546488e+08,-9.331900e-02,3.610495e-04,-2.334602e-01,2.540942e+14
3,35,7.725952e+01,1.535357e+08,-1.345291e-01,3.788030e-04,-2.475659e-01,2.540942e+14
4,35,7.725952e+01,1.519310e+08,-1.800209e-01,4.026132e-04,-2.673238e-01,2.540942e+14
5,35,7.725952e+01,1.497836e+08,-2.316142e-01,4.320646e-04,-2.925538e-01,2.540942e+14
6,35,7.725952e+01,1.470208e+08,-2.915442e-01,4.667759e-04,-3.226890e-01,2.540942e+14
7,35,7.725952e+01,1.435432e+08,-3.622940e-01,5.063222e-04,-3.564395e-01,2.540942e+14
8,35,7.725952e+01,1.392216e+08,-4.458922e-01,5.501245e-04,-3.914071e-01,2.540942e+14
9,35,7.725952e+01,1.339029e+08,-5.425410e-01,5.973286e-04,-4.239488e-01,2.540942e+14
10,35,7.725952e+01,1.274312e+08,-6.497630e-01,6.467517e-04,-4.498014e-01,2.540942e+14
11,35,7.725952e+01,1.196806e+08,-7.637489e-01,6.969605e-04,-4.652371e-01,2.540942e+14
12,35,7.725952e+01,1.105704e+08,-8.788472e-01,7.463770e-04,-4.671820e-01,2.540942e+14
13,35,7.725952e+01,1.000872e+08,-9.851216e-01,7.934142e-04,-4.539109e-01,2.540942e+14
14,35,7.725952e+01,8.833626e+07,-1.075391e+00,8.368342e-04,-4.283744e-01,2.540942e+14
15,35,7.725952e+01,7.550861e+07,-1.150275e+00,8.759717e-04,-3.970857e-01,2.540942e+14
16,35,7.725952e+01,6.178771e+07,-1.218014e+00,9.106594e-04,-3.660145e-01,2.540942e+14
17,35,7.725952e+01,4.725880e+07,-1.292817e+00,9.408529e-04,-3.364866e-01,2.540942e+14
18,35,5.555232e+01,3.183761e+07,-1.379117e+00,9.659516e-04,-3.004990e-01,2.540942e+14
19,35,6.783500e+06,1.538700e+07,-1.465924e+00,9.846768e-04,-2.460923e-01,2.540942e+14
20,35,1.305530e+09,-2.099166e+06,-1.538230e+00,9.956787e-04,-1.658157e-01,2.540942e+14
21,35,7.782498e+09,-2.044957e+07,-1.527146e+00,9.979371e-04,-5.578528e-02,2.540942e+14
22,35,6.674717e+09,-3.866980e+07,-1.488142e+00,9.924875e-04,3.666080e-02,2.540942e+14
23,35,8.058186e+08,-5.642217e+07,-1.495885e+00,9.799752e-04,1.043694e-01,2.540942e+14
24,35,2.895348e+07,-7.426566e+07,-1.449490e+00,9.593427e-04,1.968139e-01,2.540942e+14
25,35,5.489648e+06,-9.155570e+07,-1.379676e+00,9.312603e-04,2.832843e-01,2.540942e+14
26,35,7.771791e+06,-1.080130e+08,-1.305113e+00,8.964419e-04,3.601310e-01,2.540942e+14
27,35,7.298507e+07,-1.235809e+08,-1.193305e+00,8.551221e-04,4.382165e-01,2.540942e+14
28,35,9.168690e+07,-1.378150e+08,-1.038908e+00,8.083853e-04,5.026403e-01,2.540942e+14
29,35,1.696325e+07,-1.502075e+08,-8.963575e-01,7.584761e-04,5.312529e-01,2.540942e+14
30,35,1.500021e+05,-1.608996e+08,-7.562400e-01,7.068886e-04,5.393643e-01,2.540942e+14
31,35,7.725952e+01,-1.699203e+08,-6.272177e-01,6.553082e-04,5.284470e-01,2.540942e+14
32,35,7.725952e+01,-1.774020e+08,-5.173424e-01,6.052970e-04,5.033442e-01,2.540942e+14
33,35,7.725952e+01,-1.835730e+08,-4.221829e-01,5.580070e-04,4.729320e-01,2.540942e+14
34,35,7.725952e+01,-1.886090e+08,-3.382969e-01,5.144064e-04,4.418062e-01,2.540942e+14
35,35,7.725952e+01,-1.926443e+08,-2.637416e-01,4.753633e-04,4.123318e-01,2.540942e+14
36,35,7.725952e+01,-1.957903e+08,-1.969605e-01,4.416637e-04,3.861492e-01,2.540942e+14
37,35,7.725952e+01,-1.981397e+08,-1.363115e-01,4.140424e-04,3.645555e-01,2.540942e+14
38,35,7.725952e+01,-1.997657e+08,-8.004580e-02,3.932406e-04,3.485157e-01,2.540942e+14
39,35,7.725952e+01,-2.007205e+08,-2.639322e-02,3.800749e-04,3.386629e-01,2.540942e+14
40,35,7.725952e+01,-2.010353e+08,-5.575166e-09,3.755101e-04,3.353426e-01,2.540942e+14
0,36,7.725952e+01,1.525989e+08,-2.094447e-02,3.972931e-04,-1.803219e-01,2.540942e+14
1,36,7.725952e+01,1.523490e+08,-6.336865e-02,4.018377e-04,-1.825949e-01,2.540942e+14
2,36,7.725952e+01,1.515932e+08,-1.074248e-01,4.145278e-04,-1.894041e-01,2.540942e+14
3,36,7.725952e+01,1.503117e+08,-1.542870e-01,4.345895e-04,-2.007037e-01,2.540942e+14
4,36,7.725952e+01,1.484714e+08,-2.052508e-01,4.613707e-04,-2.163600e-01,2.540942e+14
5,36,7.725952e+01,1.460230e+08,-2.617494e-01,4.942903e-04,-2.360552e-01,2.540942e+14
6,36,7.725952e+01,1.429008e+08,-3.252948e-01,5.327793e-04,-2.591436e-01,2.540942e+14
7,36,7.725952e+01,1.390206e+08,-3.972616e-01,5.762102e-04,-2.844728e-01,2.540942e+14
8,36,7.725952e+01,1.342819e+08,-4.784339e-01,6.238148e-04,-3.102348e-01,2.540942e+14
9,36,7.725952e+01,1.285750e+08,-5.683936e-01,6.746149e-04,-3.339891e-01,2.540942e+14
10,36,7.725952e+01,1.217950e+08,-6.651987e-01,7.274005e-04,-3.529963e-01,2.540942e+14
11,36,7.725952e+01,1.138602e+08,-7.656938e-01,7.807804e-04,-3.647420e-01,2.540942e+14
12,36,7.725952e+01,1.047268e+08,-8.655761e-01,8.332772e-04,-3.672996e-01,2.540942e+14
13,36,7.725952e+01,9.440184e+07,-9.595851e-01,8.834636e-04,-3.599021e-01,2.540942e+14
14,36,7.725952e+01,8.295557e+07,-1.044102e+00,9.301598e-04,-3.438575e-01,2.540942e+14
15,36,7.725952e+01,7.050114e+07,-1.119204e+00,9.725493e-04,-3.219838e-01,2.540942e+14
16,36,7.725952e+01,5.715087e+07,-1.188486e+00,1.010115e-03,-2.967321e-01,2.540942e+14
17,36,7.725952e+01,4.297417e+07,-1.256830e+00,1.042403e-03,-2.681434e-01,2.540942e+14
18,36,7.725952e+01,2.798226e+07,-1.324710e+00,1.068704e-03,-2.326184e-01,2.540942e+14
19,36,7.725952e+01,1.218063e+07,-1.385656e+00,1.087998e-03,-1.851468e-01,2.540942e+14
20,36,7.725952e+01,-4.347968e+06,-1.428354e+00,1.099241e-03,-1.231171e-01,2.540942e+14
21,36,7.725952e+01,-2.138589e+07,-1.435025e+00,1.101729e-03,-4.911414e-02,2.540942e+14
22,36,7.725952e+01,-3.850340e+07,-1.420539e+00,1.095711e-03,2.217504e-02,2.540942e+14
23,36,7.725952e+01,-5.544810e+07,-1.403443e+00,1.081525e-03,8.727341e-02,2.540942e+14
24,36,7.725952e+01,-7.218889e+07,-1.363020e+00,1.058995e-03,1.563904e-01,2.540942e+14
25,36,7.725952e+01,-8.844748e+07,-1.302830e+00,1.028532e-03,2.230940e-01,2.540942e+14
26,36,7.725952e+01,-1.039881e+08,-1.227028e+00,9.907843e-04,2.843293e-01,2.540942e+14
27,36,7.725952e+01,-1.186245e+08,-1.128881e+00,9.464504e-04,3.400697e-01,2.540942e+14
28,36,7.725952e+01,-1.320902e+08,-1.010296e+00,8.967426e-04,3.840548e-01,2.540942e+14
29,36,7.725952e+01,-1.441414e+08,-8.882462e-01,8.434441e-04,4.092036e-01,2.540942e+14
30,36,7.725952e+01,-1.547367e+08,-7.671572e-01,7.882323e-04,4.182752e-01,2.540942e+14
31,36,7.725952e+01,-1.638877e+08,-6.523204e-01,7.327804e-04,4.136103e-01,2.540942e+14
32,36,7.725952e+01,-1.716688e+08,-5.477546e-01,6.786381e-04,3.987784e-01,2.540942e+14
33,36,7.725952e+01,-1.782026e+08,-4.533087e-01,6.271118e-04,3.784861e-01,2.540942e+14
34,36,7.725952e+01,-1.836098e+08,-3.677712e-01,5.793286e-04,3.562687e-01,2.540942e+14
35,36,7.725952e+01,-1.879967e+08,-2.899241e-01,5.362991e-04,3.344847e-01,2.540942e+14
36,36,7.725952e+01,-1.914551e+08,-2.185542e-01,4.989567e-04,3.147793e-01,2.540942e+14
37,36,7.725952e+01,-1.940620e+08,-1.523513e-01,4.681995e-04,2.983526e-01,2.540942e+14
38,36,7.725952e+01,-1.958793e+08,-8.989861e-02,4.449426e-04,2.860630e-01,2.540942e+14
39,36,7.725952e+01,-1.969517e+08,-2.971355e-02,4.301804e-04,2.784778e-01,2.540942e+14
40,36,7.725952e+01,-1.973061e+08,-5.575166e-09,4.250543e-04,2.759155e-01,2.540942e+14
0,37,7.725952e+01,1.501770e+08,-2.321746e-02,4.391164e-04,-1.338870e-01,2.540942e+14
1,37,7.725952e+01,1.499001e+08,-7.017783e-02,4.440894e-04,-1.356345e-01,2.540942e+14
2,37,7.725952e+01,1.490630e+08,-1.187244e-01,4.579489e-04,-1.408575e-01,2.540942e+14
3,37,7.725952e+01,1.476468e+08,-1.699432e-01,4.797994e-04,-1.494849e-01,2.540942e+14
4,37,7.725952e+01,1.456196e+08,-2.249460e-01,5.088585e-04,-1.613572e-01,2.540942e+14
5,37,7.725952e+01,1.429364e+08,-2.848379e-01,5.444026e-04,-1.761633e-01,2.540942e+14
6,37,7.725952e+01,1.395388e+08,-3.506240e-01,5.857087e-04,-1.933575e-01,2.540942e+14
7,37,7.725952e+01,1.353564e+08,-4.230236e-01,6.319926e-04,-2.120731e-01,2.540942e+14
8,37,7.725952e+01,1.303104e+08,-5.021882e-01,6.823486e-04,-2.310703e-01,2.540942e+14
9,37,7.725952e+01,1.243201e+08,-5.874008e-01,7.357060e-04,-2.487765e-01,2.540942e+14
10,37,7.725952e+01,1.173134e+08,-6.769444e-01,7.908249e-04,-2.634527e-01,2.540942e+14
11,37,7.725952e+01,1.092386e+08,-7.682514e-01,8.463409e-04,-2.734350e-01,2.540942e+14
12,37,7.725952e+01,1.000746e+08,-8.581786e-01,9.008485e-04,-2.773724e-01,2.540942e+14
13,37,7.725952e+01,8.983791e+07,-9.435405e-01,9.530135e-04,-2.745402e-01,2.540942e+14
14,37,7.725952e+01,7.858302e+07,-1.022228e+00,1.001689e-03,-2.651697e-01,2.540942e+14
15,37,7.725952e+01,6.638951e+07,-1.093952e+00,1.045970e-03,-2.502598e-01,2.540942e+14
16,37,7.725952e+01,5.334045e+07,-1.159898e+00,1.085138e-03,-2.307869e-01,2.540942e+14
17,37,7.725952e+01,3.950477e+07,-1.221304e+00,1.118519e-03,-2.067365e-01,2.540942e+14
18,37,7.725952e+01,2.493661e+07,-1.277238e+00,1.145344e-03,-1.766843e-01,2.540942e+14
19,37,7.725952e+01,9.701244e+06,-1.323626e+00,1.164731e-03,-1.387596e-01,2.540942e+14
20,37,7.725952e+01,-6.087444e+06,-1.354351e+00,1.175848e-03,-9.239171e-02,2.540942e+14
21,37,7.725952e+01,-2.224264e+07,-1.363736e+00,1.178149e-03,-3.972924e-02,2.540942e+14
22,37,7.725952e+01,-3.850977e+07,-1.355441e+00,1.171591e-03,1.388010e-02,2.540942e+14
23,37,7.725952e+01,-5.467797e+07,-1.334327e+00,1.156333e-03,6.615880e-02,2.540942e+14
24,37,7.725952e+01,-7.059430e+07,-1.296316e+00,1.132504e-03,1.183801e-01,2.540942e+14
25,37,7.725952e+01,-8.605722e+07,-1.241594e+00,1.100519e-03,1.683719e-01,2.540942e+14
26,37,7.725952e+01,-1.008674e+08,-1.171288e+00,1.061037e-03,2.140225e-01,2.540942e+14
27,37,7.725952e+01,-1.148390e+08,-1.084896e+00,1.014931e-03,2.536781e-01,2.540942e+14
28,37,7.725952e+01,-1.277800e+08,-9.851467e-01,9.634333e-04,2.843055e-01,2.540942e+14
29,37,7.725952e+01,-1.395312e+08,-8.791746e-01,9.081190e-04,3.032315e-01,2.540942e+14
30,37,7.725952e+01,-1.500183e+08,-7.718222e-01,8.506372e-04,3.109228e-01,2.540942e+14
31,37,7.725952e+01,-1.592249e+08,-6.671523e-01,7.926348e-04,3.089404e-01,2.540942e+14
32,37,7.725952e+01,-1.671829e+08,-5.680469e-01,7.356692e-04,2.996731e-01,2.540942e+14
33,37,7.725952e+01,-1.739588e+08,-4.755261e-01,6.811406e-04,2.859653e-01,2.540942e+14
34,37,7.725952e+01,-1.796310e+08,-3.895552e-01,6.303031e-04,2.702979e-01,2.540942e+14
35,37,7.725952e+01,-1.842778e+08,-3.096295e-01,5.842996e-04,2.545589e-01,2.540942e+14
36,37,7.725952e+01,-1.879711e+08,-2.349810e-01,5.442007e-04,2.401308e-01,2.540942e+14
37,37,7.725952e+01,-1.907741e+08,-1.646410e-01,5.110475e-04,2.280127e-01,2.540942e+14
38,37,7.725952e+01,-1.927380e+08,-9.748375e-02,4.859022e-04,2.189057e-01,2.540942e+14
39,37,7.725952e+01,-1.939008e+08,-3.227590e-02,4.699069e-04,2.132700e-01,2.540942e+14
40,37,7.725952e+01,-1.942858e+08,-5.575166e-09,4.643464e-04,2.113637e-01,2.540942e+14
0,38,7.725952e+01,1.483091e+08,-2.496496e-02,4.704133e-04,-8.395708e-02,2.540942e+14
1,38,7.725952e+01,1.480113e+08,-7.540079e-02,4.757002e-04,-8.519868e-02,2.540942e+14
2,38,7.725952e+01,1.471119e+08,-1.273519e-01,4.904107e-04,-8.890638e-02,2.540942e+14
3,38,7.725952e+01,1.455928e+08,-1.818155e-01,5.135522e-04,-9.502131e-02,2.540942e+14
4,38,7.725952e+01,1.434240e+08,-2.397521e-01,5.442378e-04,-1.034206e-01,2.540942e+14
5,38,7.725952e+01,1.405642e+08,-3.020322e-01,5.816318e-04,-1.138831e-01,2.540942e+14
6,38,7.725952e+01,1.369614e+08,-3.693396e-01,6.248946e-04,-1.260502e-01,2.540942e+14
7,38,7.725952e+01,1.325558e+08,-4.420208e-01,6.731277e-04,-1.393919e-01,2.540942e+14
8,38,7.725952e+01,1.272832e+08,-5.198944e-01,7.253262e-04,-1.531966e-01,2.540942e+14
9,38,7.725952e+01,1.210817e+08,-6.020770e-01,7.803503e-04,-1.665939e-01,2.540942e+14
10,38,7.725952e+01,1.138999e+08,-6.869267e-01,8.369288e-04,-1.786029e-01,2.540942e+14
11,38,7.725952e+01,1.057060e+08,-7.721888e-01,8.937035e-04,-1.881730e-01,2.540942e+14
12,38,7.725952e+01,9.649509e+07,-8.553463e-01,9.493080e-04,-1.942149e-01,2.540942e+14
13,38,7.725952e+01,8.629220e+07,-9.341699e-01,1.002464e-03,-1.957165e-01,2.540942e+14
14,38,7.725952e+01,7.514909e+07,-1.007318e+00,1.052058e-03,-1.920213e-01,2.540942e+14
15,38,7.725952e+01,6.313343e+07,-1.074479e+00,1.097156e-03,-1.830988e-01,2.540942e+14
16,38,7.725952e+01,5.031665e+07,-1.135847e+00,1.136948e-03,-1.694192e-01,2.540942e+14
17,38,7.725952e+01,3.676785e+07,-1.191252e+00,1.170660e-03,-1.513313e-01,2.540942e+14
18,38,7.725952e+01,2.255816e+07,-1.239314e+00,1.197492e-03,-1.286228e-01,2.540942e+14
19,38,7.725952e+01,7.775178e+06,-1.277258e+00,1.216643e-03,-1.008155e-01,2.540942e+14
20,38,7.725952e+01,-7.460418e+06,-1.301689e+00,1.227411e-03,-6.796090e-02,2.540942e+14
21,38,7.725952e+01,-2.298743e+07,-1.310127e+00,1.229337e-03,-3.129121e-02,2.540942e+14
22,38,7.725952e+01,-3.861510e+07,-1.303162e+00,1.222286e-03,6.915810e-03,2.540942e+14
23,38,7.725952e+01,-5.415969e+07,-1.282105e+00,1.206352e-03,4.510159e-02,2.540942e+14
24,38,7.725952e+01,-6.945310e+07,-1.246324e+00,1.181763e-03,8.259935e-02,2.540942e+14
25,38,7.725952e+01,-8.431972e+07,-1.195944e+00,1.148964e-03,1.179912e-01,2.540942e+14
26,38,7.725952e+01,-9.858537e+07,-1.131632e+00,1.108630e-03,1.497108e-01,2.540942e+14
27,38,7.725952e+01,-1.120839e+08,-1.054268e+00,1.061680e-03,1.763147e-01,2.540942e+14
28,38,7.725952e+01,-1.246596e+08,-9.662207e-01,1.009312e-03,1.962577e-01,2.540942e+14
29,38,7.725952e+01,-1.361850e+08,-8.714834e-01,9.529823e-04,2.084942e-01,2.540942e+14
30,38,7.725952e+01,-1.465804e+08,-7.738045e-01,8.942670e-04,2.132439e-01,2.540942e+14
31,38,7.725952e+01,-1.558106e+08,-6.764196e-01,8.347738e-04,2.115555e-01,2.540942e+14
32,38,7.725952e+01,-1.638792e+08,-5.817547e-01,7.760621e-04,2.050083e-01,2.540942e+14
33,38,7.725952e+01,-1.708186e+08,-4.911936e-01,7.195903e-04,1.954042e-01,2.540942e+14
34,38,7.725952e+01,-1.766777e+08,-4.052942e-01,6.667044e-04,1.843984e-01,2.540942e+14
35,38,7.725952e+01,-1.815122e+08,-3.240576e-01,6.186547e-04,1.733223e-01,2.540942e+14
36,38,7.725952e+01,-1.853777e+08,-2.470991e-01,5.766246e-04,1.631724e-01,2.540942e+14
37,38,7.725952e+01,-1.883252e+08,-1.737479e-01,5.417715e-04,1.546614e-01,2.540942e+14
38,38,7.725952e+01,-1.903977e+08,-1.031195e-01,5.152748e-04,1.482774e-01,2.540942e+14
39,38,7.725952e+01,-1.916277e+08,-3.418217e-02,4.983918e-04,1.443326e-01,2.540942e+14
40,38,7.725952e+01,-1.920355e+08,-5.575166e-09,4.925175e-04,1.429994e-01,2.540942e+14
0,39,7.725952e+01,1.470367e+08,-2.620656e-02,4.905123e-04,2.270986e-02,2.540942e+14
1,39,7.725952e+01,1.467241e+08,-7.910850e-02,4.960024e-04,2.270986e-02,2.540942e+14
2,39,7.725952e+01,1.457805e+08,-1.334668e-01,5.112576e-04,2.270986e-02,2.540942e+14
3,39,7.725952e+01,1.441884e+08,-1.902148e-01,5.352156e-04,2.270986e-02,2.540942e+14
4,39,7.725952e+01,1.419195e+08,-2.502147e-01,5.669148e-04,2.270986e-02,2.540942e+14
5,39,7.725952e+01,1.389348e+08,-3.141992e-01,6.054415e-04,2.270986e-02,2.540942e+14
6,39,7.725952e+01,1.351870e+08,-3.826813e-01,6.498768e-04,2.270986e-02,2.540942e+14
7,39,7.725952e+01,1.306222e+08,-4.558254e-01,6.992468e-04,2.270986e-02,2.540942e+14
8,39,7.725952e+01,1.251850e+08,-5.332918e-01,7.524810e-04,2.270986e-02,2.540942e+14
9,39,7.725952e+01,1.188236e+08,-6.140860e-01,8.083883e-04,2.270986e-02,2.540942e+14
10,39,7.725952e+01,1.114986e+08,-6.964968e-01,8.656634e-04,2.270986e-02,2.540942e+14
11,39,7.725952e+01,1.031905e+08,-7.782307e-01,9.229314e-04,2.270986e-02,2.540942e+14
12,39,7.725952e+01,9.390753e+07,-8.568480e-01,9.788325e-04,2.270986e-02,2.540942e+14
13,39,7.725952e+01,8.368674e+07,-9.304747e-01,1.032122e-03,2.270986e-02,2.540942e+14
14,39,7.725952e+01,7.258770e+07,-9.983959e-01,1.081740e-03,2.270986e-02,2.540942e+14
15,39,7.725952e+01,6.067847e+07,-1.060800e+00,1.126786e-03,2.270986e-02,2.540942e+14
16,39,7.725952e+01,4.802486e+07,-1.117759e+00,1.166443e-03,2.270986e-02,2.540942e+14
17,39,7.725952e+01,3.469182e+07,-1.168544e+00,1.199898e-03,2.270986e-02,2.540942e+14
18,39,7.725952e+01,2.075301e+07,-1.211507e+00,1.226339e-03,2.270986e-02,2.540942e+14
19,39,7.725952e+01,6.301722e+06,-1.244403e+00,1.245005e-03,2.270986e-02,2.540942e+14
20,39,7.725952e+01,-8.541971e+06,-1.265019e+00,1.255274e-03,2.270986e-02,2.540942e+14
21,39,7.725952e+01,-2.363158e+07,-1.271920e+00,1.256747e-03,2.270986e-02,2.540942e+14
22,39,7.725952e+01,-3.880350e+07,-1.264977e+00,1.249285e-03,2.270986e-02,2.540942e+14
23,39,7.725952e+01,-5.389260e+07,-1.244607e+00,1.232972e-03,2.270986e-02,2.540942e+14
24,39,7.725952e+01,-6.873873e+07,-1.210933e+00,1.208073e-03,2.270986e-02,2.540942e+14
25,39,7.725952e+01,-8.318317e+07,-1.164224e+00,1.175044e-03,2.270986e-02,2.540942e+14
26,39,7.725952e+01,-9.707046e+07,-1.105028e+00,1.134551e-03,2.270986e-02,2.540942e+14
27,39,7.725952e+01,-1.102516e+08,-1.034326e+00,1.087488e-03,2.270986e-02,2.540942e+14
28,39,7.725952e+01,-1.225894e+08,-9.539841e-01,1.034998e-03,2.270986e-02,2.540942e+14
29,39,7.725952e+01,-1.339689e+08,-8.667337e-01,9.784439e-04,2.270986e-02,2.540942e+14
30,39,7.725952e+01,-1.443076e+08,-7.754928e-01,9.193296e-04,2.270986e-02,2.540942e+14
31,39,7.725952e+01,-1.535580e+08,-6.829668e-01,8.592206e-04,2.270986e-02,2.540942e+14
