cycle,time,phi[ngx/4 ngy/2],Ex[ngx/4 ngy/2],Ey[ngx/4 ngy/2]
558160,2.7908e-06,6.378289e-01,5.880026e-01,2.274013e-01
558180,2.7909e-06,6.399211e-01,8.394014e-01,3.725900e-01
558200,2.791e-06,6.491562e-01,5.960378e-01,5.418571e-01
558220,2.7911e-06,6.461418e-01,5.478587e-01,4.701825e-01
558240,2.7912e-06,6.335335e-01,7.961304e-01,4.784535e-01
558260,2.7913e-06,6.392639e-01,6.336620e-01,6.639033e-01
558280,2.7914e-06,6.408287e-01,7.084770e-01,2.469563e-01
558300,2.7915e-06,6.358287e-01,6.340221e-01,4.498548e-01
558320,2.7916e-06,6.297554e-01,5.198486e-01,5.420198e-01
558340,2.7917e-06,6.344610e-01,7.366107e-01,5.665314e-01
558360,2.7918e-06,6.315036e-01,7.004543e-01,2.918633e-01
558380,2.7919e-06,6.258891e-01,6.977510e-01,3.059877e-01
558400,2.792e-06,6.325874e-01,6.231916e-01,3.368532e-01
558420,2.7921e-06,6.276960e-01,7.267926e-01,3.251718e-01
558440,2.7922e-06,6.386775e-01,7.021626e-01,2.903327e-01
558460,2.7923e-06,6.380008e-01,7.648374e-01,5.628924e-01
558480,2.7924e-06,6.277949e-01,6.047270e-01,3.608352e-01
558500,2.7925e-06,6.263953e-01,9.511071e-01,4.755234e-01
558520,2.7926e-06,6.344979e-01,8.012590e-01,6.309200e-01
558540,2.7927e-06,6.326529e-01,5.400934e-01,2.140305e-01
558560,2.7928e-06,6.322406e-01,7.090124e-01,2.915843e-01
558580,2.7929e-06,6.338698e-01,7.900091e-01,4.290256e-01
558600,2.793e-06,6.334123e-01,6.176162e-01,9.495682e-02
558620,2.7931e-06,6.276960e-01,8.497482e-01,5.251174e-01
558640,2.7932e-06,6.366512e-01,6.755254e-01,5.228217e-01
558660,2.7933e-06,6.417277e-01,6.979353e-01,4.689540e-01
558680,2.7934e-06,6.365023e-01,6.232665e-01,4.547679e-01
558700,2.7935e-06,6.366580e-01,9.074124e-01,3.583056e-01
558720,2.7936e-06,6.336032e-01,7.480230e-01,2.817980e-01
558740,2.7937e-06,6.344414e-01,4.567748e-01,6.801172e-01
558760,2.7938e-06,6.405687e-01,8.553510e-01,5.696455e-01
558780,2.7939e-06,6.376719e-01,7.341743e-01,4.144272e-01
558800,2.794e-06,6.346810e-01,7.460450e-01,4.336362e-01
558820,2.7941e-06,6.414152e-01,8.083878e-01,3.452611e-01
558840,2.7942e-06,6.405005e-01,6.241381e-01,3.623673e-01
558860,2.7943e-06,6.400927e-01,7.718104e-01,5.041355e-01
558880,2.7944e-06,6.389392e-01,6.707822e-01,4.408023e-01
558900,2.7945e-06,6.314914e-01,8.706480e-01,5.513894e-01
558920,2.7946e-06,6.254320e-01,8.510022e-01,7.141463e-01
558940,2.7947e-06,6.348654e-01,8.259525e-01,4.597605e-01
558960,2.7948e-06,6.314076e-01,6.716163e-01,4.033882e-01
558980,2.7949e-06,6.273916e-01,5.623988e-01,4.675162e-01
559000,2.795e-06,6.323199e-01,8.825177e-01,4.703740e-01
559020,2.7951e-06,6.305614e-01,8.964726e-01,6.520922e-01
559040,2.7952e-06,6.297652e-01,8.263214e-01,4.827451e-01
559060,2.7953e-06,6.330226e-01,7.442366e-01,4.551686e-01
559080,2.7954e-06,6.358366e-01,6.587549e-01,3.441944e-01
559100,2.7955e-06,6.289286e-01,7.830130e-01,4.860671e-01
559120,2.7956e-06,6.207466e-01,7.779543e-01,3.844485e-01
559140,2.7957e-06,6.250384e-01,7.749115e-01,5.086673e-01
559160,2.7958e-06,6.330009e-01,9.076605e-01,4.422408e-01
559180,2.7959e-06,6.284024e-01,7.460515e-01,3.994369e-01
559200,2.796e-06,6.207607e-01,6.786448e-01,4.022822e-01
559220,2.7961e-06,6.247204e-01,6.269366e-01,6.265947e-01
559240,2.7962e-06,6.284016e-01,6.566072e-01,3.864354e-01
559260,2.7963e-06,6.311356e-01,8.204569e-01,5.387429e-01
559280,2.7964e-06,6.359186e-01,7.539696e-01,5.366007e-01
559300,2.7965e-06,6.325044e-01,8.331372e-01,5.517061e-01
559320,2.7966e-06,6.320008e-01,6.418881e-01,5.345351e-01
559340,2.7967e-06,6.307052e-01,5.543393e-01,3.633548e-01
559360,2.7968e-06,6.367389e-01,7.298614e-01,3.907657e-01
559380,2.7969e-06,6.347728e-01,5.754066e-01,5.749341e-01
559400,2.797e-06,6.364695e-01,9.039870e-01,5.179993e-01
559420,2.7971e-06,6.371415e-01,5.172767e-01,3.150325e-01
559440,2.7972e-06,6.399952e-01,7.718444e-01,4.911101e-01
559460,2.7973e-06,6.344072e-01,7.634374e-01,5.004514e-01
559480,2.7974e-06,6.314771e-01,6.920896e-01,4.421752e-01
559500,2.7975e-06,6.349243e-01,5.910166e-01,6.384151e-01
559520,2.7976e-06,6.280776e-01,6.202094e-01,5.489219e-01
559540,2.7977e-06,6.271830e-01,8.156979e-01,4.229676e-01
559560,2.7978e-06,6.329396e-01,6.146910e-01,9.277413e-01
559580,2.7979e-06,6.178279e-01,8.381634e-01,4.324465e-01
559600,2.798e-06,6.185839e-01,9.247508e-01,5.159613e-01
559620,2.7981e-06,6.269954e-01,6.980756e-01,5.625096e-01
559640,2.7982e-06,6.281933e-01,6.863703e-01,6.371374e-01
559660,2.7983e-06,6.287910e-01,5.578852e-01,5.190651e-01
559680,2.7984e-06,6.282579e-01,6.314183e-01,5.485870e-01
559700,2.7985e-06,6.255327e-01,7.169194e-01,4.468368e-01
559720,2.7986e-06,6.270698e-01,5.322209e-01,5.252591e-01
559740,2.7987e-06,6.232051e-01,5.737718e-01,4.125617e-01
559760,2.7988e-06,6.272119e-01,6.009505e-01,6.916072e-01
559780,2.7989e-06,6.302181e-01,7.996077e-01,6.211182e-01
559800,2.799e-06,6.236349e-01,6.565965e-01,5.261233e-01
559820,2.7991e-06,6.209689e-01,6.575792e-01,6.458368e-01
559840,2.7992e-06,6.308522e-01,7.908332e-01,4.734902e-01
559860,2.7993e-06,6.336698e-01,6.020208e-01,4.807783e-01
559880,2.7994e-06,6.191720e-01,6.884382e-01,4.607177e-01
559900,2.7995e-06,6.257825e-01,9.116703e-01,4.716846e-01
559920,2.7996e-06,6.352624e-01,5.196112e-01,4.548187e-01
559940,2.7997e-06,6.313217e-01,7.221802e-01,7.104028e-01
559960,2.7998e-06,6.286191e-01,7.295166e-01,6.172267e-01
559980,2.7999e-06,6.352372e-01,5.323467e-01,6.610751e-01
560000,2.8e-06,6.286487e-01,7.023159e-01,6.619981e-01
560020,2.8001e-06,6.312781e-01,4.873964e-01,5.375349e-01
560040,2.8002e-06,6.309478e-01,6.125644e-01,7.676670e-01
560060,2.8003e-06,6.299006e-01,6.514002e-01,5.676234e-01
560080,2.8004e-06,6.301357e-01,5.314848e-01,6.682310e-01
560100,2.8005e-06,6.251600e-01,4.917809e-01,5.486320e-01
560120,2.8006e-06,6.338027e-01,6.982297e-01,5.402155e-01
560140,2.8007e-06,6.318706e-01,5.065872e-01,6.060450e-01
560160,2.8008e-06,6.241071e-01,5.999851e-01,5.842426e-01
560180,2.8009e-06,6.198488e-01,9.239677e-01,4.457371e-01
560200,2.801e-06,6.329631e-01,7.068498e-01,4.386404e-01
560220,2.8011e-06,6.323640e-01,5.246966e-01,3.917437e-01
560240,2.8012e-06,6.192213e-01,7.635628e-01,5.480879e-01
560260,2.8013e-06,6.156454e-01,2.372469e-01,2.410825e-01
560280,2.8014e-06,6.234848e-01,6.408628e-01,5.797775e-01
560300,2.8015e-06,6.232425e-01,5.658063e-01,7.216422e-01
560320,2.8016e-06,6.241905e-01,5.683367e-01,4.607605e-01
560340,2.8017e-06,6.247086e-01,5.579150e-01,5.079933e-01
560360,2.8018e-06,6.218138e-01,4.256480e-01,5.476825e-01
560380,2.8019e-06,6.200745e-01,5.253044e-01,5.860988e-01
560400,2.802e-06,6.185725e-01,6.944283e-01,4.949753e-01
560420,2.8021e-06,6.188764e-01,4.731935e-01,4.095726e-01
560440,2.8022e-06,6.249471e-01,6.856398e-01,5.127878e-01
560460,2.8023e-06,6.243889e-01,4.906532e-01,4.916379e-01
560480,2.8024e-06,6.194973e-01,5.864534e-01,4.208644e-01
560500,2.8025e-06,6.161065e-01,5.292745e-01,5.490963e-01
560520,2.8026e-06,6.201173e-01,6.769094e-01,4.958035e-01
560540,2.8027e-06,6.294624e-01,6.447719e-01,4.785122e-01
560560,2.8028e-06,6.249016e-01,6.302701e-01,5.370964e-01
560580,2.8029e-06,6.209390e-01,6.474748e-01,4.877009e-01
560600,2.803e-06,6.299956e-01,6.717632e-01,4.419487e-01
560620,2.8031e-06,6.297727e-01,4.749266e-01,3.965880e-01
560640,2.8032e-06,6.323560e-01,4.514912e-01,5.216268e-01
560660,2.8033e-06,6.270221e-01,5.862876e-01,5.356934e-01
560680,2.8034e-06,6.221142e-01,6.731941e-01,4.455462e-01
560700,2.8035e-06,6.274526e-01,4.937720e-01,3.639704e-01
560720,2.8036e-06,6.326665e-01,8.037459e-01,5.067481e-01
560740,2.8037e-06,6.272016e-01,7.384764e-01,5.906460e-01
560760,2.8038e-06,6.333305e-01,6.209866e-01,4.748920e-01
560780,2.8039e-06,6.247398e-01,7.410118e-01,6.642559e-01
560800,2.804e-06,6.215481e-01,5.942632e-01,7.662621e-01
560820,2.8041e-06,6.246405e-01,5.778760e-01,6.171381e-01
560840,2.8042e-06,6.232838e-01,5.127784e-01,5.485678e-01
560860,2.8043e-06,6.166118e-01,8.776831e-01,3.898481e-01
560880,2.8044e-06,6.240721e-01,6.275933e-01,5.567214e-01
560900,2.8045e-06,6.236457e-01,4.320387e-01,6.139525e-01
560920,2.8046e-06,6.159590e-01,7.147089e-01,5.288640e-01
560940,2.8047e-06,6.172168e-01,3.384252e-01,4.289748e-01
560960,2.8048e-06,6.211657e-01,8.184471e-01,1.410874e-01
560980,2.8049e-06,6.225888e-01,7.691864e-01,4.112771e-01
561000,2.805e-06,6.230375e-01,5.006628e-01,3.216384e-01
561020,2.8051e-06,6.238980e-01,8.028435e-01,6.563526e-01
561040,2.8052e-06,6.169997e-01,5.228239e-01,3.293275e-01
561060,2.8053e-06,6.160276e-01,4.403522e-01,4.498589e-01
561080,2.8054e-06,6.134222e-01,5.383720e-01,4.536845e-01
561100,2.8055e-06,6.156669e-01,3.921846e-01,4.266132e-01
561120,2.8056e-06,6.148347e-01,5.943525e-01,5.774001e-01
561140,2.8057e-06,6.199697e-01,4.063302e-01,3.775011e-01
561160,2.8058e-06,6.230601e-01,8.050072e-01,4.725039e-01
561180,2.8059e-06,6.293510e-01,2.329966e-01,4.482827e-01
561200,2.806e-06,6.243847e-01,4.802310e-01,4.423651e-01
561220,2.8061e-06,6.138983e-01,6.652149e-01,5.286776e-01
561240,2.8062e-06,6.208540e-01,7.021574e-01,3.438855e-01
561260,2.8063e-06,6.253555e-01,6.034168e-01,4.381989e-01
561280,2.8064e-06,6.219187e-01,4.877132e-01,4.257793e-01
561300,2.8065e-06,6.252757e-01,7.063928e-01,4.867970e-01
561320,2.8066e-06,6.281413e-01,8.484439e-01,5.041651e-01
561340,2.8067e-06,6.210848e-01,5.475768e-01,5.157660e-01
561360,2.8068e-06,6.198301e-01,7.177866e-01,6.569188e-01
561380,2.8069e-06,6.276712e-01,4.374637e-01,4.636779e-01
561400,2.807e-06,6.245694e-01,5.297540e-01,3.343953e-01
561420,2.8071e-06,6.184668e-01,5.745307e-01,4.131757e-01
561440,2.8072e-06,6.172060e-01,7.811406e-01,5.091180e-01
561460,2.8073e-06,6.160312e-01,5.545704e-01,5.612651e-01
561480,2.8074e-06,6.181216e-01,7.612879e-01,4.624704e-01
561500,2.8075e-06,6.231539e-01,5.258448e-01,2.561218e-01
561520,2.8076e-06,6.240370e-01,5.664712e-01,3.694475e-01
561540,2.8077e-06,6.148729e-01,6.901670e-01,4.468991e-01
561560,2.8078e-06,6.133946e-01,6.474403e-01,2.312364e-01
561580,2.8079e-06,6.177871e-01,8.100992e-01,6.271285e-01
561600,2.808e-06,6.224912e-01,7.353581e-01,3.864033e-01
561620,2.8081e-06,6.129293e-01,7.052178e-01,4.371551e-01
561640,2.8082e-06,6.113399e-01,5.429839e-01,3.140057e-01
561660,2.8083e-06,6.206586e-01,7.156360e-01,2.082955e-01
561680,2.8084e-06,6.207039e-01,6.418884e-01,5.340949e-01
561700,2.8085e-06,6.173134e-01,8.442565e-01,6.885359e-01
561720,2.8086e-06,6.188041e-01,5.526628e-01,4.095043e-01
561740,2.8087e-06,6.131808e-01,5.169315e-01,2.801640e-01
561760,2.8088e-06,6.111005e-01,6.646658e-01,3.809265e-01
561780,2.8089e-06,6.165756e-01,6.294483e-01,2.334742e-01
561800,2.809e-06,6.159599e-01,5.666136e-01,3.431123e-01
561820,2.8091e-06,6.187299e-01,6.601351e-01,2.758766e-01
561840,2.8092e-06,6.212311e-01,7.552472e-01,5.291720e-01
561860,2.8093e-06,6.254707e-01,4.212694e-01,3.958763e-01
561880,2.8094e-06,6.242346e-01,6.278545e-01,3.031525e-01
561900,2.8095e-06,6.174975e-01,7.915021e-01,4.467268e-01
561920,2.8096e-06,6.186088e-01,5.804003e-01,5.539863e-01
561940,2.8097e-06,6.267893e-01,6.100402e-01,2.826009e-01
561960,2.8098e-06,6.278776e-01,3.314800e-01,2.895479e-01
561980,2.8099e-06,6.162255e-01,5.259957e-01,2.643420e-01
562000,2.81e-06,6.149700e-01,5.239859e-01,3.200802e-01
562020,2.8101e-06,6.216235e-01,6.991163e-01,3.869182e-01
562040,2.8102e-06,6.201945e-01,7.969757e-01,1.793092e-01
562060,2.8103e-06,6.157883e-01,6.851689e-01,2.794477e-01
562080,2.8104e-06,6.128072e-01,5.727829e-01,2.520946e-01
562100,2.8105e-06,6.196122e-01,5.730126e-01,3.987714e-02
562120,2.8106e-06,6.236550e-01,4.114305e-01,1.393343e-01
562140,2.8107e-06,6.139763e-01,4.544077e-01,1.873623e-01
562160,2.8108e-06,6.096298e-01,5.111877e-01,2.233408e-01
562180,2.8109e-06,6.187693e-01,5.822364e-01,3.241717e-01
562200,2.811e-06,6.212153e-01,8.328775e-01,2.066390e-01
562220,2.8111e-06,6.091695e-01,5.218744e-01,1.457617e-01
562240,2.8112e-06,6.160436e-01,4.179083e-01,1.521958e-01
562260,2.8113e-06,6.191612e-01,5.032657e-01,2.232653e-01
562280,2.8114e-06,6.108654e-01,7.536221e-01,2.504264e-01
562300,2.8115e-06,6.107883e-01,6.794636e-01,6.257340e-01
562320,2.8116e-06,6.114478e-01,7.004732e-01,3.622375e-01
562340,2.8117e-06,6.140891e-01,6.926530e-01,1.754830e-01
562360,2.8118e-06,6.141911e-01,4.767351e-01,1.349108e-01
562380,2.8119e-06,6.129598e-01,8.172061e-01,2.565690e-01
562400,2.812e-06,6.117685e-01,6.315819e-01,1.698164e-01
562420,2.8121e-06,6.162900e-01,8.221544e-01,1.723278e-01
562440,2.8122e-06,6.135900e-01,5.843039e-01,1.376284e-01
562460,2.8123e-06,6.173119e-01,6.801872e-01,2.408153e-01
562480,2.8124e-06,6.169323e-01,7.532067e-01,2.973350e-01
562500,2.8125e-06,6.176581e-01,7.853499e-01,2.264374e-01
562520,2.8126e-06,6.109801e-01,8.670679e-01,3.336334e-01
562540,2.8127e-06,6.142123e-01,7.306372e-01,2.840883e-01
562560,2.8128e-06,6.233184e-01,6.821995e-01,4.323286e-01
562580,2.8129e-06,6.194196e-01,7.113643e-01,2.909425e-01
562600,2.813e-06,6.212765e-01,5.845987e-01,3.894697e-01
562620,2.8131e-06,6.192098e-01,1.041821e+00,1.285790e-01
562640,2.8132e-06,6.148860e-01,8.949916e-01,5.972143e-01
562660,2.8133e-06,6.205542e-01,7.896504e-01,2.066895e-01
562680,2.8134e-06,6.168660e-01,8.717372e-01,4.774977e-01
562700,2.8135e-06,6.148140e-01,8.085522e-01,3.801257e-01
562720,2.8136e-06,6.153799e-01,8.457531e-01,4.586175e-01
562740,2.8137e-06,6.146240e-01,7.493277e-01,4.757304e-01
562760,2.8138e-06,6.138786e-01,1.065698e+00,3.505855e-01
562780,2.8139e-06,6.106492e-01,5.884973e-01,1.148763e-01
562800,2.814e-06,6.118810e-01,8.897180e-01,4.342495e-01
562820,2.8141e-06,6.131220e-01,7.013515e-01,9.599425e-02
562840,2.8142e-06,6.181281e-01,5.381122e-01,2.985507e-01
562860,2.8143e-06,6.076739e-01,9.961682e-01,3.509008e-01
562880,2.8144e-06,6.085554e-01,7.146452e-01,4.150712e-01
562900,2.8145e-06,6.147909e-01,4.573863e-01,1.163052e-01
562920,2.8146e-06,6.129659e-01,8.226812e-01,3.031046e-01
562940,2.8147e-06,6.071185e-01,7.768009e-01,4.119191e-01
562960,2.8148e-06,6.102116e-01,6.206942e-01,3.692065e-01
562980,2.8149e-06,6.083450e-01,8.237841e-01,1.716695e-01
563000,2.815e-06,6.114347e-01,5.230739e-01,2.710953e-01
563020,2.8151e-06,6.079715e-01,6.890402e-01,3.023638e-01
563040,2.8152e-06,6.127861e-01,7.388633e-01,4.591580e-01
563060,2.8153e-06,6.160806e-01,6.235099e-01,3.895452e-01
563080,2.8154e-06,6.154626e-01,7.719926e-01,2.555984e-01
563100,2.8155e-06,6.187363e-01,6.540356e-01,3.576182e-01
563120,2.8156e-06,6.130190e-01,6.162181e-01,4.490939e-01
563140,2.8157e-06,6.134941e-01,8.427963e-01,3.458113e-01
563160,2.8158e-06,6.199476e-01,1.000693e+00,8.240377e-03
563180,2.8159e-06,6.171802e-01,8.653187e-01,2.788220e-01
563200,2.816e-06,6.167576e-01,8.138907e-01,2.560780e-01
563220,2.8161e-06,6.208235e-01,7.654370e-01,2.604312e-01
563240,2.8162e-06,6.162793e-01,7.066127e-01,3.110922e-01
563260,2.8163e-06,6.173402e-01,8.905911e-01,2.111076e-01
563280,2.8164e-06,6.158740e-01,6.288407e-01,2.014411e-01
563300,2.8165e-06,6.110928e-01,6.626419e-01,1.590701e-01
563320,2.8166e-06,6.142222e-01,8.348672e-01,1.508133e-01
563340,2.8167e-06,6.166605e-01,6.754037e-01,1.917896e-02
563360,2.8168e-06,6.102349e-01,6.196006e-01,2.726563e-01
563380,2.8169e-06,6.129061e-01,7.273014e-01,3.285280e-01
563400,2.817e-06,6.174304e-01,6.398965e-01,6.647711e-02
563420,2.8171e-06,6.073514e-01,7.679999e-01,3.279249e-01
563440,2.8172e-06,6.101096e-01,7.961098e-01,-3.115031e-02
563460,2.8173e-06,6.163350e-01,7.093555e-01,-7.427256e-02
563480,2.8174e-06,6.099195e-01,8.052028e-01,-5.172054e-02
563500,2.8175e-06,6.163436e-01,6.669629e-01,3.142291e-02
563520,2.8176e-06,6.115199e-01,5.952735e-01,1.694821e-01
563540,2.8177e-06,6.069949e-01,5.811383e-01,1.161001e-02
563560,2.8178e-06,6.121963e-01,6.516227e-01,2.478484e-01
563580,2.8179e-06,6.117877e-01,7.361758e-01,1.841352e-01
563600,2.818e-06,6.108991e-01,8.000585e-01,2.276136e-01
563620,2.8181e-06,6.091738e-01,5.461268e-01,2.507916e-01
563640,2.8182e-06,6.110816e-01,4.763799e-01,3.219622e-01
563660,2.8183e-06,6.128397e-01,5.835437e-01,3.913012e-01
563680,2.8184e-06,6.147684e-01,5.868955e-01,-1.951133e-01
563700,2.8185e-06,6.120578e-01,6.223083e-01,2.205992e-01
563720,2.8186e-06,6.074092e-01,4.489726e-01,2.382714e-01
563740,2.8187e-06,6.113952e-01,5.100763e-01,-1.907698e-01
563760,2.8188e-06,6.180287e-01,5.952086e-01,3.091994e-01
563780,2.8189e-06,6.184470e-01,7.431043e-01,-6.648382e-03
563800,2.819e-06,6.166156e-01,5.937108e-01,2.182647e-01
563820,2.8191e-06,6.203372e-01,6.052949e-01,-4.582147e-02
563840,2.8192e-06,6.174086e-01,5.392799e-01,7.525886e-02
563860,2.8193e-06,6.169510e-01,6.444573e-01,4.556041e-02
563880,2.8194e-06,6.166669e-01,6.730275e-01,-8.975953e-02
563900,2.8195e-06,6.181573e-01,8.823759e-01,5.715688e-02
563920,2.8196e-06,6.126562e-01,4.990050e-01,3.694418e-01
563940,2.8197e-06,6.122587e-01,5.464735e-01,-2.494809e-01
563960,2.8198e-06,6.127585e-01,3.727089e-01,-1.336559e-01
563980,2.8199e-06,6.132590e-01,3.354879e-01,2.415529e-01
564000,2.82e-06,6.193804e-01,4.585860e-01,-2.104172e-01
564020,2.8201e-06,6.132883e-01,5.109398e-01,-1.095367e-01
564040,2.8202e-06,5.999472e-01,6.152648e-01,8.769776e-02
564060,2.8203e-06,6.067775e-01,5.249777e-01,1.455270e-01
564080,2.8204e-06,6.197944e-01,6.110362e-01,2.590916e-01
564100,2.8205e-06,6.154080e-01,4.011464e-01,1.051868e-01
564120,2.8206e-06,6.039367e-01,4.032785e-01,-1.729537e-01
564140,2.8207e-06,6.059987e-01,4.469683e-01,1.157437e-01
564160,2.8208e-06,6.140105e-01,6.619995e-01,-1.812784e-02
564180,2.8209e-06,6.103630e-01,5.866374e-01,-5.651894e-02
564200,2.821e-06,6.099607e-01,5.446762e-01,-2.210071e-02
564220,2.8211e-06,6.087930e-01,7.354885e-01,9.368563e-02
564240,2.8212e-06,6.022543e-01,6.496798e-01,1.992830e-01
564260,2.8213e-06,6.049712e-01,9.281726e-01,7.068364e-02
564280,2.8214e-06,6.146141e-01,4.002310e-01,1.108348e-01
564300,2.8215e-06,6.118595e-01,3.128161e-01,-9.116711e-02
564320,2.8216e-06,6.062328e-01,8.340720e-01,8.098621e-02
564340,2.8217e-06,6.126487e-01,5.939350e-01,1.409563e-01
564360,2.8218e-06,6.144262e-01,6.393300e-01,2.007831e-02
564380,2.8219e-06,6.098655e-01,3.738235e-01,3.034044e-02
564400,2.822e-06,6.056544e-01,7.860171e-01,1.917676e-01
564420,2.8221e-06,6.183351e-01,7.007282e-01,2.546443e-02
564440,2.8222e-06,6.202885e-01,3.480341e-01,-3.930684e-03
564460,2.8223e-06,6.129396e-01,7.415963e-01,1.888755e-02
564480,2.8224e-06,6.141695e-01,4.995181e-01,1.218930e-01
564500,2.8225e-06,6.236559e-01,5.081933e-01,3.169658e-01
564520,2.8226e-06,6.174129e-01,6.013085e-01,-2.069894e-02
564540,2.8227e-06,6.082669e-01,7.262276e-01,2.969408e-01
564560,2.8228e-06,6.159225e-01,6.082838e-01,-4.513641e-02
564580,2.8229e-06,6.155052e-01,7.607470e-01,-4.019887e-04
564600,2.823e-06,6.106598e-01,7.974732e-01,1.194577e-01
564620,2.8231e-06,6.097066e-01,7.765615e-01,1.473517e-01
564640,2.8232e-06,6.145072e-01,4.249502e-01,2.545142e-01
564660,2.8233e-06,6.085675e-01,7.672935e-01,7.941050e-02
564680,2.8234e-06,6.026202e-01,7.181129e-01,-1.576078e-02
564700,2.8235e-06,6.137655e-01,6.338502e-01,2.512457e-01
564720,2.8236e-06,6.223614e-01,6.677918e-01,8.508516e-02
564740,2.8237e-06,6.146355e-01,7.938672e-01,-1.906759e-01
564760,2.8238e-06,6.026247e-01,4.073349e-01,2.118887e-01
564780,2.8239e-06,6.111913e-01,5.470255e-01,7.369641e-02
564800,2.824e-06,6.155685e-01,5.167196e-01,2.620602e-02
564820,2.8241e-06,6.042743e-01,8.038717e-01,3.189332e-01
564840,2.8242e-06,6.014652e-01,5.105904e-01,-5.507671e-02
564860,2.8243e-06,6.118520e-01,6.567728e-01,8.224002e-02
564880,2.8244e-06,6.067437e-01,7.251114e-01,-2.036554e-02
564900,2.8245e-06,6.089260e-01,4.816716e-01,2.568806e-01
564920,2.8246e-06,6.177461e-01,5.417188e-01,-2.632816e-02
564940,2.8247e-06,6.163728e-01,4.431324e-01,2.815165e-02
564960,2.8248e-06,6.072962e-01,3.598111e-01,1.036169e-01
564980,2.8249e-06,6.125457e-01,7.303105e-01,4.467737e-02
565000,2.825e-06,6.056640e-01,5.589243e-01,7.335868e-02
565020,2.8251e-06,6.159184e-01,6.415997e-01,1.195237e-01
565040,2.8252e-06,6.152397e-01,4.371951e-01,4.206416e-01
565060,2.8253e-06,6.058713e-01,5.942561e-01,2.095013e-01
565080,2.8254e-06,6.128666e-01,6.761560e-01,-3.221593e-03
565100,2.8255e-06,6.194071e-01,6.774346e-01,-4.233694e-02
565120,2.8256e-06,6.221341e-01,6.473188e-01,1.504852e-03
565140,2.8257e-06,6.161360e-01,6.222652e-01,1.145512e-01
565160,2.8258e-06,6.109871e-01,4.450314e-01,2.116624e-01
565180,2.8259e-06,6.110873e-01,5.019104e-01,-8.871213e-02
565200,2.826e-06,6.163894e-01,3.339984e-01,-2.970687e-02
565220,2.8261e-06,6.099873e-01,4.780095e-01,5.949312e-02
565240,2.8262e-06,6.129325e-01,5.554306e-01,-1.110120e-01
565260,2.8263e-06,6.162782e-01,5.442317e-01,-5.590692e-03
565280,2.8264e-06,6.096989e-01,5.170942e-01,1.261917e-01
565300,2.8265e-06,6.054073e-01,5.056438e-01,-1.516030e-01
565320,2.8266e-06,6.137857e-01,5.075102e-01,1.500210e-01
565340,2.8267e-06,6.159335e-01,4.784042e-01,7.253684e-03
565360,2.8268e-06,6.025839e-01,6.892632e-01,-2.042910e-01
565380,2.8269e-06,6.100335e-01,5.322500e-01,1.387224e-01
565400,2.827e-06,6.095563e-01,4.185156e-01,-9.295502e-02
565420,2.8271e-06,6.041231e-01,6.812907e-01,-1.349401e-01
565440,2.8272e-06,6.062843e-01,2.565936e-01,-1.347070e-01
565460,2.8273e-06,6.179198e-01,2.947800e-01,-1.529653e-01
565480,2.8274e-06,6.119097e-01,5.149489e-01,-2.150472e-01
565500,2.8275e-06,6.120449e-01,7.099681e-01,-3.813619e-01
565520,2.8276e-06,6.064920e-01,6.084666e-01,-4.002177e-01
565540,2.8277e-06,6.069538e-01,6.912870e-01,-5.552458e-02
565560,2.8278e-06,6.092380e-01,6.110869e-01,8.225805e-02
565580,2.8279e-06,6.077935e-01,6.155286e-01,-1.353926e-02
565600,2.828e-06,6.170461e-01,5.390878e-01,2.245617e-02
565620,2.8281e-06,6.103621e-01,2.743846e-01,-3.745036e-02
565640,2.8282e-06,6.065797e-01,5.930603e-01,-4.528305e-02
565660,2.8283e-06,6.182535e-01,5.012820e-01,-2.388868e-01
565680,2.8284e-06,6.128161e-01,4.235911e-01,-3.951455e-03
565700,2.8285e-06,6.102793e-01,3.048693e-01,-1.328456e-01
565720,2.8286e-06,6.163009e-01,7.203499e-01,-2.331013e-01
565740,2.8287e-06,6.203469e-01,5.917168e-01,-5.455555e-02
565760,2.8288e-06,6.105776e-01,6.684337e-01,-2.562476e-01
565780,2.8289e-06,6.122152e-01,4.472263e-01,-1.437413e-01
565800,2.829e-06,6.178806e-01,7.792225e-01,4.333310e-02
565820,2.8291e-06,6.171388e-01,4.625538e-01,-1.629459e-01
565840,2.8292e-06,6.126488e-01,6.760818e-01,-9.000261e-02
565860,2.8293e-06,6.194915e-01,6.788642e-01,-2.099195e-02
565880,2.8294e-06,6.178394e-01,4.333915e-01,-1.122924e-01
565900,2.8295e-06,6.092667e-01,6.058765e-01,3.838929e-02
565920,2.8296e-06,6.030005e-01,5.270495e-01,-2.928561e-02
565940,2.8297e-06,6.071851e-01,6.896678e-01,-4.243210e-02
565960,2.8298e-06,6.118826e-01,4.788643e-01,9.474768e-03
565980,2.8299e-06,6.134094e-01,3.266684e-01,-3.351989e-01
566000,2.83e-06,5.996460e-01,6.879516e-01,1.318424e-01
566020,2.8301e-06,6.095576e-01,7.119484e-01,-2.810067e-01
566040,2.8302e-06,6.163073e-01,5.761666e-01,-1.734003e-01
566060,2.8303e-06,6.112670e-01,7.356945e-01,1.344530e-02
566080,2.8304e-06,6.055672e-01,6.738363e-01,1.876237e-01
