cycle,time,phi[ngx/4 ngy/2],Ex[ngx/4 ngy/2],Ey[ngx/4 ngy/2]
254220,1.2711e-06,6.809471e-01,9.878086e-01,-4.279220e-01
254240,1.2712e-06,6.853761e-01,7.776523e-01,-4.053324e-01
254260,1.2713e-06,6.748125e-01,7.463539e-01,-4.957134e-01
254280,1.2714e-06,6.832948e-01,9.201973e-01,-5.966626e-01
254300,1.2715e-06,6.795346e-01,6.660272e-01,-4.613682e-01
254320,1.2716e-06,6.736797e-01,8.056443e-01,-3.876873e-01
254340,1.2717e-06,6.665685e-01,8.379130e-01,-4.894814e-01
254360,1.2718e-06,6.696190e-01,7.252927e-01,-5.084862e-01
254380,1.2719e-06,6.695002e-01,6.967099e-01,-3.932796e-01
254400,1.272e-06,6.585413e-01,6.819761e-01,-4.903435e-01
254420,1.2721e-06,6.487762e-01,4.841151e-01,-6.168444e-01
254440,1.2722e-06,6.551300e-01,5.151981e-01,-4.338926e-01
254460,1.2723e-06,6.584217e-01,7.120576e-01,-5.281167e-01
254480,1.2724e-06,6.570771e-01,9.109790e-01,-4.864650e-01
254500,1.2725e-06,6.493477e-01,8.486892e-01,-1.538611e-01
254520,1.2726e-06,6.568672e-01,8.582491e-01,-2.798816e-01
254540,1.2727e-06,6.597670e-01,7.211450e-01,-2.870272e-01
254560,1.2728e-06,6.664812e-01,6.506817e-01,-2.767248e-01
254580,1.2729e-06,6.614760e-01,5.571937e-01,-3.210447e-01
254600,1.273e-06,6.585374e-01,3.437346e-01,-1.819648e-01
254620,1.2731e-06,6.571942e-01,5.633078e-01,-2.196847e-01
254640,1.2732e-06,6.666070e-01,7.311614e-01,-1.918002e-01
254660,1.2733e-06,6.691894e-01,6.936876e-01,-2.446598e-01
254680,1.2734e-06,6.625399e-01,6.518989e-01,-4.006332e-01
254700,1.2735e-06,6.638736e-01,9.454309e-01,-1.436747e-01
254720,1.2736e-06,6.665343e-01,1.137223e+00,-2.206825e-01
254740,1.2737e-06,6.680399e-01,1.059576e+00,-4.891987e-01
254760,1.2738e-06,6.661950e-01,7.485877e-01,-5.281311e-01
254780,1.2739e-06,6.744018e-01,9.594395e-01,-2.187710e-01
254800,1.274e-06,6.910018e-01,1.066144e+00,-5.292207e-01
254820,1.2741e-06,6.897371e-01,1.140254e+00,-6.117405e-01
254840,1.2742e-06,6.881069e-01,1.315177e+00,-2.462551e-01
254860,1.2743e-06,6.789253e-01,1.103128e+00,-3.627886e-01
254880,1.2744e-06,6.815915e-01,1.253966e+00,-2.281604e-01
254900,1.2745e-06,6.867095e-01,9.239351e-01,-4.743085e-01
254920,1.2746e-06,6.921037e-01,9.587883e-01,-4.490297e-01
254940,1.2747e-06,6.822705e-01,8.794088e-01,-3.238797e-01
254960,1.2748e-06,6.663642e-01,9.216756e-01,-1.740317e-01
254980,1.2749e-06,6.703735e-01,9.511051e-01,-1.949033e-01
255000,1.275e-06,6.806219e-01,1.049584e+00,-1.395626e-01
255020,1.2751e-06,6.687179e-01,1.022969e+00,-2.733110e-01
255040,1.2752e-06,6.531309e-01,8.985549e-01,-1.909505e-01
255060,1.2753e-06,6.499744e-01,8.289028e-01,-1.079895e-01
255080,1.2754e-06,6.624424e-01,6.099421e-01,-4.333718e-01
255100,1.2755e-06,6.605897e-01,7.156052e-01,1.210931e-01
255120,1.2756e-06,6.493853e-01,1.047365e+00,1.679355e-02
255140,1.2757e-06,6.466035e-01,4.476068e-01,9.966858e-02
255160,1.2758e-06,6.568236e-01,7.256935e-01,5.027633e-02
255180,1.2759e-06,6.666830e-01,9.402596e-01,3.447598e-01
255200,1.276e-06,6.581739e-01,7.893730e-01,4.054284e-02
255220,1.2761e-06,6.488971e-01,4.067571e-01,2.600322e-01
255240,1.2762e-06,6.534733e-01,6.209508e-01,7.453690e-02
255260,1.2763e-06,6.536477e-01,8.019087e-01,3.425608e-01
255280,1.2764e-06,6.569467e-01,7.460145e-01,-1.575252e-02
255300,1.2765e-06,6.584890e-01,8.888220e-01,-4.104107e-02
255320,1.2766e-06,6.678812e-01,8.840548e-01,1.525173e-01
255340,1.2767e-06,6.694732e-01,1.005065e+00,-2.085819e-01
255360,1.2768e-06,6.770495e-01,7.477486e-01,-2.416516e-01
255380,1.2769e-06,6.768717e-01,7.527361e-01,1.381484e-01
255400,1.277e-06,6.753531e-01,1.040964e+00,-7.227597e-02
255420,1.2771e-06,6.845816e-01,1.040729e+00,-1.213768e-01
255440,1.2772e-06,6.909681e-01,1.113724e+00,-1.313850e-02
255460,1.2773e-06,6.878651e-01,9.912729e-01,4.363262e-02
255480,1.2774e-06,6.841888e-01,8.069580e-01,1.425598e-01
255500,1.2775e-06,6.829285e-01,1.103579e+00,-7.030582e-02
255520,1.2776e-06,6.890705e-01,9.047471e-01,1.758440e-01
255540,1.2777e-06,6.852472e-01,9.261831e-01,8.503641e-02
255560,1.2778e-06,6.767996e-01,1.010613e+00,1.001937e-01
255580,1.2779e-06,6.715587e-01,9.738148e-01,6.749351e-02
255600,1.278e-06,6.678008e-01,8.140393e-01,1.639764e-01
255620,1.2781e-06,6.667925e-01,1.006944e+00,2.693344e-01
255640,1.2782e-06,6.614102e-01,8.446733e-01,2.148687e-01
255660,1.2783e-06,6.634405e-01,7.602139e-01,1.031049e-01
255680,1.2784e-06,6.470694e-01,8.499841e-01,3.179008e-01
255700,1.2785e-06,6.504661e-01,9.050135e-01,1.820588e-01
255720,1.2786e-06,6.625902e-01,7.629741e-01,1.049938e-01
255740,1.2787e-06,6.688296e-01,7.667955e-01,7.421683e-02
255760,1.2788e-06,6.559893e-01,6.271958e-01,2.103389e-01
255780,1.2789e-06,6.502661e-01,6.435227e-01,3.052259e-01
255800,1.279e-06,6.602972e-01,6.915060e-01,7.017196e-02
255820,1.2791e-06,6.625804e-01,6.337128e-01,4.953539e-01
255840,1.2792e-06,6.603113e-01,6.536248e-01,2.721623e-01
255860,1.2793e-06,6.555051e-01,5.374937e-01,2.505060e-01
255880,1.2794e-06,6.547739e-01,6.249832e-01,2.005955e-01
255900,1.2795e-06,6.556181e-01,6.489236e-01,5.444543e-01
255920,1.2796e-06,6.666164e-01,6.301324e-01,2.426655e-01
255940,1.2797e-06,6.672060e-01,5.887093e-01,6.578216e-02
255960,1.2798e-06,6.642071e-01,7.679948e-01,3.647752e-01
255980,1.2799e-06,6.668742e-01,6.380852e-01,3.583876e-01
256000,1.28e-06,6.723593e-01,8.037495e-01,2.613767e-01
256020,1.2801e-06,6.720095e-01,8.782679e-01,8.500940e-02
256040,1.2802e-06,6.777647e-01,9.095540e-01,1.763061e-01
256060,1.2803e-06,6.822963e-01,1.264373e+00,1.896621e-01
256080,1.2804e-06,6.950319e-01,9.838612e-01,5.471285e-02
256100,1.2805e-06,6.939152e-01,1.095981e+00,2.781794e-01
256120,1.2806e-06,6.835959e-01,9.250489e-01,1.856034e-01
256140,1.2807e-06,6.721533e-01,1.188150e+00,2.852339e-01
256160,1.2808e-06,6.719311e-01,9.546635e-01,8.851747e-02
256180,1.2809e-06,6.766700e-01,8.390669e-01,1.042050e-01
256200,1.281e-06,6.774337e-01,1.111151e+00,2.529131e-01
256220,1.2811e-06,6.724744e-01,7.671593e-01,2.798926e-01
256240,1.2812e-06,6.638473e-01,8.400261e-01,2.303400e-01
256260,1.2813e-06,6.583719e-01,1.095485e+00,4.713867e-01
256280,1.2814e-06,6.581758e-01,7.835062e-01,2.899863e-01
256300,1.2815e-06,6.572564e-01,1.017492e+00,4.153866e-01
256320,1.2816e-06,6.514821e-01,1.076931e+00,3.461623e-01
256340,1.2817e-06,6.542239e-01,9.076474e-01,4.456679e-01
256360,1.2818e-06,6.560190e-01,8.866377e-01,2.007236e-01
256380,1.2819e-06,6.528841e-01,8.698899e-01,5.951868e-01
256400,1.282e-06,6.477426e-01,7.836676e-01,3.463785e-01
256420,1.2821e-06,6.484279e-01,7.665340e-01,2.877328e-01
256440,1.2822e-06,6.539093e-01,7.564340e-01,4.662105e-01
256460,1.2823e-06,6.565533e-01,9.352229e-01,6.155359e-01
256480,1.2824e-06,6.524957e-01,8.127298e-01,5.861695e-01
256500,1.2825e-06,6.462004e-01,7.461446e-01,2.193695e-01
256520,1.2826e-06,6.562006e-01,7.861944e-01,4.909816e-01
256540,1.2827e-06,6.580171e-01,4.391754e-01,3.868346e-01
256560,1.2828e-06,6.591135e-01,9.447330e-01,4.087521e-01
256580,1.2829e-06,6.527829e-01,1.083218e+00,3.922844e-01
256600,1.283e-06,6.540289e-01,8.729039e-01,4.840014e-01
256620,1.2831e-06,6.712146e-01,1.090924e+00,4.439895e-01
256640,1.2832e-06,6.818987e-01,9.238210e-01,3.564503e-01
256660,1.2833e-06,6.892290e-01,1.118815e+00,1.803242e-01
256680,1.2834e-06,6.909083e-01,1.289120e+00,3.475819e-01
256700,1.2835e-06,6.856365e-01,1.237486e+00,2.996308e-01
256720,1.2836e-06,6.859224e-01,1.304095e+00,3.911600e-01
256740,1.2837e-06,6.878854e-01,1.261258e+00,5.189499e-01
256760,1.2838e-06,6.957312e-01,9.154148e-01,1.694721e-01
256780,1.2839e-06,6.788447e-01,1.156915e+00,4.997234e-01
256800,1.284e-06,6.691343e-01,1.082138e+00,4.170426e-01
256820,1.2841e-06,6.655151e-01,1.448961e+00,4.056196e-01
256840,1.2842e-06,6.653128e-01,8.768808e-01,5.054937e-01
256860,1.2843e-06,6.679059e-01,1.104478e+00,6.012620e-01
256880,1.2844e-06,6.592745e-01,1.240545e+00,5.021794e-01
256900,1.2845e-06,6.465756e-01,1.032804e+00,4.856215e-01
256920,1.2846e-06,6.433517e-01,1.163785e+00,7.181544e-01
256940,1.2847e-06,6.505131e-01,9.533526e-01,4.715729e-01
256960,1.2848e-06,6.569820e-01,1.074768e+00,6.487193e-01
256980,1.2849e-06,6.492652e-01,1.101808e+00,6.736311e-01
257000,1.285e-06,6.429741e-01,1.126571e+00,3.779740e-01
257020,1.2851e-06,6.470845e-01,1.005446e+00,6.864309e-01
257040,1.2852e-06,6.484550e-01,1.019034e+00,7.998969e-01
257060,1.2853e-06,6.471169e-01,1.052676e+00,7.247202e-01
257080,1.2854e-06,6.441311e-01,9.245964e-01,4.430637e-01
257100,1.2855e-06,6.574194e-01,1.308274e+00,6.553228e-01
257120,1.2856e-06,6.543824e-01,1.126890e+00,7.705848e-01
257140,1.2857e-06,6.487532e-01,1.011721e+00,6.180804e-01
257160,1.2858e-06,6.433793e-01,1.190952e+00,7.620068e-01
257180,1.2859e-06,6.521429e-01,1.109343e+00,5.336068e-01
257200,1.286e-06,6.509553e-01,9.556876e-01,7.466892e-01
257220,1.2861e-06,6.564453e-01,1.225253e+00,5.327272e-01
257240,1.2862e-06,6.642825e-01,1.098128e+00,3.883250e-01
257260,1.2863e-06,6.680307e-01,1.381194e+00,6.062933e-01
257280,1.2864e-06,6.785700e-01,1.483798e+00,5.042940e-01
257300,1.2865e-06,6.894936e-01,1.502366e+00,4.141843e-01
257320,1.2866e-06,6.948998e-01,1.422398e+00,6.168188e-01
257340,1.2867e-06,6.832082e-01,1.525246e+00,5.255446e-01
257360,1.2868e-06,6.765093e-01,1.682152e+00,9.772477e-01
257380,1.2869e-06,6.759931e-01,1.660179e+00,8.073495e-01
257400,1.287e-06,6.801280e-01,1.379406e+00,7.015185e-01
257420,1.2871e-06,6.626923e-01,1.475951e+00,7.420687e-01
257440,1.2872e-06,6.619018e-01,1.314111e+00,8.788128e-01
257460,1.2873e-06,6.649054e-01,1.431397e+00,5.622866e-01
257480,1.2874e-06,6.570833e-01,1.271162e+00,8.958375e-01
257500,1.2875e-06,6.488523e-01,1.210160e+00,7.228934e-01
257520,1.2876e-06,6.518167e-01,1.334267e+00,9.496118e-01
257540,1.2877e-06,6.512374e-01,1.209044e+00,7.825840e-01
257560,1.2878e-06,6.470385e-01,1.241601e+00,7.707431e-01
257580,1.2879e-06,6.358796e-01,1.124263e+00,8.340067e-01
257600,1.288e-06,6.371825e-01,1.184181e+00,8.952160e-01
257620,1.2881e-06,6.479270e-01,1.086077e+00,8.302542e-01
257640,1.2882e-06,6.460661e-01,1.143100e+00,7.808887e-01
257660,1.2883e-06,6.428630e-01,1.152399e+00,1.033978e+00
257680,1.2884e-06,6.396770e-01,1.226943e+00,1.048502e+00
257700,1.2885e-06,6.506451e-01,1.185071e+00,9.416322e-01
257720,1.2886e-06,6.539450e-01,9.038742e-01,1.057696e+00
257740,1.2887e-06,6.428557e-01,1.048499e+00,7.897241e-01
257760,1.2888e-06,6.379182e-01,1.160326e+00,7.629441e-01
257780,1.2889e-06,6.416270e-01,1.038170e+00,8.524125e-01
257800,1.289e-06,6.450634e-01,1.302738e+00,8.309916e-01
257820,1.2891e-06,6.522077e-01,1.071505e+00,7.354828e-01
257840,1.2892e-06,6.501666e-01,1.239372e+00,8.714345e-01
257860,1.2893e-06,6.536437e-01,1.359642e+00,8.151582e-01
257880,1.2894e-06,6.564209e-01,1.259009e+00,7.104453e-01
257900,1.2895e-06,6.694630e-01,1.296343e+00,7.893598e-01
257920,1.2896e-06,6.740422e-01,1.380371e+00,7.839515e-01
257940,1.2897e-06,6.771730e-01,1.424736e+00,8.631898e-01
257960,1.2898e-06,6.776082e-01,1.456324e+00,6.386030e-01
257980,1.2899e-06,6.714600e-01,1.518591e+00,7.539114e-01
258000,1.29e-06,6.763750e-01,1.372842e+00,6.942149e-01
258020,1.2901e-06,6.739177e-01,1.445895e+00,8.127010e-01
258040,1.2902e-06,6.685689e-01,1.218570e+00,8.832135e-01
258060,1.2903e-06,6.682531e-01,1.201564e+00,8.980002e-01
258080,1.2904e-06,6.648027e-01,1.331997e+00,9.158153e-01
258100,1.2905e-06,6.560668e-01,1.504140e+00,7.719718e-01
258120,1.2906e-06,6.479702e-01,1.137293e+00,8.742718e-01
258140,1.2907e-06,6.418089e-01,9.670822e-01,9.885998e-01
258160,1.2908e-06,6.406547e-01,1.197639e+00,8.563899e-01
258180,1.2909e-06,6.366497e-01,1.131307e+00,7.365853e-01
258200,1.291e-06,6.276559e-01,1.212168e+00,9.045913e-01
258220,1.2911e-06,6.329840e-01,9.716094e-01,1.042696e+00
258240,1.2912e-06,6.424844e-01,1.043093e+00,7.386745e-01
258260,1.2913e-06,6.366059e-01,1.038092e+00,9.159696e-01
258280,1.2914e-06,6.286868e-01,1.027375e+00,9.515486e-01
258300,1.2915e-06,6.393300e-01,1.038428e+00,9.105747e-01
258320,1.2916e-06,6.473030e-01,1.043440e+00,9.325157e-01
258340,1.2917e-06,6.427917e-01,1.080493e+00,9.195956e-01
258360,1.2918e-06,6.351454e-01,1.068367e+00,9.328229e-01
258380,1.2919e-06,6.296990e-01,8.898249e-01,9.441382e-01
258400,1.292e-06,6.381851e-01,9.434459e-01,9.319944e-01
258420,1.2921e-06,6.463633e-01,1.129826e+00,8.491067e-01
258440,1.2922e-06,6.524289e-01,9.278596e-01,9.144749e-01
258460,1.2923e-06,6.417931e-01,1.195273e+00,9.574717e-01
258480,1.2924e-06,6.495689e-01,1.096729e+00,9.313069e-01
258500,1.2925e-06,6.637107e-01,1.380748e+00,8.278546e-01
258520,1.2926e-06,6.654272e-01,1.377575e+00,7.378197e-01
258540,1.2927e-06,6.710805e-01,1.296302e+00,9.114469e-01
258560,1.2928e-06,6.788226e-01,1.504554e+00,7.844896e-01
258580,1.2929e-06,6.761765e-01,1.421690e+00,7.932695e-01
258600,1.293e-06,6.775824e-01,1.449239e+00,7.847639e-01
258620,1.2931e-06,6.762897e-01,1.435312e+00,9.822440e-01
258640,1.2932e-06,6.682345e-01,1.242400e+00,9.415240e-01
258660,1.2933e-06,6.575472e-01,1.380107e+00,8.888741e-01
258680,1.2934e-06,6.575524e-01,1.179125e+00,8.597950e-01
258700,1.2935e-06,6.529563e-01,1.170801e+00,7.536133e-01
258720,1.2936e-06,6.524299e-01,1.030671e+00,1.066651e+00
258740,1.2937e-06,6.423326e-01,1.118698e+00,8.342322e-01
258760,1.2938e-06,6.332971e-01,1.240396e+00,7.569966e-01
258780,1.2939e-06,6.278085e-01,1.169780e+00,9.322056e-01
258800,1.294e-06,6.344143e-01,1.030928e+00,7.670719e-01
258820,1.2941e-06,6.342809e-01,1.417718e+00,1.094940e+00
258840,1.2942e-06,6.316698e-01,1.065016e+00,1.005605e+00
258860,1.2943e-06,6.288435e-01,1.311240e+00,9.965504e-01
258880,1.2944e-06,6.263351e-01,1.132407e+00,7.786858e-01
258900,1.2945e-06,6.307759e-01,1.005792e+00,8.800287e-01
258920,1.2946e-06,6.378878e-01,9.866820e-01,9.591596e-01
258940,1.2947e-06,6.413909e-01,1.041237e+00,1.146924e+00
258960,1.2948e-06,6.302338e-01,9.943489e-01,9.700862e-01
258980,1.2949e-06,6.248615e-01,9.995433e-01,1.072319e+00
259000,1.295e-06,6.291022e-01,1.095493e+00,9.786563e-01
259020,1.2951e-06,6.352106e-01,1.215185e+00,8.258681e-01
259040,1.2952e-06,6.311547e-01,1.066618e+00,8.881996e-01
259060,1.2953e-06,6.300045e-01,1.127686e+00,7.861487e-01
259080,1.2954e-06,6.453796e-01,1.081301e+00,8.984317e-01
259100,1.2955e-06,6.462267e-01,1.017616e+00,9.591104e-01
259120,1.2956e-06,6.484945e-01,1.300346e+00,8.504875e-01
259140,1.2957e-06,6.605753e-01,1.271966e+00,7.146930e-01
259160,1.2958e-06,6.641753e-01,1.288000e+00,7.046677e-01
259180,1.2959e-06,6.689621e-01,1.489525e+00,6.237811e-01
259200,1.296e-06,6.691818e-01,1.686167e+00,6.536452e-01
259220,1.2961e-06,6.679953e-01,1.556839e+00,7.801082e-01
259240,1.2962e-06,6.636867e-01,1.490348e+00,8.289279e-01
259260,1.2963e-06,6.740196e-01,1.175510e+00,5.733486e-01
259280,1.2964e-06,6.634524e-01,1.418481e+00,9.595466e-01
259300,1.2965e-06,6.496213e-01,1.483840e+00,8.604902e-01
259320,1.2966e-06,6.451053e-01,1.256803e+00,9.013717e-01
259340,1.2967e-06,6.446001e-01,1.368284e+00,8.599293e-01
259360,1.2968e-06,6.428625e-01,1.214259e+00,1.005472e+00
259380,1.2969e-06,6.350286e-01,1.260903e+00,8.144714e-01
259400,1.297e-06,6.269509e-01,1.196657e+00,8.044510e-01
259420,1.2971e-06,6.300125e-01,1.089589e+00,9.932534e-01
259440,1.2972e-06,6.320338e-01,1.185447e+00,5.249338e-01
259460,1.2973e-06,6.254242e-01,1.271559e+00,1.005240e+00
259480,1.2974e-06,6.214004e-01,9.940743e-01,8.271724e-01
259500,1.2975e-06,6.297449e-01,1.061760e+00,8.651697e-01
259520,1.2976e-06,6.267099e-01,1.101419e+00,8.156479e-01
259540,1.2977e-06,6.213263e-01,1.345770e+00,9.118502e-01
259560,1.2978e-06,6.343638e-01,1.234051e+00,8.390231e-01
259580,1.2979e-06,6.347120e-01,1.362319e+00,9.656861e-01
259600,1.298e-06,6.269570e-01,8.013158e-01,7.411153e-01
259620,1.2981e-06,6.181049e-01,9.040291e-01,8.098291e-01
259640,1.2982e-06,6.264623e-01,1.178225e+00,9.104453e-01
259660,1.2983e-06,6.274884e-01,1.165408e+00,7.496110e-01
259680,1.2984e-06,6.318734e-01,1.202460e+00,8.186409e-01
259700,1.2985e-06,6.355271e-01,1.165076e+00,1.011597e+00
259720,1.2986e-06,6.344997e-01,1.377193e+00,8.198586e-01
259740,1.2987e-06,6.408052e-01,1.358980e+00,8.688730e-01
259760,1.2988e-06,6.559327e-01,1.250944e+00,9.600071e-01
259780,1.2989e-06,6.611500e-01,1.500780e+00,7.152914e-01
259800,1.299e-06,6.594402e-01,1.201059e+00,8.243176e-01
259820,1.2991e-06,6.615093e-01,1.401927e+00,7.987211e-01
259840,1.2992e-06,6.691855e-01,1.535357e+00,7.354044e-01
259860,1.2993e-06,6.653178e-01,1.464527e+00,8.487712e-01
259880,1.2994e-06,6.586066e-01,1.451761e+00,7.181873e-01
259900,1.2995e-06,6.522023e-01,1.660443e+00,9.239619e-01
259920,1.2996e-06,6.513708e-01,1.386961e+00,8.704461e-01
259940,1.2997e-06,6.465808e-01,1.376808e+00,7.394698e-01
259960,1.2998e-06,6.403568e-01,1.275953e+00,8.221390e-01
259980,1.2999e-06,6.417584e-01,1.246276e+00,6.138321e-01
260000,1.3e-06,6.382662e-01,1.074144e+00,6.996003e-01
260020,1.3001e-06,6.303092e-01,1.392225e+00,8.259981e-01
260040,1.3002e-06,6.228542e-01,1.399859e+00,8.693494e-01
260060,1.3003e-06,6.217627e-01,1.256591e+00,9.980087e-01
260080,1.3004e-06,6.191896e-01,1.183859e+00,9.749509e-01
260100,1.3005e-06,6.232637e-01,1.116075e+00,7.923695e-01
260120,1.3006e-06,6.198404e-01,1.509426e+00,7.768388e-01
260140,1.3007e-06,6.211618e-01,1.195515e+00,1.006500e+00
260160,1.3008e-06,6.173142e-01,1.200168e+00,9.069027e-01
260180,1.3009e-06,6.165928e-01,1.244569e+00,9.486406e-01
260200,1.301e-06,6.175535e-01,1.172374e+00,9.661101e-01
260220,1.3011e-06,6.165561e-01,1.192086e+00,1.168604e+00
260240,1.3012e-06,6.149905e-01,1.275382e+00,7.947593e-01
260260,1.3013e-06,6.181473e-01,1.447159e+00,7.948396e-01
260280,1.3014e-06,6.206272e-01,1.018263e+00,9.086521e-01
260300,1.3015e-06,6.231867e-01,1.438992e+00,9.549615e-01
260320,1.3016e-06,6.252900e-01,1.311875e+00,1.021567e+00
260340,1.3017e-06,6.302778e-01,1.379143e+00,8.391334e-01
260360,1.3018e-06,6.375772e-01,1.315934e+00,7.677203e-01
260380,1.3019e-06,6.503079e-01,1.365105e+00,7.728655e-01
260400,1.302e-06,6.480819e-01,1.521037e+00,8.907144e-01
260420,1.3021e-06,6.467643e-01,1.264180e+00,8.005999e-01
260440,1.3022e-06,6.518386e-01,1.596929e+00,8.201297e-01
260460,1.3023e-06,6.586875e-01,1.394150e+00,7.596631e-01
260480,1.3024e-06,6.529140e-01,1.526340e+00,8.500952e-01
260500,1.3025e-06,6.490251e-01,1.467160e+00,1.045121e+00
260520,1.3026e-06,6.605453e-01,1.360597e+00,9.717691e-01
260540,1.3027e-06,6.531904e-01,1.369722e+00,7.524813e-01
260560,1.3028e-06,6.382347e-01,1.569843e+00,9.254423e-01
260580,1.3029e-06,6.397478e-01,1.317299e+00,9.952099e-01
260600,1.303e-06,6.410168e-01,1.385491e+00,1.106238e+00
260620,1.3031e-06,6.284798e-01,1.349281e+00,1.104125e+00
260640,1.3032e-06,6.187541e-01,1.355646e+00,8.008295e-01
260660,1.3033e-06,6.225663e-01,1.320076e+00,9.216149e-01
260680,1.3034e-06,6.257409e-01,1.291609e+00,8.448618e-01
260700,1.3035e-06,6.115035e-01,1.291112e+00,1.165367e+00
260720,1.3036e-06,6.104118e-01,1.301596e+00,1.048744e+00
260740,1.3037e-06,6.184947e-01,1.374112e+00,1.047745e+00
260760,1.3038e-06,6.205077e-01,1.261050e+00,1.055106e+00
260780,1.3039e-06,6.171471e-01,1.210753e+00,1.018543e+00
260800,1.304e-06,6.117518e-01,1.238063e+00,9.250180e-01
260820,1.3041e-06,6.142261e-01,1.301371e+00,7.120685e-01
260840,1.3042e-06,6.146790e-01,1.153168e+00,9.381545e-01
260860,1.3043e-06,6.171176e-01,1.184402e+00,9.392259e-01
260880,1.3044e-06,6.134591e-01,1.374895e+00,1.022197e+00
260900,1.3045e-06,6.055894e-01,1.450571e+00,9.743823e-01
260920,1.3046e-06,6.106535e-01,1.203735e+00,1.137150e+00
260940,1.3047e-06,6.201784e-01,1.380530e+00,8.826917e-01
260960,1.3048e-06,6.268766e-01,1.232840e+00,9.615964e-01
260980,1.3049e-06,6.254509e-01,1.374298e+00,8.853427e-01
261000,1.305e-06,6.307546e-01,1.557649e+00,8.554082e-01
261020,1.3051e-06,6.399350e-01,1.175073e+00,1.194375e+00
261040,1.3052e-06,6.444840e-01,1.394130e+00,8.640469e-01
261060,1.3053e-06,6.563883e-01,1.215719e+00,9.013621e-01
261080,1.3054e-06,6.629789e-01,1.571662e+00,1.045402e+00
261100,1.3055e-06,6.555341e-01,1.533756e+00,9.375628e-01
261120,1.3056e-06,6.459264e-01,1.478693e+00,9.351966e-01
261140,1.3057e-06,6.496077e-01,1.478051e+00,1.123218e+00
261160,1.3058e-06,6.485819e-01,1.646772e+00,9.846953e-01
261180,1.3059e-06,6.413818e-01,1.462036e+00,9.805555e-01
261200,1.306e-06,6.314489e-01,1.413713e+00,1.016522e+00
261220,1.3061e-06,6.314834e-01,1.107559e+00,9.949732e-01
261240,1.3062e-06,6.244821e-01,1.164271e+00,8.317697e-01
261260,1.3063e-06,6.225951e-01,1.301134e+00,1.001779e+00
261280,1.3064e-06,6.170550e-01,1.279428e+00,1.143837e+00
261300,1.3065e-06,6.133368e-01,1.056694e+00,9.031861e-01
261320,1.3066e-06,6.056667e-01,1.301000e+00,8.969199e-01
261340,1.3067e-06,6.045267e-01,1.287393e+00,9.422953e-01
261360,1.3068e-06,6.079990e-01,1.105926e+00,9.796166e-01
261380,1.3069e-06,6.095693e-01,1.340121e+00,1.094224e+00
261400,1.307e-06,6.047986e-01,1.249931e+00,1.223259e+00
261420,1.3071e-06,6.105906e-01,1.266123e+00,9.803944e-01
261440,1.3072e-06,6.186255e-01,1.204106e+00,9.835137e-01
261460,1.3073e-06,6.101524e-01,1.212345e+00,1.014212e+00
261480,1.3074e-06,6.012882e-01,1.150434e+00,9.992076e-01
261500,1.3075e-06,6.043337e-01,1.135460e+00,9.150556e-01
261520,1.3076e-06,6.079588e-01,1.444880e+00,1.000405e+00
261540,1.3077e-06,6.094846e-01,1.284609e+00,1.080066e+00
261560,1.3078e-06,6.111975e-01,1.307490e+00,6.968557e-01
261580,1.3079e-06,6.155691e-01,1.428748e+00,1.006504e+00
261600,1.308e-06,6.161209e-01,1.278623e+00,7.944122e-01
261620,1.3081e-06,6.242924e-01,1.108414e+00,7.804642e-01
261640,1.3082e-06,6.348493e-01,1.226942e+00,1.022987e+00
261660,1.3083e-06,6.450062e-01,1.274899e+00,8.691061e-01
261680,1.3084e-06,6.474691e-01,1.489987e+00,9.539362e-01
261700,1.3085e-06,6.467154e-01,1.252117e+00,8.596612e-01
261720,1.3086e-06,6.472964e-01,1.343173e+00,8.840859e-01
261740,1.3087e-06,6.479421e-01,1.461551e+00,1.054857e+00
261760,1.3088e-06,6.530598e-01,1.516725e+00,9.368075e-01
261780,1.3089e-06,6.440619e-01,1.330946e+00,7.285249e-01
261800,1.309e-06,6.329629e-01,1.403413e+00,9.630973e-01
261820,1.3091e-06,6.249284e-01,1.146223e+00,9.843660e-01
261840,1.3092e-06,6.322444e-01,1.011056e+00,8.275668e-01
261860,1.3093e-06,6.295258e-01,1.310411e+00,8.489389e-01
261880,1.3094e-06,6.165765e-01,9.074441e-01,7.971643e-01
261900,1.3095e-06,6.083958e-01,1.079880e+00,9.939013e-01
261920,1.3096e-06,6.103325e-01,1.147272e+00,7.878102e-01
261940,1.3097e-06,6.032750e-01,1.103057e+00,9.001313e-01
261960,1.3098e-06,6.004969e-01,1.189678e+00,1.008975e+00
261980,1.3099e-06,6.017768e-01,1.207774e+00,8.031629e-01
262000,1.31e-06,6.014374e-01,1.344654e+00,8.912864e-01
262020,1.3101e-06,6.049193e-01,1.277666e+00,9.327716e-01
262040,1.3102e-06,6.084498e-01,1.268668e+00,7.496254e-01
262060,1.3103e-06,6.043000e-01,9.801437e-01,8.939815e-01
262080,1.3104e-06,6.033001e-01,1.081201e+00,9.714163e-01
262100,1.3105e-06,5.992454e-01,1.236312e+00,1.143326e+00
262120,1.3106e-06,5.981156e-01,1.213937e+00,9.028682e-01
262140,1.3107e-06,5.991525e-01,1.102877e+00,7.282999e-01
262160,1.3108e-06,5.981038e-01,1.395971e+00,8.039761e-01
