freq,amp,phase
0.0,45.562051526459996,0.0
761498.6293024672,178.16769952569433,-0.5442627166051526
1522997.2586049344,110.17472248884916,2.2317040064143354
2284495.8879074017,151.93852163496345,-1.3634627870962164
3045994.517209869,187.31738356157715,-1.1798400307373553
3807493.146512336,68.69745336812439,-2.3564410046083664
4568991.775814803,238.51790815294802,-1.3694396284251007
5330490.405117271,467.90718576131644,-0.14686764936949434
6091989.034419738,206.02404583307893,0.376132450948966
6853487.663722205,503.0316627673841,0.16082080137111474
7614986.293024672,298.4600538585743,2.078915514719796
8376484.922327139,1014.9467794235202,-1.805550458135916
9137983.551629607,2298.309365444945,-0.1450800417849929
9899482.180932075,2242.936449470149,0.7234230977374271
10660980.810234541,2223.317569394596,2.4245011540344152
11422479.439537007,1399.3437881511645,2.4606603198361365
12183978.068839476,2234.737839924065,-0.7716349345296634
12945476.698141944,1744.664439752751,1.954183352688041
13706975.32744441,932.6325066313558,-2.6923314398099483
14468473.956746876,468.85721420697894,-0.33998144756216864
15229972.586049344,826.857115998415,0.5828853171908034
15991471.215351813,1586.5456423062017,-3.080770285950056
16752969.844654279,268.7396657576985,-1.6960229775969513
17514468.473956745,1155.643186130436,0.31599782276679683
18275967.103259213,555.7012766239452,2.332698778084868
19037465.73256168,888.4632551326614,-3.072985740137522
19798964.36186415,325.0843932908594,-0.8304339002736058
20560462.991166614,331.55874869038564,-1.28283600235216
21321961.620469082,327.16308932901904,2.034985763042826
22083460.24977155,124.26180559183989,-0.3397651204766704
22844958.879074015,330.05268940591145,-1.4592231057308085
23606457.508376483,226.71116661926254,1.7445755297707368
24367956.13767895,109.68117379394914,2.059130474222084
25129454.76698142,282.11350647892857,-1.0488115963560876
25890953.396283887,335.5908594138697,-0.326428597648422
26652452.02558635,253.12541533781024,2.103793537877708
27413950.65488882,142.391148274572,2.524392874021443
28175449.284191288,353.6657847164773,-1.356808723842039
28936947.913493752,318.81741111661887,0.894210182217393
29698446.54279622,373.12914206299354,1.696345489964698
30459945.17209869,216.38812260534237,-1.8006222553228526
31221443.801401157,102.23692829100104,-1.077066783842209
31982942.430703625,234.1105853256311,2.1200307550598265
32744441.06000609,172.09906740334276,2.9008991207016286
33505939.689308558,201.13638064878594,-0.8454097273478612
34267438.318611026,76.07867993466962,0.6491131257480729
35028936.94791349,174.47200029352373,2.055859142899906
35790435.57721596,86.03906768912182,-1.9110032308425868
36551934.20651843,82.46941763496639,-1.7310132160235376
37313432.83582089,209.53006729484258,1.4267386634860606
38074931.46512336,80.13203736898704,1.3864338097224387
38836430.09442583,98.06611015436236,-2.293197933587954
39597928.7237283,67.08070413449357,-0.3080600487131995
40359427.35303076,85.46032982842839,1.1775821753399596
41120925.98233323,92.58336222026563,2.9965316743130246
41882424.6116357,31.29787228941911,-2.2989808591048573
42643923.240938164,121.06465227702704,0.8988171290603734
43405421.87024063,95.35677695422424,1.513732900581173
44166920.4995431,55.65712025070648,-2.6554299451369423
44928419.128845565,38.937470609886,-0.3387515753048106
45689917.75814803,108.94836944825431,0.5613415540173788
46451416.3874505,74.69731066427646,-3.0260906872788484
47212915.016752966,93.06631291996138,2.9484463371688907
47974413.64605544,47.855168969064295,0.6368960806232983
48735912.2753579,92.7941822253396,2.0611321728847933
49497410.90466037,96.2760595480925,2.762555308434985
50258909.53396284,33.244244345131946,-0.56667720557872
51020408.1632653,28.995351222869072,1.5094480470482585
51781906.792567775,63.47214279674472,2.3807664585550774
52543405.42187024,71.0793232312804,-1.9876531220741673
53304904.0511727,63.66955595754105,0.09197347647254658
54066402.680475175,52.698699921038,1.2912582629816354
54827901.30977764,43.07036356307701,3.038165666749215
55589399.939080104,10.717410270149559,-3.1155399443681455
56350898.568382576,48.426943271740974,-0.07290838912229178
57112397.19768504,49.878727046063375,1.8355460078866188
57873895.826987505,18.989956408131167,3.141529296907375
58635394.45628998,29.446557892783197,-1.2711471381948525
59396893.08559244,60.39211300042277,0.3665714451395278
60158391.71489491,48.48374596638467,1.5859547073403104
60919890.34419738,40.46874229392468,2.7557360846168266
61681388.97349984,28.48878999157665,-0.20388728266505007
62442887.602802314,80.92212995649858,1.428348314565276
63204386.23210478,80.50141046819425,2.7516223674326525
63965884.86140725,30.22524706415691,-2.0687845891762406
64727383.490709715,6.522993838533983,-2.920216536912481
65488882.12001218,24.03693850267676,1.662059321205942
66250380.74931465,13.812373140170735,-0.369303902910981
67011879.378617115,3.5822817744497333,-0.7091456469713637
67773378.00791958,27.38181049728036,1.1711272615498622
68534876.63722205,30.249304314450857,2.7202251451596844
69296375.26652452,17.93231060205329,0.4189886932736123
70057873.89582698,9.92487830200869,0.10345749557631596
70819372.52512945,36.81623689281614,0.9330063760549511
71580871.15443192,28.395562842289856,2.094011045882923
72342369.78373438,24.082891779389552,-0.5049117139240927
73103868.41303685,25.39881864447506,0.8137154255603293
73865367.04233932,14.515011186121892,0.30851811774618665
74626865.67164178,46.15332968145332,1.7607650674638584
75388364.30094425,28.941953231129,2.568514356957185
76149862.93024673,26.49957874152223,1.8363933028408745
76911361.55954918,24.75730646921038,-2.9803558146180236
77672860.18885165,26.860693664833853,-1.1902887531815753
78434358.81815413,28.649209851594325,2.441935070961273
79195857.4474566,6.056586441339686,1.959749560165106
79957356.07675906,10.44159191969387,1.1701667846166433
80718854.70606153,30.595393057866463,1.4423152749319863
81480353.335364,7.400973004769143,1.1185175827598208
82241851.96466646,22.446828158076794,0.4089656954361441
83003350.59396893,31.15055474759052,-1.0253993766150928
83764849.2232714,7.888055770254562,2.5648300118838914
84526347.85257386,22.864770713825205,2.9140974598047196
85287846.48187633,15.508979192670209,2.2943595793372658
86049345.1111788,33.38294725339696,0.1648460711281011
86810843.74048126,5.254974327889592,1.3405452466927403
87572342.36978373,1.7947545579589435,-1.6682314308594195
88333840.9990862,45.90710946859805,-2.375716450957989
89095339.62838866,27.67042577955433,1.8360938092847454
89856838.25769113,37.13558601786756,1.8784744813171348
90618336.8869936,2.894385884350305,1.3044291590432775
91379835.51629606,27.806908092568488,0.10086228499492551
92141334.14559853,15.960250629854354,2.3582633300005957
92902832.774901,27.55253411192504,-2.6424378071466474
93664331.40420347,31.940109596343614,1.220775325320565
94425830.03350593,27.05971261777398,2.6928491319352648
95187328.6628084,17.32395806492435,1.1003961580929502
95948827.29211088,9.314825374047826,-2.2402393994169683
96710325.92141333,23.050455571676416,-0.11168784413261158
97471824.5507158,30.313892059910827,2.0795581979165165
98233323.18001828,15.89578718813293,0.9488445931034437
98994821.80932073,23.294755462404563,1.0061036856935348
99756320.4386232,45.04485136009323,1.3051592353304489
100517819.06792568,27.301711750919694,2.3140154477585884
101279317.69722813,21.34690225975782,-1.8024881384138076
102040816.3265306,6.979659984528407,-1.4711437160411889
102802314.95583308,46.788818193701445,1.1917292853623065
